"Vaccinedato","geo","Antal påbegyndt vacc. personer","Antal borgere","Påbegyndtvacc. (%)","Kumuleret antal påbegyndt vacc."
2020-12-27,Nationalt,6441,5842231,0.11,6441
2020-12-28,Nationalt,1994,5842231,0.14,8435
2020-12-29,Nationalt,8893,5842231,0.30,17328
2020-12-30,Nationalt,11408,5842231,0.49,28736
2020-12-31,Nationalt,6128,5842231,0.60,34864
2021-01-01,Nationalt,2322,5842231,0.64,37186
2021-01-02,Nationalt,8814,5842231,0.79,46000
2021-01-03,Nationalt,5967,5842231,0.89,51967
2021-01-04,Nationalt,2396,5842231,0.93,54363
2021-01-05,Nationalt,13437,5842231,1.16,67800
2021-01-06,Nationalt,19646,5842231,1.50,87446
2021-01-07,Nationalt,17400,5842231,1.79,104846
2021-01-08,Nationalt,8436,5842231,1.94,113282
2021-01-09,Nationalt,1900,5842231,1.97,115182
2021-01-10,Nationalt,813,5842231,1.99,115995
2021-01-11,Nationalt,657,5842231,2.00,116652
2021-01-12,Nationalt,463,5842231,2.00,117115
2021-01-13,Nationalt,12709,5842231,2.22,129824
2021-01-14,Nationalt,17880,5842231,2.53,147704
2021-01-15,Nationalt,15180,5842231,2.79,162884
2021-01-16,Nationalt,4601,5842231,2.87,167485
2021-01-17,Nationalt,2524,5842231,2.91,170009
2021-01-18,Nationalt,3875,5842231,2.98,173884
2021-01-19,Nationalt,2474,5842231,3.02,176358
2021-01-20,Nationalt,1505,5842231,3.04,177863
2021-01-21,Nationalt,1518,5842231,3.07,179381
2021-01-22,Nationalt,665,5842231,3.08,180046
2021-01-23,Nationalt,783,5842231,3.10,180829
2021-01-24,Nationalt,614,5842231,3.11,181443
2021-01-25,Nationalt,262,5842231,3.11,181705
2021-01-26,Nationalt,213,5842231,3.11,181918
2021-01-27,Nationalt,209,5842231,3.12,182127
2021-01-28,Nationalt,236,5842231,3.12,182363
2021-01-29,Nationalt,1134,5842231,3.14,183497
2021-01-30,Nationalt,1226,5842231,3.16,184723
2021-01-31,Nationalt,1248,5842231,3.18,185971
2021-02-01,Nationalt,755,5842231,3.20,186726
2021-02-02,Nationalt,2042,5842231,3.23,188768
2021-02-03,Nationalt,1548,5842231,3.26,190316
2021-02-04,Nationalt,1440,5842231,3.28,191756
2021-02-05,Nationalt,1586,5842231,3.31,193342
2021-02-06,Nationalt,1041,5842231,3.33,194383
2021-02-07,Nationalt,1913,5842231,3.36,196296
2021-02-08,Nationalt,2553,5842231,3.40,198849
2021-02-09,Nationalt,3562,5842231,3.46,202411
2021-02-10,Nationalt,3285,5842231,3.52,205696
2021-02-11,Nationalt,5667,5842231,3.62,211363
2021-02-12,Nationalt,12045,5842231,3.82,223408
2021-02-13,Nationalt,6552,5842231,3.94,229960
2021-02-14,Nationalt,6238,5842231,4.04,236198
2021-02-15,Nationalt,13867,5842231,4.28,250065
2021-02-16,Nationalt,13228,5842231,4.51,263293
2021-02-17,Nationalt,10500,5842231,4.69,273793
2021-02-18,Nationalt,11486,5842231,4.88,285279
2021-02-19,Nationalt,13929,5842231,5.12,299208
2021-02-20,Nationalt,10524,5842231,5.30,309732
2021-02-21,Nationalt,10799,5842231,5.49,320531
2021-02-22,Nationalt,13502,5842231,5.72,334033
2021-02-23,Nationalt,14400,5842231,5.96,348433
2021-02-24,Nationalt,13688,5842231,6.20,362121
2021-02-25,Nationalt,14446,5842231,6.45,376567
2021-02-26,Nationalt,35938,5842231,7.06,412505
2021-02-27,Nationalt,6655,5842231,7.17,419160
2021-02-28,Nationalt,10976,5842231,7.36,430136
2021-03-01,Nationalt,19734,5842231,7.70,449870
2021-03-02,Nationalt,16688,5842231,7.99,466558
2021-03-03,Nationalt,12996,5842231,8.21,479554
2021-03-04,Nationalt,17390,5842231,8.51,496944
2021-03-05,Nationalt,16643,5842231,8.79,513587
2021-03-06,Nationalt,14632,5842231,9.04,528219
2021-03-07,Nationalt,12076,5842231,9.25,540295
2021-03-08,Nationalt,9588,5842231,9.41,549883
2021-03-09,Nationalt,10935,5842231,9.60,560818
2021-03-10,Nationalt,12080,5842231,9.81,572898
2021-03-11,Nationalt,4594,5842231,9.88,577492
2021-03-12,Nationalt,3259,5842231,9.94,580751
2021-03-13,Nationalt,4200,5842231,10.0,584951
2021-03-14,Nationalt,1202,5842231,10.0,586153
