"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,62240,29872,590435
Midtjylland,129860,58647,1332906
Syddanmark,129246,51137,1223861
Hovedstaden,179564,77169,1855873
Sjælland,85243,41961,839156
