"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,154781,82722,26.2,14.0,590267
Midtjylland,326321,183560,24.5,13.8,1334106
Syddanmark,313480,152075,25.6,12.4,1224527
Hovedstaden,451814,246455,24.3,13.3,1856566
Sjælland,216902,129945,25.8,15.5,840340
