"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,108608,55583,638671
Frederiksberg,24816,13809,103185
Ballerup,13341,7349,49057
Brøndby,9354,5631,35395
Dragør,4582,2597,14594
Gentofte,20751,11424,74257
Gladsaxe,17000,8891,68953
Glostrup,6233,3703,23495
Herlev,7870,4208,28791
Albertslund,6866,4108,27180
Hvidovre,13556,7933,53270
Høje-Taastrup,12770,7954,52272
Lyngby-Taarbæk,15187,8274,57075
Rødovre,10494,5564,41189
Ishøj,5346,3189,23069
Tårnby,11399,6180,42708
Vallensbæk,4343,2817,16564
Furesø,11937,6517,41074
Allerød,7409,4054,25915
Fredensborg,12686,6876,41021
Helsingør,20418,11219,63112
Hillerød,14892,8157,51836
Hørsholm,8605,5032,24854
Rudersdal,16786,9592,57051
Egedal,11528,6265,43935
Frederikssund,14620,8552,45703
Greve,12619,7325,50628
Køge,14487,8393,61538
Frederiksværk-Hundested,11283,5904,31484
Roskilde,21552,12780,88774
Solrød,5529,3217,23498
Gribskov,14692,7259,41093
Odsherred,10614,6216,32914
Holbæk,18484,10822,72215
Faxe,8905,5369,36843
Kalundborg,12493,7746,48408
Ringsted,7248,4415,35032
Slagelse,20967,12402,79417
Stevns,6166,3685,23256
Sorø,7683,4716,29928
Lejre,7554,4425,28466
Lolland,11425,7064,40344
Næstved,20767,12667,83417
Guldborgsund,17757,10735,60405
Vordingborg,12652,7968,45257
Bornholm,14442,7814,39763
Middelfart,11102,5448,39344
Assens,11586,5114,40872
Faaborg-Midtfyn,14588,6497,51701
Kerteminde,7031,3380,23863
Nyborg,8919,4283,32028
Odense,48930,24350,204926
Svendborg,17153,8156,58822
Nordfyns,8287,3805,29539
Langeland,4168,1805,12344
Ærø,2048,1004,6007
Haderslev,13559,5485,55361
Billund,6391,3367,26526
Sønderborg,19034,8844,73779
Tønder,9218,3818,37004
Esbjerg,29848,17264,115595
Fanø,1266,704,3443
Varde,13342,7730,49722
Vejen,10102,5576,42814
Aabenraa,14727,5298,58580
Fredericia,13032,6505,51426
Horsens,21210,11378,92783
Kolding,21282,10211,93082
Vejle,27867,13431,117749
Herning,22614,13333,89358
Holstebro,15507,9017,58677
Lemvig,5955,3467,19512
Struer,6337,3776,20829
Syddjurs,12567,6663,43416
Norddjurs,11236,6021,36980
Favrskov,11811,6258,48540
Odder,6371,3708,23046
Randers,25101,13310,98421
Silkeborg,23832,13336,96080
Samsø,1470,677,3711
Skanderborg,14585,8235,63606
Århus,70569,40351,352294
Ikast-Brande,10311,6242,41621
Ringkøbing-Skjern,15365,8828,56223
Hedensted,11891,6375,46956
Morsø,5869,3480,20081
Skive,13317,8154,45350
Thisted,11767,6413,43147
Viborg,26272,14431,96703
Brønderslev-Dronninglund,9184,5009,36074
Frederikshavn,18168,9828,58947
Vesthimmerlands,10747,6160,36373
Læsø,1091,536,1779
Rebild,7467,3851,30509
Mariagerfjord,11661,6410,41580
Jammerbugt,9922,4988,38182
Ålborg,51002,26375,219514
Hjørring,17903,9672,64081
