"Vaccinedato","geo","Antal færdigvacc. personer","Antal borgere","Færdigvacc. (%)","Kumuleret antal færdigvacc."
2021-01-13,Nationalt,1,5845806,0.00,1
2021-01-15,Nationalt,5,5845806,0.00,6
2021-01-16,Nationalt,8,5845806,0.00,14
2021-01-17,Nationalt,696,5845806,0.01,710
2021-01-18,Nationalt,2100,5845806,0.05,2810
2021-01-19,Nationalt,2055,5845806,0.08,4865
2021-01-20,Nationalt,1855,5845806,0.11,6720
2021-01-21,Nationalt,2324,5845806,0.15,9044
2021-01-22,Nationalt,5653,5845806,0.25,14697
2021-01-23,Nationalt,7102,5845806,0.37,21799
2021-01-24,Nationalt,6463,5845806,0.48,28262
2021-01-25,Nationalt,2475,5845806,0.53,30737
2021-01-26,Nationalt,1722,5845806,0.56,32459
2021-01-27,Nationalt,4351,5845806,0.63,36810
2021-01-28,Nationalt,8114,5845806,0.77,44924
2021-01-29,Nationalt,18232,5845806,1.08,63156
2021-01-30,Nationalt,12849,5845806,1.30,76005
2021-01-31,Nationalt,12200,5845806,1.51,88205
2021-02-01,Nationalt,7862,5845806,1.64,96067
2021-02-02,Nationalt,3011,5845806,1.69,99078
2021-02-03,Nationalt,6173,5845806,1.80,105251
2021-02-04,Nationalt,10885,5845806,1.99,116136
2021-02-05,Nationalt,13397,5845806,2.22,129533
2021-02-06,Nationalt,6761,5845806,2.33,136294
2021-02-07,Nationalt,3638,5845806,2.39,139932
2021-02-08,Nationalt,7039,5845806,2.51,146971
2021-02-09,Nationalt,4890,5845806,2.60,151861
2021-02-10,Nationalt,3911,5845806,2.66,155772
2021-02-11,Nationalt,2462,5845806,2.71,158234
2021-02-12,Nationalt,7628,5845806,2.84,165862
2021-02-13,Nationalt,970,5845806,2.85,166832
2021-02-14,Nationalt,626,5845806,2.86,167458
2021-02-15,Nationalt,3140,5845806,2.92,170598
2021-02-16,Nationalt,1340,5845806,2.94,171938
2021-02-17,Nationalt,428,5845806,2.95,172366
2021-02-18,Nationalt,309,5845806,2.95,172675
2021-02-19,Nationalt,972,5845806,2.97,173647
2021-02-20,Nationalt,582,5845806,2.98,174229
2021-02-21,Nationalt,359,5845806,2.99,174588
2021-02-22,Nationalt,1108,5845806,3.01,175696
2021-02-23,Nationalt,1945,5845806,3.04,177641
2021-02-24,Nationalt,1965,5845806,3.07,179606
2021-02-25,Nationalt,639,5845806,3.08,180245
2021-02-26,Nationalt,1005,5845806,3.10,181250
2021-02-27,Nationalt,1470,5845806,3.13,182720
