Dato;AG_testede;AG_pos;AGpos_PCRkonf;Andel_AGpos_PCRkonf_pct;AGpos_minusPCRkonf;Andel_AGminusPCRkonf_pct;AGpos_PCRpos;AGposPCRneg;AGnegPCRpos;AGnegPCRneg
2021-02-01;4877;8;4;50;4;50;2;2;2;293
2021-02-02;4682;9;5;55,5555555555556;4;44,4444444444444;5;0;5;308
2021-02-03;4909;10;6;60;4;40;6;0;6;343
2021-02-04;4539;6;3;50;3;50;3;0;5;322
2021-02-05;4396;7;5;71,4285714285714;2;28,5714285714286;4;1;6;280
2021-02-06;2602;10;6;60;4;40;6;0;3;262
2021-02-07;3044;14;7;50;7;50;7;0;6;326
2021-02-08;7045;13;7;53,8461538461539;6;46,1538461538462;6;1;5;439
2021-02-09;6133;6;4;66,6666666666667;2;33,3333333333333;4;0;5;390
2021-02-10;7129;13;5;38,4615384615385;8;61,5384615384615;4;1;1;498
2021-02-11;9203;13;7;53,8461538461539;6;46,1538461538462;6;1;3;537
2021-02-12;9233;9;4;44,4444444444444;5;55,5555555555556;3;1;4;477
2021-02-13;4865;15;8;53,3333333333333;7;46,6666666666667;7;1;6;339
2021-02-14;4824;19;10;52,6315789473684;9;47,3684210526316;7;3;9;435
2021-02-15;17261;48;24;50;24;50;17;7;25;1155
2021-02-16;17037;60;44;73,3333333333333;16;26,6666666666667;33;10;19;1340
2021-02-17;26311;86;52;60,4651162790698;34;39,5348837209302;43;9;20;2014
2021-02-18;30231;51;40;78,4313725490196;11;21,5686274509804;33;4;30;1803
2021-02-19;34347;86;54;62,7906976744186;32;37,2093023255814;42;12;37;1829
2021-02-20;21766;62;41;66,1290322580645;21;33,8709677419355;33;8;36;1624
2021-02-21;20356;94;66;70,2127659574468;28;29,7872340425532;59;4;41;1693
2021-02-22;25914;100;75;75;25;25;54;19;27;1899
2021-02-23;29739;100;70;70;30;30;58;10;34;2047
2021-02-24;29979;91;57;62,6373626373626;34;37,3626373626374;43;12;33;2122
2021-02-25;28584;85;53;62,3529411764706;32;37,6470588235294;44;9;20;1630
2021-02-26;36510;111;70;63,0630630630631;41;36,9369369369369;54;16;41;1826
2021-02-27;22653;92;68;73,9130434782609;24;26,0869565217391;58;9;17;1560
2021-02-28;24502;111;83;74,7747747747748;28;25,2252252252252;65;18;29;1974
2021-03-01;35653;95;72;75,7894736842105;23;24,2105263157895;51;19;17;2206
2021-03-02;38531;111;88;79,2792792792793;23;20,7207207207207;61;25;25;2082
2021-03-03;44325;106;73;68,8679245283019;33;31,1320754716981;36;37;43;3337
2021-03-04;56619;178;147;82,5842696629213;31;17,4157303370787;48;95;31;3609
2021-03-05;64929;169;133;78,698224852071;36;21,301775147929;44;88;55;4108
2021-03-06;38705;132;102;77,2727272727273;30;22,7272727272727;51;51;59;3055
2021-03-07;40594;205;167;81,4634146341463;38;18,5365853658537;58;105;61;3522
2021-03-08;64772;233;200;85,8369098712447;33;14,1630901287554;79;121;79;3929
2021-03-09;63303;190;169;88,9473684210526;21;11,0526315789474;62;106;65;3417
2021-03-10;58520;236;199;84,3220338983051;37;15,6779661016949;78;121;66;3850
2021-03-11;59542;170;148;87,0588235294118;22;12,9411764705882;51;97;43;3532
2021-03-12;60855;170;130;76,4705882352941;40;23,5294117647059;34;96;31;2975
2021-03-13;56290;152;119;78,2894736842105;33;21,7105263157895;56;60;64;3355
2021-03-14;73453;177;146;82,4858757062147;31;17,5141242937853;50;95;83;4151
2021-03-15;111656;263;226;85,9315589353612;37;14,0684410646388;107;114;105;5681
2021-03-16;117691;268;225;83,955223880597;43;16,044776119403;107;118;107;5329
2021-03-17;104344;197;155;78,6802030456853;42;21,3197969543147;83;66;105;5791
2021-03-18;125271;223;178;79,8206278026906;45;20,1793721973094;120;56;103;6224
2021-03-19;92360;148;125;84,4594594594595;23;15,5405405405405;77;45;71;4216
2021-03-20;57579;136;116;85,2941176470588;20;14,7058823529412;81;33;94;3628
2021-03-21;90450;210;174;82,8571428571429;36;17,1428571428571;120;53;126;5425
2021-03-22;134234;236;194;82,2033898305085;42;17,7966101694915;121;69;135;6697
2021-03-23;139227;200;174;87;26;13;113;59;137;6500
2021-03-24;121196;198;160;80,8080808080808;38;19,1919191919192;111;46;140;6399
2021-03-25;145885;234;178;76,0683760683761;56;23,9316239316239;124;51;143;7161
2021-03-26;132153;178;145;81,4606741573034;33;18,5393258426966;98;44;125;6160
2021-03-27;65883;161;136;84,472049689441;25;15,527950310559;103;32;91;4332
2021-03-28;63922;159;132;83,0188679245283;27;16,9811320754717;97;33;106;4677
2021-03-29;105561;256;226;88,28125;30;11,71875;153;72;149;6731
2021-03-30;114458;243;202;83,1275720164609;41;16,8724279835391;142;57;126;6305
2021-03-31;93573;146;129;88,3561643835617;17;11,6438356164384;89;39;65;4682
2021-04-01;102202;205;179;87,3170731707317;26;12,6829268292683;120;55;127;6198
2021-04-02;95727;200;172;86;28;14;109;58;84;6576
2021-04-03;82759;191;165;86,3874345549738;26;13,6125654450262;99;60;78;5867
2021-04-04;97992;167;149;89,2215568862276;18;10,7784431137725;93;53;107;6539
2021-04-05;193305;285;252;88,421052631579;33;11,5789473684211;135;111;116;11799
2021-04-06;210994;286;253;88,4615384615385;33;11,5384615384615;145;103;122;11231
2021-04-07;188090;265;232;87,5471698113208;33;12,4528301886792;128;102;145;9928
2021-04-08;231465;266;223;83,8345864661654;43;16,1654135338346;145;73;158;11979
2021-04-09;188031;208;180;86,5384615384616;28;13,4615384615385;113;65;83;9763
2021-04-10;91436;155;133;85,8064516129032;22;14,1935483870968;87;45;94;5273
2021-04-11;160325;212;191;90,0943396226415;21;9,90566037735849;112;77;104;8786
2021-04-12;272726;306;272;88,8888888888889;34;11,1111111111111;151;118;170;13516
2021-04-13;222213;254;225;88,5826771653543;29;11,4173228346457;123;101;151;10591
2021-04-14;207430;248;209;84,2741935483871;39;15,7258064516129;130;78;154;10355
2021-04-15;250864;320;267;83,4375;53;16,5625;157;104;144;13359
2021-04-16;200193;248;200;80,6451612903226;48;19,3548387096774;110;88;135;10601
2021-04-17;76041;157;131;83,4394904458599;26;16,5605095541401;93;38;97;4665
2021-04-18;146803;265;247;93,2075471698113;18;6,79245283018868;155;89;152;7942
2021-04-19;280742;315;276;87,6190476190476;39;12,3809523809524;151;122;166;12103
2021-04-20;251814;293;262;89,419795221843;31;10,580204778157;147;110;144;11784
2021-04-21;267402;282;257;91,1347517730496;25;8,86524822695036;136;119;150;14055
2021-04-22;334328;261;239;91,5708812260536;22;8,42911877394636;114;123;124;16179
2021-04-23;295737;236;212;89,8305084745763;24;10,1694915254237;110;100;113;13703
2021-04-24;163915;197;168;85,2791878172589;29;14,7208121827411;90;77;118;8812
2021-04-25;199339;216;196;90,7407407407407;20;9,25925925925926;112;83;159;10438
2021-04-26;365611;388;366;94,3298969072165;22;5,67010309278351;180;182;206;16239
2021-04-27;290393;327;304;92,9663608562691;23;7,03363914373089;174;127;216;15003
2021-04-28;292405;315;287;91,1111111111111;28;8,88888888888889;173;112;194;15832
2021-04-29;408294;385;346;89,8701298701299;39;10,1298701298701;206;135;221;20211
2021-04-30;225126;259;231;89,1891891891892;28;10,8108108108108;123;104;154;12020
2021-05-01;185204;235;215;91,4893617021277;20;8,51063829787234;132;80;170;10771
2021-05-02;229882;268;245;91,4179104477612;23;8,58208955223881;168;71;266;13133
2021-05-03;364251;365;337;92,3287671232877;28;7,67123287671233;217;113;307;18844
2021-05-04;287871;372;348;93,5483870967742;24;6,45161290322581;243;99;298;16485
2021-05-05;325099;346;317;91,6184971098266;29;8,38150289017341;201;109;270;20023
2021-05-06;444671;353;326;92,3512747875354;27;7,64872521246459;203;119;264;24198
2021-05-07;403927;387;355;91,7312661498708;32;8,2687338501292;190;156;223;21700
2021-05-08;240086;264;248;93,9393939393939;16;6,06060606060606;160;83;189;15431
