"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;461262;453599;591674
Midtjylland;1030768;1013809;1339866
Syddanmark;941217;926383;1226711
Hovedstaden;1382513;1352622;1864363
Sjælland;642906;633682;842508
