"Vaccinedato";"geo";"Antal færdigvacc. personer";"Antal borgere";"Færdigvacc. (%)";"Kumuleret antal færdigvacc."
2021-01-01;Nationalt;1;5865122;0.00;1
2021-01-04;Nationalt;1;5865122;0.00;2
2021-01-07;Nationalt;1;5865122;0.00;3
2021-01-09;Nationalt;2;5865122;0.00;5
2021-01-12;Nationalt;2;5865122;0.00;7
2021-01-13;Nationalt;1;5865122;0.00;8
2021-01-14;Nationalt;1;5865122;0.00;9
2021-01-15;Nationalt;5;5865122;0.00;14
2021-01-16;Nationalt;9;5865122;0.00;23
2021-01-17;Nationalt;653;5865122;0.01;676
2021-01-18;Nationalt;2004;5865122;0.05;2680
2021-01-19;Nationalt;1958;5865122;0.08;4638
2021-01-20;Nationalt;1761;5865122;0.11;6399
2021-01-21;Nationalt;2236;5865122;0.15;8635
2021-01-22;Nationalt;5437;5865122;0.24;14072
2021-01-23;Nationalt;6697;5865122;0.35;20769
2021-01-24;Nationalt;6074;5865122;0.46;26843
2021-01-25;Nationalt;2353;5865122;0.50;29196
2021-01-26;Nationalt;1660;5865122;0.53;30856
2021-01-27;Nationalt;4195;5865122;0.60;35051
2021-01-28;Nationalt;7922;5865122;0.73;42973
2021-01-29;Nationalt;17568;5865122;1.03;60541
2021-01-30;Nationalt;12261;5865122;1.24;72802
2021-01-31;Nationalt;11568;5865122;1.44;84370
2021-02-01;Nationalt;7630;5865122;1.57;92000
2021-02-02;Nationalt;2922;5865122;1.62;94922
2021-02-03;Nationalt;6032;5865122;1.72;100954
2021-02-04;Nationalt;10632;5865122;1.90;111586
2021-02-05;Nationalt;12988;5865122;2.12;124574
2021-02-06;Nationalt;6557;5865122;2.24;131131
2021-02-07;Nationalt;3529;5865122;2.30;134660
2021-02-08;Nationalt;6854;5865122;2.41;141514
2021-02-09;Nationalt;4749;5865122;2.49;146263
2021-02-10;Nationalt;3814;5865122;2.56;150077
2021-02-11;Nationalt;2412;5865122;2.60;152489
2021-02-12;Nationalt;7568;5865122;2.73;160057
2021-02-13;Nationalt;941;5865122;2.75;160998
2021-02-14;Nationalt;612;5865122;2.76;161610
2021-02-15;Nationalt;3104;5865122;2.81;164714
2021-02-16;Nationalt;1314;5865122;2.83;166028
2021-02-17;Nationalt;421;5865122;2.84;166449
2021-02-18;Nationalt;313;5865122;2.84;166762
2021-02-19;Nationalt;949;5865122;2.86;167711
2021-02-20;Nationalt;567;5865122;2.87;168278
2021-02-21;Nationalt;354;5865122;2.88;168632
2021-02-22;Nationalt;1098;5865122;2.89;169730
2021-02-23;Nationalt;1906;5865122;2.93;171636
2021-02-24;Nationalt;1888;5865122;2.96;173524
2021-02-25;Nationalt;610;5865122;2.97;174134
2021-02-26;Nationalt;1005;5865122;2.99;175139
2021-02-27;Nationalt;1399;5865122;3.01;176538
2021-02-28;Nationalt;1354;5865122;3.03;177892
2021-03-01;Nationalt;1054;5865122;3.05;178946
2021-03-02;Nationalt;1268;5865122;3.07;180214
2021-03-03;Nationalt;1014;5865122;3.09;181228
2021-03-04;Nationalt;1793;5865122;3.12;183021
2021-03-05;Nationalt;5636;5865122;3.22;188657
2021-03-06;Nationalt;3896;5865122;3.28;192553
2021-03-07;Nationalt;4248;5865122;3.36;196801
2021-03-08;Nationalt;6348;5865122;3.46;203149
2021-03-09;Nationalt;7067;5865122;3.58;210216
2021-03-10;Nationalt;7113;5865122;3.71;217329
2021-03-11;Nationalt;7857;5865122;3.84;225186
2021-03-12;Nationalt;10425;5865122;4.02;235611
2021-03-13;Nationalt;5818;5865122;4.12;241429
2021-03-14;Nationalt;9245;5865122;4.27;250674
2021-03-15;Nationalt;9732;5865122;4.44;260406
2021-03-16;Nationalt;9332;5865122;4.60;269738
2021-03-17;Nationalt;9027;5865122;4.75;278765
2021-03-18;Nationalt;7171;5865122;4.88;285936
2021-03-19;Nationalt;11621;5865122;5.07;297557
2021-03-20;Nationalt;4757;5865122;5.15;302314
2021-03-21;Nationalt;4612;5865122;5.23;306926
2021-03-22;Nationalt;7682;5865122;5.36;314608
