"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;468144;455200;643049
Frederiksberg;80585;78851;103514
Ballerup;36011;35345;49098
Brøndby;23797;23207;35473
Dragør;11211;11030;14597
Gentofte;56935;55928;74273
Gladsaxe;50729;49676;69077
Glostrup;16969;16633;23525
Herlev;20850;20404;28807
Albertslund;18719;18159;27358
Hvidovre;38089;37297;53215
Høje-Taastrup;35918;35122;52648
Lyngby-Taarbæk;44360;43616;57690
Rødovre;29358;28723;41215
Ishøj;14695;14229;23093
Tårnby;31412;30781;42602
Vallensbæk;11464;11217;16498
Furesø;31140;30652;41343
Allerød;20241;20002;25886
Fredensborg;30888;30323;41061
Helsingør;48145;47257;63039
Hillerød;40334;39779;52793
Hørsholm;19675;19430;24748
Rudersdal;44607;43921;57346
Egedal;33919;33402;44177
Frederikssund;35997;35438;45841
Greve;37395;36766;50710
Køge;46654;45907;61700
Frederiksværk-Hundested;24403;24030;31456
Roskilde;69125;68140;89264
Solrød;17769;17532;23586
Gribskov;32085;31624;41251
Odsherred;26048;25730;32941
Holbæk;55995;55137;72654
Faxe;28078;27722;37062
Kalundborg;37016;36503;48399
Ringsted;25818;25475;35140
Slagelse;59908;58963;79627
Stevns;18029;17820;23368
Sorø;23168;22886;29991
Lejre;21886;21599;28597
Lolland;30674;30250;40204
Næstved;63799;62871;83658
Guldborgsund;46505;45828;60300
Vordingborg;35039;34553;45307
Bornholm;31833;31346;39690
Middelfart;31145;30739;39485
Assens;32347;31853;40864
Faaborg-Midtfyn;40607;40085;51793
Kerteminde;19015;18762;23966
Nyborg;25442;25068;32107
Odense;159042;156171;206021
Svendborg;46473;45765;59088
Nordfyns;22988;22660;29658
Langeland;9968;9865;12314
Ærø;5009;4954;6013
Haderslev;41873;41209;55307
Billund;20285;20037;26566
Sønderborg;57033;56218;73624
Tønder;27796;27360;36878
Esbjerg;88119;86687;115453
Fanø;2789;2748;3427
Varde;37870;37367;49636
Vejen;31752;31284;42709
Aabenraa;43567;42942;58561
Fredericia;39336;38742;51519
Horsens;69653;68481;93931
Kolding;69889;68631;93370
Vejle;88872;87236;118352
Herning;68295;67107;89199
Holstebro;45186;44440;58524
Lemvig;15448;15254;19363
Struer;16483;16225;20773
Syddjurs;34300;33829;43601
Norddjurs;29178;28805;37040
Favrskov;37498;37003;48734
Odder;18448;18245;23216
Randers;75835;74645;98714
Silkeborg;73680;72476;96874
Samsø;3058;3031;3724
Skanderborg;48742;48125;64016
Århus;273577;267901;355190
Ikast-Brande;31278;30808;41843
Ringkøbing-Skjern;43129;42475;56184
Hedensted;36195;35769;47033
Morsø;15848;15609;20058
Skive;35792;35263;45083
Thisted;33601;33092;43122
Viborg;74993;73927;96824
Brønderslev-Dronninglund;27853;27411;36209
Frederikshavn;46707;46069;58872
Vesthimmerlands;27836;27475;36353
Læsø;1470;1454;1791
Rebild;23192;22857;30638
Mariagerfjord;32577;32129;41531
Jammerbugt;29627;29132;38139
Ålborg;172236;168810;221108
Hjørring;50315;49561;63853
