"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-2;K;8;2;90093;0.0;0.0
0-2;M;2;0;95003;0.0;0.0
3-5;K;3;1;91147;0.0;0.0
3-5;M;5;2;96280;0.0;0.0
6-11;K;17;5;179554;0.0;0.0
6-11;M;18;8;188998;0.0;0.0
12-15;K;96550;90491;139593;69.2;64.8
12-15;M;101819;95353;146914;69.3;64.9
16-19;K;118274;115720;136659;86.5;84.7
16-19;M;120232;116709;142004;84.7;82.2
20-39;K;572490;551182;730061;78.4;75.5
20-39;M;582122;561419;758088;76.8;74.1
40-64;K;876107;868507;952009;92.0;91.2
40-64;M;865986;858512;954026;90.8;90.0
65-79;K;450205;449194;465930;96.6;96.4
65-79;M;413959;413034;428327;96.6;96.4
80+;K;155747;155128;161976;96.2;95.8
80+;M;105122;104828;108460;96.9;96.7
