"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;509;0
Hovedstaden;3-5;M;505;2
Hovedstaden;6-11;K;9016;9
Hovedstaden;6-11;M;9533;5
Hovedstaden;12-15;K;32489;29776
Hovedstaden;12-15;M;34388;31521
Hovedstaden;16-19;K;35391;34179
Hovedstaden;16-19;M;35477;34107
Hovedstaden;20-39;K;228835;219601
Hovedstaden;20-39;M;220044;211205
Hovedstaden;40-64;K;271326;268004
Hovedstaden;40-64;M;266554;263170
Hovedstaden;65-79;K;124730;124258
Hovedstaden;65-79;M;106946;106573
Hovedstaden;80+;K;43840;43636
Hovedstaden;80+;M;26512;26415
Midtjylland;0-2;K;3;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;464;0
Midtjylland;3-5;M;471;0
Midtjylland;6-11;K;11402;0
Midtjylland;6-11;M;12029;0
Midtjylland;12-15;K;28109;26131
Midtjylland;12-15;M;29239;27199
Midtjylland;16-19;K;30034;29321
Midtjylland;16-19;M;30382;29438
Midtjylland;20-39;K;145473;139944
Midtjylland;20-39;M;148222;142424
Midtjylland;40-64;K;199846;198212
Midtjylland;40-64;M;198785;196963
Midtjylland;65-79;K;100186;99983
Midtjylland;65-79;M;94462;94256
Midtjylland;80+;K;33225;33113
Midtjylland;80+;M;23303;23242
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;131;0
Nordjylland;3-5;M;146;0
Nordjylland;6-11;K;3606;0
Nordjylland;6-11;M;3806;1
Nordjylland;12-15;K;11613;10696
Nordjylland;12-15;M;12433;11471
Nordjylland;16-19;K;12502;12207
Nordjylland;16-19;M;12964;12524
Nordjylland;20-39;K;58207;55747
Nordjylland;20-39;M;63076;60219
Nordjylland;40-64;K;89020;88250
Nordjylland;40-64;M;89323;88414
Nordjylland;65-79;K;49054;48937
Nordjylland;65-79;M;46911;46791
Nordjylland;80+;K;16817;16764
Nordjylland;80+;M;11975;11924
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;178;1
Sjælland;3-5;M;190;1
Sjælland;6-11;K;4443;0
Sjælland;6-11;M;4792;4
Sjælland;12-15;K;17024;15965
Sjælland;12-15;M;17933;16700
Sjælland;16-19;K;17778;17259
Sjælland;16-19;M;18936;18268
Sjælland;20-39;K;66180;63046
Sjælland;20-39;M;67830;64582
Sjælland;40-64;K;137322;135900
Sjælland;40-64;M;134733;133206
Sjælland;65-79;K;75058;74859
Sjælland;65-79;M;69704;69525
Sjælland;80+;K;23588;23499
Sjælland;80+;M;16551;16512
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;326;0
Syddanmark;3-5;M;358;0
Syddanmark;6-11;K;9521;6
Syddanmark;6-11;M;10246;10
Syddanmark;12-15;K;24949;23334
Syddanmark;12-15;M;26069;24360
Syddanmark;16-19;K;27032;26352
Syddanmark;16-19;M;27410;26528
Syddanmark;20-39;K;112143;107097
Syddanmark;20-39;M;116656;111400
Syddanmark;40-64;K;190192;188492
Syddanmark;40-64;M;189043;186982
Syddanmark;65-79;K;101005;100773
Syddanmark;65-79;M;95251;95016
Syddanmark;80+;K;35665;35553
Syddanmark;80+;M;24622;24573
