"Vaccinedato";"geo";"Antal færdigvacc. personer";"Antal borgere";"Færdigvacc. (%)";"Kumuleret antal færdigvacc."
2020-12-29;Nationalt;1;5874031;0.00;1
2021-01-01;Nationalt;1;5874031;0.00;2
2021-01-04;Nationalt;1;5874031;0.00;3
2021-01-07;Nationalt;1;5874031;0.00;4
2021-01-08;Nationalt;1;5874031;0.00;5
2021-01-09;Nationalt;2;5874031;0.00;7
2021-01-12;Nationalt;2;5874031;0.00;9
2021-01-13;Nationalt;3;5874031;0.00;12
2021-01-14;Nationalt;1;5874031;0.00;13
2021-01-15;Nationalt;5;5874031;0.00;18
2021-01-16;Nationalt;10;5874031;0.00;28
2021-01-17;Nationalt;638;5874031;0.01;666
2021-01-18;Nationalt;1956;5874031;0.04;2622
2021-01-19;Nationalt;1906;5874031;0.08;4528
2021-01-20;Nationalt;1733;5874031;0.11;6261
2021-01-21;Nationalt;2176;5874031;0.14;8437
2021-01-22;Nationalt;5298;5874031;0.23;13735
2021-01-23;Nationalt;6513;5874031;0.34;20248
2021-01-24;Nationalt;5879;5874031;0.44;26127
2021-01-25;Nationalt;2296;5874031;0.48;28423
2021-01-26;Nationalt;1617;5874031;0.51;30040
2021-01-27;Nationalt;4106;5874031;0.58;34146
2021-01-28;Nationalt;7808;5874031;0.71;41954
2021-01-29;Nationalt;17230;5874031;1.01;59184
2021-01-30;Nationalt;11970;5874031;1.21;71154
2021-01-31;Nationalt;11289;5874031;1.40;82443
2021-02-01;Nationalt;7528;5874031;1.53;89971
2021-02-02;Nationalt;2870;5874031;1.58;92841
2021-02-03;Nationalt;5964;5874031;1.68;98805
2021-02-04;Nationalt;10469;5874031;1.86;109274
2021-02-05;Nationalt;12769;5874031;2.08;122043
2021-02-06;Nationalt;6440;5874031;2.19;128483
2021-02-07;Nationalt;3449;5874031;2.25;131932
2021-02-08;Nationalt;6757;5874031;2.36;138689
2021-02-09;Nationalt;4684;5874031;2.44;143373
2021-02-10;Nationalt;3759;5874031;2.50;147132
2021-02-11;Nationalt;2391;5874031;2.55;149523
2021-02-12;Nationalt;7523;5874031;2.67;157046
2021-02-13;Nationalt;925;5874031;2.69;157971
2021-02-14;Nationalt;607;5874031;2.70;158578
2021-02-15;Nationalt;3088;5874031;2.75;161666
2021-02-16;Nationalt;1304;5874031;2.77;162970
2021-02-17;Nationalt;414;5874031;2.78;163384
2021-02-18;Nationalt;321;5874031;2.79;163705
2021-02-19;Nationalt;943;5874031;2.80;164648
2021-02-20;Nationalt;561;5874031;2.81;165209
2021-02-21;Nationalt;348;5874031;2.82;165557
2021-02-22;Nationalt;1083;5874031;2.84;166640
2021-02-23;Nationalt;1885;5874031;2.87;168525
2021-02-24;Nationalt;1855;5874031;2.90;170380
2021-02-25;Nationalt;607;5874031;2.91;170987
2021-02-26;Nationalt;997;5874031;2.93;171984
2021-02-27;Nationalt;1363;5874031;2.95;173347
2021-02-28;Nationalt;1322;5874031;2.97;174669
2021-03-01;Nationalt;1041;5874031;2.99;175710
2021-03-02;Nationalt;1256;5874031;3.01;176966
2021-03-03;Nationalt;1001;5874031;3.03;177967
2021-03-04;Nationalt;1776;5874031;3.06;179743
2021-03-05;Nationalt;5571;5874031;3.15;185314
2021-03-06;Nationalt;3844;5874031;3.22;189158
2021-03-07;Nationalt;4178;5874031;3.29;193336
2021-03-08;Nationalt;6268;5874031;3.40;199604
2021-03-09;Nationalt;6966;5874031;3.52;206570
2021-03-10;Nationalt;6991;5874031;3.64;213561
2021-03-11;Nationalt;7751;5874031;3.77;221312
2021-03-12;Nationalt;10261;5874031;3.94;231573
2021-03-13;Nationalt;5711;5874031;4.04;237284
2021-03-14;Nationalt;9156;5874031;4.20;246440
2021-03-15;Nationalt;9616;5874031;4.36;256056
2021-03-16;Nationalt;9219;5874031;4.52;265275
2021-03-17;Nationalt;8911;5874031;4.67;274186
2021-03-18;Nationalt;7093;5874031;4.79;281279
2021-03-19;Nationalt;11486;5874031;4.98;292765
2021-03-20;Nationalt;4706;5874031;5.06;297471
2021-03-21;Nationalt;4577;5874031;5.14;302048
2021-03-22;Nationalt;7606;5874031;5.27;309654
2021-03-23;Nationalt;7435;5874031;5.40;317089
2021-03-24;Nationalt;13180;5874031;5.62;330269
2021-03-25;Nationalt;8249;5874031;5.76;338518
2021-03-26;Nationalt;7694;5874031;5.89;346212
2021-03-27;Nationalt;3052;5874031;5.95;349264
2021-03-28;Nationalt;2764;5874031;5.99;352028
2021-03-29;Nationalt;6075;5874031;6.10;358103
2021-03-30;Nationalt;5957;5874031;6.20;364060
2021-03-31;Nationalt;9555;5874031;6.36;373615
2021-04-01;Nationalt;6810;5874031;6.48;380425
2021-04-02;Nationalt;6874;5874031;6.59;387299
2021-04-03;Nationalt;2173;5874031;6.63;389472
2021-04-04;Nationalt;1763;5874031;6.66;391235
2021-04-05;Nationalt;1315;5874031;6.68;392550
2021-04-06;Nationalt;5999;5874031;6.78;398549
2021-04-07;Nationalt;8106;5874031;6.92;406655
2021-04-08;Nationalt;8426;5874031;7.07;415081
2021-04-09;Nationalt;8577;5874031;7.21;423658
2021-04-10;Nationalt;5406;5874031;7.30;429064
2021-04-11;Nationalt;3884;5874031;7.37;432948
2021-04-12;Nationalt;11436;5874031;7.57;444384
2021-04-13;Nationalt;6169;5874031;7.67;450553
2021-04-14;Nationalt;11052;5874031;7.86;461605
2021-04-15;Nationalt;9028;5874031;8.01;470633
2021-04-16;Nationalt;8096;5874031;8.15;478729
2021-04-17;Nationalt;2723;5874031;8.20;481452
2021-04-18;Nationalt;5104;5874031;8.28;486556
2021-04-19;Nationalt;14276;5874031;8.53;500832
2021-04-20;Nationalt;16803;5874031;8.81;517635
2021-04-21;Nationalt;12644;5874031;9.03;530279
2021-04-22;Nationalt;5356;5874031;9.12;535635
2021-04-23;Nationalt;11159;5874031;9.31;546794
2021-04-24;Nationalt;7560;5874031;9.44;554354
2021-04-25;Nationalt;5267;5874031;9.53;559621
2021-04-26;Nationalt;7839;5874031;9.66;567460
2021-04-27;Nationalt;20804;5874031;10.0;588264
2021-04-28;Nationalt;20463;5874031;10.4;608727
2021-04-29;Nationalt;17857;5874031;10.7;626584
2021-04-30;Nationalt;3958;5874031;10.7;630542
2021-05-01;Nationalt;6111;5874031;10.8;636653
2021-05-02;Nationalt;13753;5874031;11.1;650406
2021-05-03;Nationalt;45548;5874031;11.8;695954
2021-05-04;Nationalt;24711;5874031;12.3;720665
2021-05-05;Nationalt;29179;5874031;12.8;749844
2021-05-06;Nationalt;25504;5874031;13.2;775348
2021-05-07;Nationalt;24538;5874031;13.6;799886
2021-05-08;Nationalt;30751;5874031;14.1;830637
2021-05-09;Nationalt;16660;5874031;14.4;847297
2021-05-10;Nationalt;36064;5874031;15.0;883361
2021-05-11;Nationalt;26212;5874031;15.5;909573
2021-05-12;Nationalt;26950;5874031;15.9;936523
2021-05-13;Nationalt;19667;5874031;16.3;956190
2021-05-14;Nationalt;30737;5874031;16.8;986927
2021-05-15;Nationalt;19403;5874031;17.1;1006330
2021-05-16;Nationalt;14059;5874031;17.4;1020389
2021-05-17;Nationalt;30098;5874031;17.9;1050487
2021-05-18;Nationalt;30734;5874031;18.4;1081221
2021-05-19;Nationalt;22605;5874031;18.8;1103826
2021-05-20;Nationalt;22321;5874031;19.2;1126147
2021-05-21;Nationalt;19250;5874031;19.5;1145397
2021-05-22;Nationalt;11887;5874031;19.7;1157284
2021-05-23;Nationalt;6196;5874031;19.8;1163480
2021-05-24;Nationalt;9721;5874031;20.0;1173201
2021-05-25;Nationalt;12888;5874031;20.2;1186089
2021-05-26;Nationalt;12143;5874031;20.4;1198232
2021-05-27;Nationalt;12415;5874031;20.6;1210647
2021-05-28;Nationalt;9744;5874031;20.8;1220391
2021-05-29;Nationalt;5250;5874031;20.9;1225641
