"Vaccinenavn";"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc."
AstraZeneca Covid-19 vaccine;Nordjylland;17008;77
AstraZeneca Covid-19 vaccine;Midtjylland;33974;184
AstraZeneca Covid-19 vaccine;Syddanmark;30783;447
AstraZeneca Covid-19 vaccine;Hovedstaden;46229;928
AstraZeneca Covid-19 vaccine;Sjælland;23986;440
Janssen COVID-19 vaccine;Nordjylland;3662;3662
Janssen COVID-19 vaccine;Midtjylland;9873;9873
Janssen COVID-19 vaccine;Syddanmark;7596;7596
Janssen COVID-19 vaccine;Hovedstaden;22744;22744
Janssen COVID-19 vaccine;Sjælland;2848;2848
Moderna Covid-19 Vaccine;Nordjylland;71206;69880
Moderna Covid-19 Vaccine;Midtjylland;126492;122849
Moderna Covid-19 Vaccine;Syddanmark;135400;160363
Moderna Covid-19 Vaccine;Hovedstaden;152354;147939
Moderna Covid-19 Vaccine;Sjælland;84610;104485
Pfizer BioNTech Covid-19 vacc;Nordjylland;389708;390326
Pfizer BioNTech Covid-19 vacc;Midtjylland;915297;907321
Pfizer BioNTech Covid-19 vacc;Syddanmark;816711;782071
Pfizer BioNTech Covid-19 vacc;Hovedstaden;1224772;1220850
Pfizer BioNTech Covid-19 vacc;Sjælland;560796;541554
