"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;0-2;K;4;0
Hovedstaden;0-2;M;0;0
Hovedstaden;3-5;K;503;0
Hovedstaden;3-5;M;503;2
Hovedstaden;6-11;K;8970;3
Hovedstaden;6-11;M;9494;3
Hovedstaden;12-15;K;29266;26550
Hovedstaden;12-15;M;31030;28175
Hovedstaden;16-19;K;34105;32910
Hovedstaden;16-19;M;34695;33350
Hovedstaden;20-39;K;228494;219225
Hovedstaden;20-39;M;219663;210785
Hovedstaden;40-64;K;270495;267163
Hovedstaden;40-64;M;265767;262354
Hovedstaden;65-79;K;126415;125934
Hovedstaden;65-79;M;109156;108777
Hovedstaden;80+;K;47888;47678
Hovedstaden;80+;M;29651;29552
Midtjylland;0-2;K;2;1
Midtjylland;0-2;M;1;0
Midtjylland;3-5;K;465;0
Midtjylland;3-5;M;468;0
Midtjylland;6-11;K;11336;0
Midtjylland;6-11;M;11941;0
Midtjylland;12-15;K;25255;23228
Midtjylland;12-15;M;26329;24228
Midtjylland;16-19;K;29341;28640
Midtjylland;16-19;M;30060;29124
Midtjylland;20-39;K;145758;140219
Midtjylland;20-39;M;148701;142882
Midtjylland;40-64;K;198511;196863
Midtjylland;40-64;M;197208;195374
Midtjylland;65-79;K;101668;101462
Midtjylland;65-79;M;96221;96012
Midtjylland;80+;K;36406;36292
Midtjylland;80+;M;25965;25902
Nordjylland;0-2;K;0;0
Nordjylland;0-2;M;0;0
Nordjylland;3-5;K;130;0
Nordjylland;3-5;M;145;0
Nordjylland;6-11;K;3587;0
Nordjylland;6-11;M;3790;1
Nordjylland;12-15;K;10401;9475
Nordjylland;12-15;M;11167;10198
Nordjylland;16-19;K;12202;11912
Nordjylland;16-19;M;12765;12342
Nordjylland;20-39;K;58316;55848
Nordjylland;20-39;M;63355;60478
Nordjylland;40-64;K;88199;87426
Nordjylland;40-64;M;88405;87493
Nordjylland;65-79;K;49688;49567
Nordjylland;65-79;M;47593;47469
Nordjylland;80+;K;18427;18373
Nordjylland;80+;M;13414;13363
Sjælland;0-2;K;0;0
Sjælland;0-2;M;0;0
Sjælland;3-5;K;176;1
Sjælland;3-5;M;190;1
Sjælland;6-11;K;4425;0
Sjælland;6-11;M;4770;2
Sjælland;12-15;K;15193;14131
Sjælland;12-15;M;16130;14891
Sjælland;16-19;K;17765;17244
Sjælland;16-19;M;18812;18151
Sjælland;20-39;K;66053;62919
Sjælland;20-39;M;68147;64888
Sjælland;40-64;K;135959;134531
Sjælland;40-64;M;133319;131786
Sjælland;65-79;K;76010;75803
Sjælland;65-79;M;70665;70483
Sjælland;80+;K;25990;25900
Sjælland;80+;M;18636;18596
Syddanmark;0-2;K;2;1
Syddanmark;0-2;M;0;0
Syddanmark;3-5;K;324;0
Syddanmark;3-5;M;355;0
Syddanmark;6-11;K;9476;4
Syddanmark;6-11;M;10180;7
Syddanmark;12-15;K;22425;20781
Syddanmark;12-15;M;23556;21802
Syddanmark;16-19;K;26530;25853
Syddanmark;16-19;M;27037;26176
Syddanmark;20-39;K;112442;107386
Syddanmark;20-39;M;117269;111985
Syddanmark;40-64;K;188419;186720
Syddanmark;40-64;M;187029;184957
Syddanmark;65-79;K;102142;101902
Syddanmark;65-79;M;96662;96425
Syddanmark;80+;K;39075;38961
Syddanmark;80+;M;27567;27517
