"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;8;0
Hovedstaden;0-9;M;5;1
Hovedstaden;10-19;K;64469;60992
Hovedstaden;10-19;M;66376;62466
Hovedstaden;20-29;K;116155;111809
Hovedstaden;20-29;M;109984;105341
Hovedstaden;30-39;K;105799;101440
Hovedstaden;30-39;M;104174;100708
Hovedstaden;40-49;K;110617;108693
Hovedstaden;40-49;M;107488;105700
Hovedstaden;50-59;K;112330;111269
Hovedstaden;50-59;M;111347;110308
Hovedstaden;60-69;K;88678;88251
Hovedstaden;60-69;M;84139;83701
Hovedstaden;70-79;K;82262;82021
Hovedstaden;70-79;M;68570;68385
Hovedstaden;80-89;K;36405;36279
Hovedstaden;80-89;M;24007;23928
Hovedstaden;90+;K;7679;7612
Hovedstaden;90+;M;2727;2711
Midtjylland;0-9;K;3;1
Midtjylland;0-9;M;4;0
Midtjylland;10-19;K;55472;52953
Midtjylland;10-19;M;56839;53997
Midtjylland;20-29;K;75900;73165
Midtjylland;20-29;M;77758;74483
Midtjylland;30-39;K;65086;62584
Midtjylland;30-39;M;66360;64159
Midtjylland;40-49;K;76765;75826
Midtjylland;40-49;M;75676;74601
Midtjylland;50-59;K;83924;83396
Midtjylland;50-59;M;84322;83758
Midtjylland;60-69;K;74232;73972
Midtjylland;60-69;M;72767;72531
Midtjylland;70-79;K;63984;63894
Midtjylland;70-79;M;59264;59169
Midtjylland;80-89;K;27841;27766
Midtjylland;80-89;M;21082;21033
Midtjylland;90+;K;5604;5573
Midtjylland;90+;M;2418;2409
Nordjylland;0-9;K;2;0
Nordjylland;0-9;M;0;0
Nordjylland;10-19;K;22937;21872
Nordjylland;10-19;M;24116;22932
Nordjylland;20-29;K;29782;28598
Nordjylland;20-29;M;33562;32130
Nordjylland;30-39;K;26526;25505
Nordjylland;30-39;M;27432;26462
Nordjylland;40-49;K;31942;31571
Nordjylland;40-49;M;31978;31551
Nordjylland;50-59;K;38176;37935
Nordjylland;50-59;M;38558;38289
Nordjylland;60-69;K;35722;35592
Nordjylland;60-69;M;35183;35072
Nordjylland;70-79;K;31702;31655
Nordjylland;70-79;M;29847;29799
Nordjylland;80-89;K;14121;14089
Nordjylland;80-89;M;10787;10758
Nordjylland;90+;K;2823;2809
Nordjylland;90+;M;1265;1257
Sjælland;0-9;K;1;1
Sjælland;0-9;M;2;1
Sjælland;10-19;K;33256;31596
Sjælland;10-19;M;35103;33235
Sjælland;20-29;K;28371;27025
Sjælland;20-29;M;31182;29674
Sjælland;30-39;K;35356;33743
Sjælland;30-39;M;34284;32866
Sjælland;40-49;K;49734;48961
Sjælland;40-49;M;47454;46622
Sjælland;50-59;K;59483;58980
Sjælland;50-59;M;59582;59132
Sjælland;60-69;K;52670;52443
Sjælland;60-69;M;51193;50979
Sjælland;70-79;K;49455;49347
Sjælland;70-79;M;45040;44945
Sjælland;80-89;K;20064;19995
Sjælland;80-89;M;15180;15152
Sjælland;90+;K;3675;3658
Sjælland;90+;M;1522;1512
Syddanmark;0-9;K;4;2
Syddanmark;0-9;M;3;1
Syddanmark;10-19;K;49848;47501
Syddanmark;10-19;M;51247;48556
Syddanmark;20-29;K;53837;51384
Syddanmark;20-29;M;58075;55392
Syddanmark;30-39;K;54385;51944
Syddanmark;30-39;M;54762;52599
Syddanmark;40-49;K;70065;68986
Syddanmark;40-49;M;68127;66929
Syddanmark;50-59;K;81315;80727
Syddanmark;50-59;M;82015;81359
Syddanmark;60-69;K;73374;73094
Syddanmark;60-69;M;72407;72141
Syddanmark;70-79;K;65300;65179
Syddanmark;70-79;M;60259;60127
Syddanmark;80-89;K;29918;29847
Syddanmark;80-89;M;22337;22295
Syddanmark;90+;K;5994;5950
Syddanmark;90+;M;2512;2505
