"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2021-11-16;København;K;244336;237933;21025;244011;237800;20333;325;133;692
2021-11-16;København;M;231682;225551;16918;231417;225438;16380;265;113;538
2021-11-16;Frederiksberg;K;43689;42808;4856;43650;42787;4610;39;21;246
2021-11-16;Frederiksberg;M;38115;37329;3495;38083;37318;3387;32;11;108
2021-11-16;Ballerup;K;18967;18565;2599;18953;18561;2530;14;4;69
2021-11-16;Ballerup;M;17551;17182;1570;17538;17177;1518;13;5;52
2021-11-16;Brøndby;K;12584;12240;1744;12566;12237;1708;18;3;36
2021-11-16;Brøndby;M;11628;11310;1060;11605;11309;1033;23;1;27
2021-11-16;Dragør;K;5888;5776;859;5874;5772;750;14;4;109
2021-11-16;Dragør;M;5469;5371;601;5466;5370;533;3;1;68
2021-11-16;Gentofte;K;30436;29871;4142;30413;29851;4034;23;20;108
2021-11-16;Gentofte;M;27187;26636;2577;27163;26632;2505;24;4;72
2021-11-16;Gladsaxe;K;26269;25757;3639;26250;25744;3521;19;13;118
2021-11-16;Gladsaxe;M;25223;24707;1960;25194;24696;1911;29;11;49
2021-11-16;Glostrup;K;8795;8609;1417;8787;8605;1391;8;4;26
2021-11-16;Glostrup;M;8380;8187;786;8370;8184;771;10;3;15
2021-11-16;Herlev;K;11026;10796;1708;11024;10795;1653;2;1;55
2021-11-16;Herlev;M;10101;9860;859;10094;9859;824;7;1;35
2021-11-16;Albertslund;K;9770;9469;1308;9766;9467;1284;4;2;24
2021-11-16;Albertslund;M;9335;8990;856;9325;8986;839;10;4;17
2021-11-16;Hvidovre;K;19860;19365;2693;19828;19357;2633;32;8;60
2021-11-16;Hvidovre;M;18766;18346;1580;18746;18338;1552;20;8;28
2021-11-16;Høje Tåstrup;K;18558;18072;2570;18539;18063;2518;19;9;52
2021-11-16;Høje Tåstrup;M;18150;17610;1688;18126;17606;1647;24;4;41
2021-11-16;Lyngby-Taarbæk;K;23131;22708;3156;23110;22703;3089;21;5;67
2021-11-16;Lyngby-Taarbæk;M;21861;21445;1878;21840;21440;1809;21;5;69
2021-11-16;Rødovre;K;15561;15217;2169;15547;15211;2120;14;6;49
2021-11-16;Rødovre;M;14306;13936;1145;14284;13929;1116;22;7;29
2021-11-16;Ishøj;K;7715;7439;974;7693;7430;887;22;9;87
2021-11-16;Ishøj;M;7382;7114;646;7354;7111;582;28;3;64
2021-11-16;Tårnby;K;16373;16064;2043;16362;16063;1997;11;1;46
2021-11-16;Tårnby;M;15453;15101;1205;15439;15098;1178;14;3;27
2021-11-16;Vallensbæk;K;5934;5772;919;5927;5768;892;7;4;27
2021-11-16;Vallensbæk;M;5748;5588;661;5741;5588;642;7;0;19
2021-11-16;Furesø;K;16347;16086;2571;16334;16085;2485;13;1;86
2021-11-16;Furesø;M;15185;14931;1558;15172;14920;1482;13;11;76
2021-11-16;Allerød;K;10508;10374;1540;10494;10366;1402;14;8;138
2021-11-16;Allerød;M;9916;9788;1014;9901;9785;924;15;3;90
2021-11-16;Fredensborg;K;16348;16066;2231;16335;16069;2150;13;-3;81
2021-11-16;Fredensborg;M;14948;14652;1355;14930;14653;1307;18;-1;48
2021-11-16;Helsingør;K;25451;24970;3239;25417;24958;3036;34;12;203
2021-11-16;Helsingør;M;23200;22738;2023;23163;22733;1891;37;5;132
2021-11-16;Hillerød;K;21140;20754;3107;21105;20743;2987;35;11;120
2021-11-16;Hillerød;M;19916;19546;1918;19887;19542;1837;29;4;81
2021-11-16;Hørsholm;K;10740;10567;1708;10724;10561;1659;16;6;49
2021-11-16;Hørsholm;M;9207;9053;1124;9189;9051;1087;18;2;37
2021-11-16;Rudersdal;K;23336;22943;3416;23315;22946;3298;21;-3;118
2021-11-16;Rudersdal;M;21727;21342;2284;21702;21339;2198;25;3;86
2021-11-16;Egedal;K;17558;17236;2114;17534;17232;2058;24;4;56
2021-11-16;Egedal;M;16881;16582;1253;16869;16582;1219;12;0;34
2021-11-16;Frederikssund;K;18692;18357;2613;18674;18354;2543;18;3;70
2021-11-16;Frederikssund;M;17691;17358;1628;17672;17359;1573;19;-1;55
2021-11-16;Greve;K;19526;19118;2377;19500;19111;2308;26;7;69
2021-11-16;Greve;M;18479;18083;1594;18452;18080;1537;27;3;57
2021-11-16;Køge;K;24220;23717;3473;24191;23704;3374;29;13;99
2021-11-16;Køge;M;23203;22723;2213;23175;22717;2158;28;6;55
2021-11-16;Halsnæs;K;12583;12359;1911;12568;12356;1871;15;3;40
2021-11-16;Halsnæs;M;12073;11840;1262;12066;11842;1233;7;-2;29
2021-11-16;Roskilde;K;36248;35613;5438;36214;35601;5291;34;12;147
2021-11-16;Roskilde;M;33960;33298;3539;33908;33282;3446;52;16;93
2021-11-16;Solrød;K;9346;9159;1186;9335;9154;1165;11;5;21
2021-11-16;Solrød;M;8773;8605;839;8766;8600;823;7;5;16
2021-11-16;Gribskov;K;16381;16068;2343;16348;16062;2252;33;6;91
2021-11-16;Gribskov;M;15961;15663;1537;15939;15662;1485;22;1;52
2021-11-16;Odsherred;K;13282;13077;1892;13279;13078;1849;3;-1;43
2021-11-16;Odsherred;M;13077;12846;1381;13067;12844;1341;10;2;40
2021-11-16;Holbæk;K;29003;28400;4475;28989;28397;4366;14;3;109
2021-11-16;Holbæk;M;27866;27307;2789;27847;27304;2715;19;3;74
2021-11-16;Faxe;K;14274;14006;1718;14268;14002;1684;6;4;34
2021-11-16;Faxe;M;14243;13952;1209;14236;13950;1173;7;2;36
2021-11-16;Kalundborg;K;18907;18572;2525;18886;18568;2378;21;4;147
2021-11-16;Kalundborg;M;18660;18263;1802;18644;18263;1684;16;0;118
2021-11-16;Ringsted;K;13272;13041;1417;13264;13041;1403;8;0;14
2021-11-16;Ringsted;M;12904;12656;854;12901;12655;850;3;1;4
2021-11-16;Slagelse;K;31025;30376;5028;30997;30368;4875;28;8;153
2021-11-16;Slagelse;M;29841;29205;3226;29824;29192;3121;17;13;105
2021-11-16;Stevns;K;9131;9012;1226;9126;9008;1205;5;4;21
2021-11-16;Stevns;M;9154;8979;851;9143;8976;841;11;3;10
2021-11-16;Sorø;K;11901;11695;1720;11886;11697;1621;15;-2;99
2021-11-16;Sorø;M;11571;11361;1160;11564;11361;1085;7;0;75
2021-11-16;Lejre;K;11232;11005;1582;11230;11007;1559;2;-2;23
2021-11-16;Lejre;M;10941;10765;1130;10937;10765;1106;4;0;24
