"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-9;K;59639;46350;297963;20.0;15.6
0-9;M;63652;49561;314676;20.2;15.7
10-19;K;265320;255161;329586;80.5;77.4
10-19;M;276637;265435;345980;80.0;76.7
20-29;K;322935;317074;383711;84.2;82.6
20-29;M;328504;320968;399561;82.2;80.3
30-39;K;301657;296451;351466;85.8;84.3
30-39;M;301349;295877;365595;82.4;80.9
40-49;K;336855;334345;366947;91.8;91.1
40-49;M;328435;325743;367384;89.4;88.7
50-59;K;377961;376363;401251;94.2;93.8
50-59;M;379456;377853;405126;93.7;93.3
60-69;K;329276;328485;342825;96.0;95.8
60-69;M;319805;318984;332699;96.1;95.9
70-79;K;298071;297626;305876;97.4;97.3
70-79;M;269139;268784;275768;97.6;97.5
80-89;K;138327;138076;142116;97.3;97.2
80-89;M;103246;103103;105532;97.8;97.7
90+;K;30541;30414;31810;96.0;95.6
90+;M;13046;13012;13411;97.3;97.0
