"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;00-02;K;2;0
Hovedstaden;00-02;M;0;0
Hovedstaden;03-05;K;2810;1875
Hovedstaden;03-05;M;3019;2031
Hovedstaden;06-11;K;26475;20720
Hovedstaden;06-11;M;27759;21756
Hovedstaden;12-15;K;34340;33309
Hovedstaden;12-15;M;36305;35143
Hovedstaden;16-19;K;36084;35488
Hovedstaden;16-19;M;36242;35486
Hovedstaden;20-39;K;233820;229500
Hovedstaden;20-39;M;224430;219664
Hovedstaden;40-64;K;272488;270709
Hovedstaden;40-64;M;267757;265947
Hovedstaden;65-79;K;124422;124132
Hovedstaden;65-79;M;106483;106252
Hovedstaden;80+;K;42888;42754
Hovedstaden;80+;M;25836;25775
Midtjylland;00-02;K;3;1
Midtjylland;00-02;M;1;0
Midtjylland;03-05;K;2378;1695
Midtjylland;03-05;M;2629;1869
Midtjylland;06-11;K;23759;19829
Midtjylland;06-11;M;25058;20933
Midtjylland;12-15;K;29458;28852
Midtjylland;12-15;M;30641;29958
Midtjylland;16-19;K;30468;30192
Midtjylland;16-19;M;30834;30459
Midtjylland;20-39;K;148287;146099
Midtjylland;20-39;M;150893;148252
Midtjylland;40-64;K;200543;199776
Midtjylland;40-64;M;199519;198694
Midtjylland;65-79;K;99946;99832
Midtjylland;65-79;M;94087;93972
Midtjylland;80+;K;32438;32368
Midtjylland;80+;M;22667;22631
Nordjylland;00-02;K;0;0
Nordjylland;00-02;M;0;0
Nordjylland;03-05;K;961;690
Nordjylland;03-05;M;1031;730
Nordjylland;06-11;K;9628;8005
Nordjylland;06-11;M;10016;8255
Nordjylland;12-15;K;12261;11960
Nordjylland;12-15;M;13066;12739
Nordjylland;16-19;K;12656;12542
Nordjylland;16-19;M;13132;12928
Nordjylland;20-39;K;59523;58510
Nordjylland;20-39;M;64193;62827
Nordjylland;40-64;K;89380;89004
Nordjylland;40-64;M;89711;89294
Nordjylland;65-79;K;48942;48860
Nordjylland;65-79;M;46772;46704
Nordjylland;80+;K;16433;16407
Nordjylland;80+;M;11662;11641
Sjælland;00-02;K;0;0
Sjælland;00-02;M;0;0
Sjælland;03-05;K;1216;870
Sjælland;03-05;M;1346;971
Sjælland;06-11;K;12192;10111
Sjælland;06-11;M;13005;10809
Sjælland;12-15;K;17820;17456
Sjælland;12-15;M;18761;18351
Sjælland;16-19;K;17864;17654
Sjælland;16-19;M;19150;18821
Sjælland;20-39;K;67782;66325
Sjælland;20-39;M;69339;67716
Sjælland;40-64;K;137924;137188
Sjælland;40-64;M;135454;134768
Sjælland;65-79;K;74935;74815
Sjælland;65-79;M;69383;69267
Sjælland;80+;K;23076;23011
Sjælland;80+;M;16075;16054
Syddanmark;00-02;K;2;1
Syddanmark;00-02;M;0;0
Syddanmark;03-05;K;1938;1456
Syddanmark;03-05;M;2086;1568
Syddanmark;06-11;K;20133;17026
Syddanmark;06-11;M;21398;18209
Syddanmark;12-15;K;26211;25624
Syddanmark;12-15;M;27392;26759
Syddanmark;16-19;K;27419;27132
Syddanmark;16-19;M;27860;27415
Syddanmark;20-39;K;114884;112828
Syddanmark;20-39;M;119289;116798
Syddanmark;40-64;K;191071;190216
Syddanmark;40-64;M;190091;189136
Syddanmark;65-79;K;100831;100702
Syddanmark;65-79;M;94908;94781
Syddanmark;80+;K;34891;34821
Syddanmark;80+;M;23989;23957
