"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
København;508158;497499;350440;78.6;77.0;54.2;646492
Frederiksberg;86758;85192;63901;83.6;82.1;61.6;103760
Ballerup;39056;38244;28865;79.2;77.5;58.5;49323
Brøndby;25879;25169;18200;72.3;70.3;50.8;35793
Dragør;12244;11968;9152;84.0;82.1;62.8;14580
Gentofte;62213;61026;45994;83.8;82.2;61.9;74266
Gladsaxe;55469;54270;39703;80.1;78.4;57.3;69250
Glostrup;18255;17860;13084;77.8;76.1;55.7;23474
Herlev;22612;22063;16320;78.6;76.7;56.7;28767
Albertslund;20610;20007;14032;74.7;72.5;50.9;27592
Hvidovre;41497;40452;29283;78.0;76.0;55.0;53205
Høje Tåstrup;39879;38920;27873;74.7;72.9;52.2;53391
Lyngby-Taarbæk;48599;47568;35861;84.0;82.2;62.0;57884
Rødovre;32141;31370;22837;77.5;75.7;55.1;41454
Ishøj;16200;15713;10690;69.7;67.6;46.0;23256
Tårnby;34243;33539;24880;80.2;78.5;58.2;42718
Vallensbæk;12524;12222;8782;76.0;74.1;53.3;16485
Furesø;34224;33533;25480;82.6;81.0;61.5;41422
Allerød;21995;21624;16679;85.1;83.7;64.5;25848
Fredensborg;33566;32972;25199;81.4;79.9;61.1;41244
Helsingør;51699;50797;39534;82.2;80.8;62.9;62869
Hillerød;44076;43316;33031;82.7;81.2;62.0;53316
Hørsholm;21098;20763;16340;85.3;84.0;66.1;24729
Rudersdal;48415;47528;36580;84.6;83.0;63.9;57244
Egedal;36970;36350;27218;83.1;81.7;61.2;44486
Frederikssund;38517;37872;29406;84.0;82.6;64.1;45840
Greve;40775;40010;29960;80.1;78.6;58.9;50878
Køge;50461;49522;37609;81.8;80.3;61.0;61690
Halsnæs;26022;25531;20134;83.0;81.4;64.2;31370
Roskilde;75074;73841;56227;83.8;82.4;62.8;89568
Solrød;19477;19134;14362;81.8;80.4;60.3;23813
Gribskov;34201;33657;26658;83.0;81.7;64.7;41212
Odsherred;27642;27278;21944;84.2;83.1;66.8;32829
Holbæk;60744;59800;45675;83.2;82.0;62.6;72967
Faxe;30443;29928;23080;81.9;80.6;62.1;37149
Kalundborg;39786;39175;30549;82.3;81.0;63.2;48360
Ringsted;28243;27772;21021;80.1;78.8;59.6;35250
Slagelse;65043;63910;49180;81.6;80.2;61.7;79703
Stevns;19515;19196;15083;82.8;81.4;64.0;23568
Sorø;25165;24813;19133;83.9;82.7;63.8;29991
Lejre;23725;23373;18021;83.0;81.8;63.1;28582
Lolland;32783;32309;25582;82.0;80.8;64.0;39999
Næstved;69322;68271;52444;82.5;81.3;62.4;83995
Guldborgsund;49705;49033;38575;82.5;81.4;64.0;60266
Vordingborg;37419;36822;28952;82.7;81.3;64.0;45269
