"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,37265,19073,6.3,3.2,590441
Midtjylland,84583,40791,6.3,3.1,1332608
Syddanmark,78783,38836,6.4,3.2,1223573
Hovedstaden,103158,57632,5.6,3.1,1855670
Sjælland,58369,24107,7.0,2.9,838886
