"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,26170,16412,4.1,2.6,638619
Frederiksberg,5831,3357,5.6,3.2,103495
Ballerup,2798,1303,5.7,2.7,49161
Brøndby,2161,994,6.1,2.8,35316
Dragør,961,431,6.6,3.0,14564
Gentofte,4546,2719,6.1,3.7,74446
Gladsaxe,4092,2394,5.9,3.5,69252
Glostrup,1893,1059,8.1,4.5,23436
Herlev,1917,1070,6.7,3.7,28826
Albertslund,1749,966,6.4,3.5,27298
Hvidovre,3500,2076,6.6,3.9,53383
Høje Tåstrup,3287,1758,6.3,3.4,52026
Lyngby-Taarbæk,3864,1871,6.8,3.3,56735
Rødovre,2369,1129,5.8,2.7,41172
Ishøj,1263,653,5.5,2.8,23084
Tårnby,2397,1300,5.6,3.0,42703
Vallensbæk,1057,537,6.4,3.2,16528
Furesø,2761,1417,6.7,3.5,40960
Allerød,1564,804,6.0,3.1,25861
Fredensborg,2658,1463,6.5,3.6,41003
Helsingør,4237,2209,6.7,3.5,63026
Hillerød,3761,2201,7.3,4.3,51709
Hørsholm,1853,966,7.5,3.9,24861
Rudersdal,3904,1957,6.9,3.4,56978
Egedal,2162,1161,4.9,2.7,43701
Frederikssund,3020,1435,6.6,3.2,45491
Greve,2909,1415,5.8,2.8,50560
Køge,4045,1812,6.6,2.9,61480
Halsnæs,1959,1035,6.2,3.3,31378
Roskilde,6196,2802,7.0,3.2,88769
Solrød,1384,666,5.9,2.8,23446
Gribskov,2812,1493,6.9,3.6,40926
Odsherred,2444,892,7.4,2.7,32900
Holbæk,5215,2209,7.2,3.1,71964
Faxe,2294,955,6.2,2.6,36723
Kalundborg,3251,1062,6.7,2.2,48419
Ringsted,2185,919,6.3,2.6,34862
Slagelse,5996,2315,7.6,2.9,79193
Stevns,1498,590,6.5,2.6,23112
Sorø,2106,869,7.0,2.9,30015
Lejre,1887,803,6.7,2.8,28253
Lolland,3035,1084,7.5,2.7,40434
Næstved,5881,2585,7.1,3.1,83237
Guldborgsund,4960,1928,8.2,3.2,60270
Vordingborg,3083,1201,6.8,2.7,45249
Bornholm,2612,1462,6.6,3.7,39732
Middelfart,2944,1473,7.5,3.8,39197
Assens,2410,988,5.9,2.4,40851
Faaborg-Midtfyn,3372,1329,6.5,2.6,51610
Kerteminde,1501,718,6.3,3.0,23869
Nyborg,2093,767,6.6,2.4,31937
Odense,12482,6238,6.1,3.0,205099
Svendborg,5359,2690,9.1,4.6,58725
Nordfyn,1676,782,5.7,2.6,29542
Langeland,1023,436,8.3,3.5,12343
Ærø,562,279,9.4,4.7,5966
Haderslev,3203,1805,5.8,3.3,55327
Billund,1486,750,5.6,2.8,26542
Sønderborg,4381,2443,5.9,3.3,73809
Tønder,2284,1248,6.2,3.4,37045
Esbjerg,8672,3745,7.5,3.2,115566
Fanø,248,122,7.2,3.5,3446
Varde,3639,1434,7.3,2.9,49661
Vejen,2839,1295,6.6,3.0,42737
Aabenraa,3218,1709,5.5,2.9,58543
Fredericia,3240,1853,6.3,3.6,51350
Horsens,5716,2625,6.2,2.8,92480
Kolding,5339,2916,5.7,3.1,93112
Vejle,6812,3816,5.8,3.3,117296
Herning,5775,3092,6.5,3.5,89248
Holstebro,3903,1850,6.6,3.2,58701
Lemvig,1230,700,6.3,3.6,19589
Struer,1489,651,7.2,3.1,20807
Syddjurs,2855,1284,6.6,3.0,43200
Norddjurs,2818,1435,7.6,3.9,36936
Favrskov,2818,1416,5.8,2.9,48415
Odder,1714,854,7.5,3.7,22981
Randers,6609,3408,6.7,3.5,98275
Silkeborg,6114,3042,6.4,3.2,95768
Samsø,479,444,13.0,12.0,3686
Skanderborg,3359,1599,5.3,2.5,63454
Århus,20892,8950,5.9,2.5,352580
Ikast-Brande,2228,1125,5.4,2.7,41541
Ringkøbing-Skjern,3664,1848,6.5,3.3,56133
Hedensted,3013,1351,6.4,2.9,46770
Morsø,1752,1028,8.7,5.1,20056
Skive,3122,1603,6.9,3.5,45428
Thisted,2662,1374,6.2,3.2,43130
Viborg,6785,3514,7.0,3.6,96616
Brønderslev,2327,1233,6.4,3.4,36127
Frederikshavn,3889,1983,6.6,3.4,58995
Vesthimmerland,2443,1182,6.7,3.3,36365
Læsø,199,107,11.2,6.0,1771
Rebild,1816,931,5.9,3.1,30522
Mariagerfjord,2741,1151,6.6,2.8,41563
Jammerbugt,2129,1119,5.6,2.9,38103
Aalborg,12905,6802,5.9,3.1,219687
Hjørring,4402,2163,6.9,3.4,64122
