"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,4116,0
AstraZeneca Covid-19 vaccine,Midtjylland,12759,0
AstraZeneca Covid-19 vaccine,Syddanmark,13886,0
AstraZeneca Covid-19 vaccine,Hovedstaden,9782,0
AstraZeneca Covid-19 vaccine,Sjælland,12630,0
Moderna Covid-19 Vaccine,Nordjylland,3232,1
Moderna Covid-19 Vaccine,Midtjylland,1955,224
Moderna Covid-19 Vaccine,Syddanmark,4367,2344
Moderna Covid-19 Vaccine,Hovedstaden,2182,3
Moderna Covid-19 Vaccine,Sjælland,1202,3
Pfizer BioNTech Covid-19 vacc,Nordjylland,29917,19072
Pfizer BioNTech Covid-19 vacc,Midtjylland,69869,40567
Pfizer BioNTech Covid-19 vacc,Syddanmark,60530,36492
Pfizer BioNTech Covid-19 vacc,Hovedstaden,91194,57629
Pfizer BioNTech Covid-19 vacc,Sjælland,44537,24104
