"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,26170,16412,638619
Frederiksberg,5831,3357,103495
Ballerup,2798,1303,49161
Brøndby,2161,994,35316
Dragør,961,431,14564
Gentofte,4546,2719,74446
Gladsaxe,4092,2394,69252
Glostrup,1893,1059,23436
Herlev,1917,1070,28826
Albertslund,1749,966,27298
Hvidovre,3500,2076,53383
Høje-Taastrup,3287,1758,52026
Lyngby-Taarbæk,3864,1871,56735
Rødovre,2369,1129,41172
Ishøj,1263,653,23084
Tårnby,2397,1300,42703
Vallensbæk,1057,537,16528
Furesø,2761,1417,40960
Allerød,1564,804,25861
Fredensborg,2658,1463,41003
Helsingør,4237,2209,63026
Hillerød,3761,2201,51709
Hørsholm,1853,966,24861
Rudersdal,3904,1957,56978
Egedal,2162,1161,43701
Frederikssund,3020,1435,45491
Greve,2909,1415,50560
Køge,4045,1812,61480
Frederiksværk-Hundested,1959,1035,31378
Roskilde,6196,2802,88769
Solrød,1384,666,23446
Gribskov,2812,1493,40926
Odsherred,2444,892,32900
Holbæk,5215,2209,71964
Faxe,2294,955,36723
Kalundborg,3251,1062,48419
Ringsted,2185,919,34862
Slagelse,5996,2315,79193
Stevns,1498,590,23112
Sorø,2106,869,30015
Lejre,1887,803,28253
Lolland,3035,1084,40434
Næstved,5881,2585,83237
Guldborgsund,4960,1928,60270
Vordingborg,3083,1201,45249
Bornholm,2612,1462,39732
Middelfart,2944,1473,39197
Assens,2410,988,40851
Faaborg-Midtfyn,3372,1329,51610
Kerteminde,1501,718,23869
Nyborg,2093,767,31937
Odense,12482,6238,205099
Svendborg,5359,2690,58725
Nordfyns,1676,782,29542
Langeland,1023,436,12343
Ærø,562,279,5966
Haderslev,3203,1805,55327
Billund,1486,750,26542
Sønderborg,4381,2443,73809
Tønder,2284,1248,37045
Esbjerg,8672,3745,115566
Fanø,248,122,3446
Varde,3639,1434,49661
Vejen,2839,1295,42737
Aabenraa,3218,1709,58543
Fredericia,3240,1853,51350
Horsens,5716,2625,92480
Kolding,5339,2916,93112
Vejle,6812,3816,117296
Herning,5775,3092,89248
Holstebro,3903,1850,58701
Lemvig,1230,700,19589
Struer,1489,651,20807
Syddjurs,2855,1284,43200
Norddjurs,2818,1435,36936
Favrskov,2818,1416,48415
Odder,1714,854,22981
Randers,6609,3408,98275
Silkeborg,6114,3042,95768
Samsø,479,444,3686
Skanderborg,3359,1599,63454
Århus,20892,8950,352580
Ikast-Brande,2228,1125,41541
Ringkøbing-Skjern,3664,1848,56133
Hedensted,3013,1351,46770
Morsø,1752,1028,20056
Skive,3122,1603,45428
Thisted,2662,1374,43130
Viborg,6785,3514,96616
Brønderslev-Dronninglund,2327,1233,36127
Frederikshavn,3889,1983,58995
Vesthimmerlands,2443,1182,36365
Læsø,199,107,1771
Rebild,1816,931,30522
Mariagerfjord,2741,1151,41563
Jammerbugt,2129,1119,38103
Ålborg,12905,6802,219687
Hjørring,4402,2163,64122
