"Regionsnavn","Aldersgruppe","sex","Antal første vacc.","Antal faerdigvacc."
Hovedstaden,0-9,K,1,0
Hovedstaden,0-9,M,0,0
Hovedstaden,10-19,K,232,126
Hovedstaden,10-19,M,100,54
Hovedstaden,20-29,K,5493,3451
Hovedstaden,20-29,M,1829,1115
Hovedstaden,30-39,K,6974,4880
Hovedstaden,30-39,M,3004,2098
Hovedstaden,40-49,K,9592,6781
Hovedstaden,40-49,M,3225,2132
Hovedstaden,50-59,K,11171,7722
Hovedstaden,50-59,M,4241,2667
Hovedstaden,60-69,K,8409,5832
Hovedstaden,60-69,M,4964,3259
Hovedstaden,70-79,K,5941,3627
Hovedstaden,70-79,M,5580,3518
Hovedstaden,80-89,K,14221,4379
Hovedstaden,80-89,M,8796,2386
Hovedstaden,90+,K,6879,2829
Hovedstaden,90+,M,2506,776
Midtjylland,0-9,K,0,0
Midtjylland,0-9,M,0,0
Midtjylland,10-19,K,365,181
Midtjylland,10-19,M,78,31
Midtjylland,20-29,K,5076,2023
Midtjylland,20-29,M,1236,428
Midtjylland,30-39,K,5868,3160
Midtjylland,30-39,M,1644,813
Midtjylland,40-49,K,7955,4411
Midtjylland,40-49,M,1870,874
Midtjylland,50-59,K,9589,5405
Midtjylland,50-59,M,2054,978
Midtjylland,60-69,K,6762,3922
Midtjylland,60-69,M,2968,1674
Midtjylland,70-79,K,3725,2685
Midtjylland,70-79,M,3597,2289
Midtjylland,80-89,K,13860,5067
Midtjylland,80-89,M,9410,2541
Midtjylland,90+,K,5957,3289
Midtjylland,90+,M,2569,1020
Nordjylland,0-9,K,0,0
Nordjylland,0-9,M,0,0
Nordjylland,10-19,K,130,65
Nordjylland,10-19,M,26,13
Nordjylland,20-29,K,1843,966
Nordjylland,20-29,M,504,261
Nordjylland,30-39,K,2181,1351
Nordjylland,30-39,M,559,297
Nordjylland,40-49,K,2988,1937
Nordjylland,40-49,M,701,338
Nordjylland,50-59,K,3996,2704
Nordjylland,50-59,M,761,373
Nordjylland,60-69,K,2438,1732
Nordjylland,60-69,M,943,610
Nordjylland,70-79,K,1934,1229
Nordjylland,70-79,M,1725,993
Nordjylland,80-89,K,7052,2573
Nordjylland,80-89,M,4878,1335
Nordjylland,90+,K,3169,1758
Nordjylland,90+,M,1437,538
Sjælland,0-9,K,0,0
Sjælland,0-9,M,0,0
Sjælland,10-19,K,198,52
Sjælland,10-19,M,70,18
Sjælland,20-29,K,2182,936
Sjælland,20-29,M,640,284
Sjælland,30-39,K,3654,1722
Sjælland,30-39,M,1004,505
Sjælland,40-49,K,6259,3084
Sjælland,40-49,M,1437,652
Sjælland,50-59,K,7567,3555
Sjælland,50-59,M,1845,831
Sjælland,60-69,K,5003,2399
Sjælland,60-69,M,2441,1056
Sjælland,70-79,K,3029,1553
Sjælland,70-79,M,2968,1357
Sjælland,80-89,K,8852,2620
Sjælland,80-89,M,6029,1357
Sjælland,90+,K,3678,1680
Sjælland,90+,M,1513,446
Syddanmark,0-9,K,1,0
Syddanmark,0-9,M,0,0
Syddanmark,10-19,K,330,117
Syddanmark,10-19,M,68,30
Syddanmark,20-29,K,3792,1562
Syddanmark,20-29,M,933,446
Syddanmark,30-39,K,5234,2811
Syddanmark,30-39,M,1431,810
Syddanmark,40-49,K,7699,4142
Syddanmark,40-49,M,1791,989
Syddanmark,50-59,K,9384,5046
Syddanmark,50-59,M,2015,1074
Syddanmark,60-69,K,6077,3503
Syddanmark,60-69,M,2667,1677
Syddanmark,70-79,K,3973,2813
Syddanmark,70-79,M,3809,2661
Syddanmark,80-89,K,12699,4792
Syddanmark,80-89,M,8558,2517
Syddanmark,90+,K,5875,2956
Syddanmark,90+,M,2447,890
