"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference"
2021-07-19;København;K;205266;115921;204004;112327;1262;3594
2021-07-19;København;M;199272;109090;198033;105806;1239;3284
2021-07-19;Frederiksberg;K;37994;24908;37835;24324;159;584
2021-07-19;Frederiksberg;M;33777;20931;33614;20445;163;486
2021-07-19;Ballerup;K;17055;12808;17025;12623;30;185
2021-07-19;Ballerup;M;15662;10829;15629;10602;33;227
2021-07-19;Brøndby;K;11183;8704;11159;8597;24;107
2021-07-19;Brøndby;M;10299;7430;10268;7315;31;115
2021-07-19;Dragør;K;5264;4245;5249;4153;15;92
2021-07-19;Dragør;M;4908;3808;4898;3733;10;75
2021-07-19;Gentofte;K;27273;20980;27213;20624;60;356
2021-07-19;Gentofte;M;24498;17971;24431;17611;67;360
2021-07-19;Gladsaxe;K;23189;16790;23133;16464;56;326
2021-07-19;Gladsaxe;M;22218;14550;22129;14217;89;333
2021-07-19;Glostrup;K;7866;5860;7843;5759;23;101
2021-07-19;Glostrup;M;7439;4995;7418;4888;21;107
2021-07-19;Herlev;K;9829;7406;9807;7270;22;136
2021-07-19;Herlev;M;8965;6125;8935;5966;30;159
2021-07-19;Albertslund;K;8531;6461;8514;6383;17;78
2021-07-19;Albertslund;M;8028;5597;8005;5493;23;104
2021-07-19;Hvidovre;K;17526;13044;17472;12791;54;253
2021-07-19;Hvidovre;M;16553;11238;16494;10985;59;253
2021-07-19;Høje Tåstrup;K;16152;12105;16118;11960;34;145
2021-07-19;Høje Tåstrup;M;15745;10922;15709;10749;36;173
2021-07-19;Lyngby-Taarbæk;K;20667;15120;20630;14863;37;257
2021-07-19;Lyngby-Taarbæk;M;19489;12867;19428;12609;61;258
2021-07-19;Rødovre;K;13700;10061;13667;9872;33;189
2021-07-19;Rødovre;M;12585;8429;12544;8206;41;223
2021-07-19;Ishøj;K;6568;5011;6558;4944;10;67
2021-07-19;Ishøj;M;6286;4474;6279;4400;7;74
2021-07-19;Tårnby;K;14503;10996;14459;10727;44;269
2021-07-19;Tårnby;M;13583;9623;13506;9394;77;229
2021-07-19;Vallensbæk;K;5203;3955;5197;3904;6;51
2021-07-19;Vallensbæk;M;5040;3634;5027;3569;13;65
2021-07-19;Furesø;K;14587;11275;14562;11104;25;171
2021-07-19;Furesø;M;13581;9854;13561;9663;20;191
2021-07-19;Allerød;K;9460;7312;9443;7139;17;173
2021-07-19;Allerød;M;8993;6504;8971;6352;22;152
2021-07-19;Fredensborg;K;14692;11334;14670;11195;22;139
2021-07-19;Fredensborg;M;13410;9816;13384;9703;26;113
2021-07-19;Helsingør;K;23033;17697;23015;17616;18;81
2021-07-19;Helsingør;M;21009;14981;20994;14907;15;74
2021-07-19;Hillerød;K;18831;14222;18781;13937;50;285
2021-07-19;Hillerød;M;17794;12347;17752;12091;42;256
2021-07-19;Hørsholm;K;9780;7820;9769;7744;11;76
2021-07-19;Hørsholm;M;8414;6443;8413;6355;1;88
2021-07-19;Rudersdal;K;20955;15954;20930;15757;25;197
2021-07-19;Rudersdal;M;19695;14135;19665;13917;30;218
2021-07-19;Egedal;K;15581;11761;15532;11559;49;202
2021-07-19;Egedal;M;15104;10734;15057;10492;47;242
2021-07-19;Frederikssund;K;16947;13415;16919;13282;28;133
2021-07-19;Frederikssund;M;16013;11970;15979;11815;34;155
2021-07-19;Greve;K;17109;12322;17093;12129;16;193
2021-07-19;Greve;M;16206;10780;16178;10583;28;197
2021-07-19;Køge;K;21518;15266;21320;15135;198;131
2021-07-19;Køge;M;20589;13415;20288;13299;301;116
2021-07-19;Halsnæs;K;11521;9250;11504;9129;17;121
2021-07-19;Halsnæs;M;11012;8287;10985;8169;27;118
2021-07-19;Roskilde;K;31835;22651;31714;22390;121;261
2021-07-19;Roskilde;M;29671;19394;29570;19158;101;236
2021-07-19;Solrød;K;8249;5700;8225;5635;24;65
2021-07-19;Solrød;M;7836;5005;7814;4925;22;80
2021-07-19;Gribskov;K;15057;12222;15040;12079;17;143
2021-07-19;Gribskov;M;14630;11286;14601;11117;29;169
2021-07-19;Odsherred;K;12281;9859;12271;9792;10;67
2021-07-19;Odsherred;M;11922;9033;11905;8953;17;80
2021-07-19;Holbæk;K;25905;19528;25864;19306;41;222
2021-07-19;Holbæk;M;24613;17226;24556;16989;57;237
2021-07-19;Faxe;K;12878;9296;12848;9265;30;31
2021-07-19;Faxe;M;12807;8488;12765;8466;42;22
2021-07-19;Kalundborg;K;17051;12904;17034;12874;17;30
2021-07-19;Kalundborg;M;16549;11842;16523;11797;26;45
2021-07-19;Ringsted;K;11785;8007;11763;7965;22;42
2021-07-19;Ringsted;M;11382;7114;11346;7071;36;43
2021-07-19;Slagelse;K;27699;21010;27526;21000;173;10
2021-07-19;Slagelse;M;26307;18365;26078;18354;229;11
2021-07-19;Stevns;K;8265;6032;8251;6000;14;32
2021-07-19;Stevns;M;8208;5555;8189;5521;19;34
2021-07-19;Sorø;K;10643;8068;10628;8051;15;17
2021-07-19;Sorø;M;10240;7275;10224;7249;16;26
2021-07-19;Lejre;K;10081;7470;10057;7385;24;85
2021-07-19;Lejre;M;9869;6893;9849;6822;20;71
2021-07-19;Lolland;K;14389;11498;14389;11466;0;32
2021-07-19;Lolland;M;14023;10624;14020;10569;3;55
2021-07-19;Næstved;K;29424;21514;29328;21445;96;69
2021-07-19;Næstved;M;27755;18712;27629;18631;126;81
2021-07-19;Guldborgsund;K;21779;17648;21767;17595;12;53
2021-07-19;Guldborgsund;M;20992;16010;20979;15941;13;69
2021-07-19;Vordingborg;K;16418;12672;16408;12632;10;40
2021-07-19;Vordingborg;M;15782;11368;15768;11315;14;53
2021-07-19;Bornholm;K;14899;13007;14843;12894;56;113
2021-07-19;Bornholm;M;14102;11881;14022;11733;80;148
2021-07-19;Middelfart;K;14105;10015;14045;9935;60;80
2021-07-19;Middelfart;M;13797;9029;13730;8937;67;92
2021-07-19;Assens;K;14221;10476;14199;10395;22;81
2021-07-19;Assens;M;13673;9422;13647;9354;26;68
2021-07-19;Faaborg-Midtfyn;K;18324;13245;18241;13142;83;103
2021-07-19;Faaborg-Midtfyn;M;17783;11933;17698;11832;85;101
2021-07-19;Kerteminde;K;8692;6457;8682;6410;10;47
2021-07-19;Kerteminde;M;8126;5600;8116;5559;10;41
2021-07-19;Nyborg;K;11538;8116;11507;8063;31;53
2021-07-19;Nyborg;M;10804;7046;10763;6986;41;60
2021-07-19;Odense;K;68760;44989;68307;44646;453;343
2021-07-19;Odense;M;64064;38057;63524;37722;540;335
2021-07-19;Svendborg;K;21319;15443;21175;15271;144;172
2021-07-19;Svendborg;M;20300;13383;20129;13183;171;200
2021-07-19;Nordfyn;K;10124;7381;10119;7338;5;43
2021-07-19;Nordfyn;M;9772;6817;9767;6763;5;54
2021-07-19;Langeland;K;4654;3696;4641;3672;13;24
2021-07-19;Langeland;M;4498;3324;4481;3305;17;19
2021-07-19;Ærø;K;2313;1885;2313;1883;0;2
2021-07-19;Ærø;M;2223;1638;2221;1637;2;1
2021-07-19;Haderslev;K;18676;11659;18598;11502;78;157
2021-07-19;Haderslev;M;17944;10098;17843;9904;101;194
2021-07-19;Billund;K;8910;6148;8889;6083;21;65
2021-07-19;Billund;M;8863;5671;8835;5577;28;94
2021-07-19;Sønderborg;K;26207;18167;26150;17750;57;417
2021-07-19;Sønderborg;M;25232;15923;25172;15435;60;488
2021-07-19;Tønder;K;12395;7989;12347;7874;48;115
2021-07-19;Tønder;M;11853;7054;11784;6944;69;110
2021-07-19;Esbjerg;K;38025;29911;37886;29487;139;424
2021-07-19;Esbjerg;M;36001;26826;35830;26384;171;442
2021-07-19;Fanø;K;1326;1128;1323;1122;3;6
2021-07-19;Fanø;M;1213;1003;1208;995;5;8
2021-07-19;Varde;K;16477;13155;16390;12974;87;181
2021-07-19;Varde;M;16194;12275;16078;12076;116;199
2021-07-19;Vejen;K;14097;9493;14019;9373;78;120
2021-07-19;Vejen;M;13891;8512;13791;8353;100;159
2021-07-19;Aabenraa;K;19835;13649;19769;13335;66;314
2021-07-19;Aabenraa;M;19089;12230;19001;11861;88;369
2021-07-19;Fredericia;K;17886;12008;17803;11877;83;131
2021-07-19;Fredericia;M;17151;10606;17055;10477;96;129
2021-07-19;Horsens;K;31067;21035;30822;20921;245;114
2021-07-19;Horsens;M;30097;18218;29738;18095;359;123
2021-07-19;Kolding;K;29696;19874;29580;19468;116;406
2021-07-19;Kolding;M;28106;17672;27984;17283;122;389
2021-07-19;Vejle;K;37807;26125;37459;25910;348;215
2021-07-19;Vejle;M;36052;23258;35631;23057;421;201
2021-07-19;Herning;K;29175;21112;29163;21103;12;9
2021-07-19;Herning;M;28056;18843;28032;18829;24;14
2021-07-19;Holstebro;K;20005;14452;20001;14447;4;5
2021-07-19;Holstebro;M;18914;12485;18914;12482;0;3
2021-07-19;Lemvig;K;6811;5373;6811;5372;0;1
2021-07-19;Lemvig;M;6873;5102;6872;5097;1;5
2021-07-19;Struer;K;7404;5736;7403;5727;1;9
2021-07-19;Struer;M;7209;5237;7207;5234;2;3
2021-07-19;Syddjurs;K;15117;11316;15095;11306;22;10
2021-07-19;Syddjurs;M;14923;10595;14897;10578;26;17
2021-07-19;Norddjurs;K;12824;9696;12816;9693;8;3
2021-07-19;Norddjurs;M;12845;8779;12840;8773;5;6
2021-07-19;Favrskov;K;16389;11427;16338;11395;51;32
2021-07-19;Favrskov;M;16107;10274;16053;10245;54;29
2021-07-19;Odder;K;8477;6191;8468;6183;9;8
2021-07-19;Odder;M;8117;5513;8092;5500;25;13
2021-07-19;Randers;K;33529;23167;33506;23098;23;69
2021-07-19;Randers;M;31678;20120;31632;20046;46;74
2021-07-19;Silkeborg;K;31972;22639;31942;22600;30;39
2021-07-19;Silkeborg;M;31020;20156;30992;20107;28;49
2021-07-19;Samsø;K;1437;1218;1436;1218;1;0
2021-07-19;Samsø;M;1388;1095;1386;1095;2;0
2021-07-19;Skanderborg;K;21887;15213;21787;15146;100;67
2021-07-19;Skanderborg;M;21585;13798;21450;13735;135;63
2021-07-19;Århus;K;118950;72414;117449;72158;1501;256
2021-07-19;Århus;M;111063;62538;108968;62307;2095;231
2021-07-19;Ikast-Brande;K;13409;9735;13386;9724;23;11
2021-07-19;Ikast-Brande;M;13286;8990;13263;8981;23;9
2021-07-19;Ringkøbing-Skjern;K;18813;14459;18796;14412;17;47
2021-07-19;Ringkøbing-Skjern;M;18526;13308;18506;13256;20;52
2021-07-19;Hedensted;K;16236;11393;16158;11343;78;50
2021-07-19;Hedensted;M;16171;10451;16056;10400;115;51
2021-07-19;Morsø;K;7171;5407;7163;5331;8;76
2021-07-19;Morsø;M;6923;4876;6914;4779;9;97
2021-07-19;Skive;K;15857;11902;15856;11890;1;12
2021-07-19;Skive;M;15911;10898;15907;10887;4;11
2021-07-19;Thisted;K;15440;11408;15364;11093;76;315
2021-07-19;Thisted;M;15175;10237;15097;9865;78;372
2021-07-19;Viborg;K;33131;23358;33126;23330;5;28
2021-07-19;Viborg;M;32158;20780;32145;20750;13;30
2021-07-19;Brønderslev;K;12328;8701;12245;8514;83;187
2021-07-19;Brønderslev;M;12113;7771;12007;7538;106;233
2021-07-19;Frederikshavn;K;21840;16420;21837;15855;3;565
2021-07-19;Frederikshavn;M;21212;14718;21206;14144;6;574
2021-07-19;Vesthimmerland;K;12897;9527;12779;9515;118;12
2021-07-19;Vesthimmerland;M;12726;8660;12578;8648;148;12
2021-07-19;Læsø;K;716;699;716;698;0;1
2021-07-19;Læsø;M;714;695;714;695;0;0
2021-07-19;Rebild;K;10245;6994;10211;6862;34;132
2021-07-19;Rebild;M;10415;6435;10364;6293;51;142
2021-07-19;Mariagerfjord;K;14363;10598;14358;10300;5;298
2021-07-19;Mariagerfjord;M;14453;9895;14446;9582;7;313
2021-07-19;Jammerbugt;K;13517;9403;13464;9214;53;189
2021-07-19;Jammerbugt;M;13302;8426;13249;8222;53;204
2021-07-19;Aalborg;K;75490;46908;74350;46253;1140;655
2021-07-19;Aalborg;M;73662;40530;72092;39828;1570;702
2021-07-19;Hjørring;K;22980;16379;22522;16305;458;74
2021-07-19;Hjørring;M;21804;14039;21236;13937;568;102
