"Vaccinenavn";"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc."
AstraZeneca Covid-19 vaccine;Nordjylland;16941;25
AstraZeneca Covid-19 vaccine;Midtjylland;33858;79
AstraZeneca Covid-19 vaccine;Syddanmark;30697;329
AstraZeneca Covid-19 vaccine;Hovedstaden;45829;514
AstraZeneca Covid-19 vaccine;Sjælland;23978;386
Janssen COVID-19 vaccine;Nordjylland;3655;3655
Janssen COVID-19 vaccine;Midtjylland;9865;9865
Janssen COVID-19 vaccine;Syddanmark;7470;7470
Janssen COVID-19 vaccine;Hovedstaden;22592;22592
Janssen COVID-19 vaccine;Sjælland;2748;2748
Moderna Covid-19 Vaccine;Nordjylland;56290;29293
Moderna Covid-19 Vaccine;Midtjylland;84991;39763
Moderna Covid-19 Vaccine;Syddanmark;92995;70743
Moderna Covid-19 Vaccine;Hovedstaden;108955;38033
Moderna Covid-19 Vaccine;Sjælland;70624;67762
Pfizer BioNTech Covid-19 vacc;Nordjylland;332600;235753
Pfizer BioNTech Covid-19 vacc;Midtjylland;759703;539309
Pfizer BioNTech Covid-19 vacc;Syddanmark;680854;469844
Pfizer BioNTech Covid-19 vacc;Hovedstaden;1053840;769256
Pfizer BioNTech Covid-19 vacc;Sjælland;484710;347648
