"Vaccinedato";"geo";"Antal påbegyndt vacc. personer";"Antal borgere";"Påbegyndtvacc. (%)";"Kumuleret antal påbegyndt vacc."
2020-12-17;Nationalt;1;5851774;0.00;1
2020-12-18;Nationalt;1;5851774;0.00;2
2020-12-19;Nationalt;1;5851774;0.00;3
2020-12-21;Nationalt;1;5851774;0.00;4
2020-12-22;Nationalt;1;5851774;0.00;5
2020-12-23;Nationalt;3;5851774;0.00;8
2020-12-24;Nationalt;3;5851774;0.00;11
2020-12-26;Nationalt;2;5851774;0.00;13
2020-12-27;Nationalt;6211;5851774;0.11;6224
2020-12-28;Nationalt;1990;5851774;0.14;8214
2020-12-29;Nationalt;8658;5851774;0.29;16872
2020-12-30;Nationalt;11076;5851774;0.48;27948
2020-12-31;Nationalt;5898;5851774;0.58;33846
2021-01-01;Nationalt;2244;5851774;0.62;36090
2021-01-02;Nationalt;8462;5851774;0.76;44552
2021-01-03;Nationalt;5697;5851774;0.86;50249
2021-01-04;Nationalt;2390;5851774;0.90;52639
2021-01-05;Nationalt;13005;5851774;1.12;65644
2021-01-06;Nationalt;18947;5851774;1.45;84591
2021-01-07;Nationalt;16806;5851774;1.73;101397
2021-01-08;Nationalt;8134;5851774;1.87;109531
2021-01-09;Nationalt;1873;5851774;1.90;111404
2021-01-10;Nationalt;819;5851774;1.92;112223
2021-01-11;Nationalt;659;5851774;1.93;112882
2021-01-12;Nationalt;462;5851774;1.94;113344
2021-01-13;Nationalt;12498;5851774;2.15;125842
2021-01-14;Nationalt;17516;5851774;2.45;143358
2021-01-15;Nationalt;14823;5851774;2.70;158181
2021-01-16;Nationalt;4493;5851774;2.78;162674
2021-01-17;Nationalt;2415;5851774;2.82;165089
2021-01-18;Nationalt;3752;5851774;2.89;168841
2021-01-19;Nationalt;2418;5851774;2.93;171259
2021-01-20;Nationalt;1474;5851774;2.95;172733
2021-01-21;Nationalt;1494;5851774;2.98;174227
2021-01-22;Nationalt;650;5851774;2.99;174877
2021-01-23;Nationalt;716;5851774;3.00;175593
2021-01-24;Nationalt;584;5851774;3.01;176177
2021-01-25;Nationalt;275;5851774;3.02;176452
2021-01-26;Nationalt;210;5851774;3.02;176662
2021-01-27;Nationalt;202;5851774;3.02;176864
2021-01-28;Nationalt;216;5851774;3.03;177080
2021-01-29;Nationalt;1082;5851774;3.04;178162
2021-01-30;Nationalt;1169;5851774;3.06;179331
2021-01-31;Nationalt;1175;5851774;3.08;180506
2021-02-01;Nationalt;744;5851774;3.10;181250
2021-02-02;Nationalt;1974;5851774;3.13;183224
2021-02-03;Nationalt;1502;5851774;3.16;184726
2021-02-04;Nationalt;1396;5851774;3.18;186122
2021-02-05;Nationalt;1552;5851774;3.21;187674
2021-02-06;Nationalt;1000;5851774;3.22;188674
2021-02-07;Nationalt;1860;5851774;3.26;190534
2021-02-08;Nationalt;2488;5851774;3.30;193022
2021-02-09;Nationalt;3492;5851774;3.36;196514
2021-02-10;Nationalt;3255;5851774;3.41;199769
2021-02-11;Nationalt;5662;5851774;3.51;205431
2021-02-12;Nationalt;12029;5851774;3.72;217460
2021-02-13;Nationalt;6505;5851774;3.83;223965
2021-02-14;Nationalt;6178;5851774;3.93;230143
2021-02-15;Nationalt;13690;5851774;4.17;243833
2021-02-16;Nationalt;13118;5851774;4.39;256951
2021-02-17;Nationalt;10370;5851774;4.57;267321
2021-02-18;Nationalt;11416;5851774;4.76;278737
2021-02-19;Nationalt;13789;5851774;5.00;292526
2021-02-20;Nationalt;10391;5851774;5.18;302917
2021-02-21;Nationalt;10697;5851774;5.36;313614
2021-02-22;Nationalt;13422;5851774;5.59;327036
2021-02-23;Nationalt;14296;5851774;5.83;341332
2021-02-24;Nationalt;13623;5851774;6.07;354955
2021-02-25;Nationalt;14485;5851774;6.31;369440
2021-02-26;Nationalt;35869;5851774;6.93;405309
2021-02-27;Nationalt;6614;5851774;7.04;411923
2021-02-28;Nationalt;10892;5851774;7.23;422815
2021-03-01;Nationalt;19631;5851774;7.56;442446
2021-03-02;Nationalt;16646;5851774;7.85;459092
2021-03-03;Nationalt;12951;5851774;8.07;472043
2021-03-04;Nationalt;17404;5851774;8.36;489447
2021-03-05;Nationalt;16545;5851774;8.65;505992
2021-03-06;Nationalt;14568;5851774;8.90;520560
2021-03-07;Nationalt;11973;5851774;9.10;532533
2021-03-08;Nationalt;9560;5851774;9.26;542093
2021-03-09;Nationalt;10869;5851774;9.45;552962
2021-03-10;Nationalt;12029;5851774;9.66;564991
2021-03-11;Nationalt;4548;5851774;9.73;569539
2021-03-12;Nationalt;3339;5851774;9.79;572878
