"Vaccinenavn";"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc."
AstraZeneca Covid-19 vaccine;Nordjylland;16996;64
AstraZeneca Covid-19 vaccine;Midtjylland;33932;158
AstraZeneca Covid-19 vaccine;Syddanmark;30747;415
AstraZeneca Covid-19 vaccine;Hovedstaden;46076;813
AstraZeneca Covid-19 vaccine;Sjælland;23970;432
Janssen COVID-19 vaccine;Nordjylland;3640;3640
Janssen COVID-19 vaccine;Midtjylland;9836;9836
Janssen COVID-19 vaccine;Syddanmark;7526;7526
Janssen COVID-19 vaccine;Hovedstaden;22577;22577
Janssen COVID-19 vaccine;Sjælland;2826;2826
Moderna Covid-19 Vaccine;Nordjylland;70674;69247
Moderna Covid-19 Vaccine;Midtjylland;124457;120835
Moderna Covid-19 Vaccine;Syddanmark;133319;158316
Moderna Covid-19 Vaccine;Hovedstaden;150247;145604
Moderna Covid-19 Vaccine;Sjælland;83513;103301
Pfizer BioNTech Covid-19 vacc;Nordjylland;376443;385448
Pfizer BioNTech Covid-19 vacc;Midtjylland;880160;895686
Pfizer BioNTech Covid-19 vacc;Syddanmark;786392;771260
Pfizer BioNTech Covid-19 vacc;Hovedstaden;1188088;1204396
Pfizer BioNTech Covid-19 vacc;Sjælland;543949;533965
