"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;6;0
Hovedstaden;0-9;M;4;1
Hovedstaden;10-19;K;61091;57330
Hovedstaden;10-19;M;63316;59162
Hovedstaden;20-29;K;116311;111730
Hovedstaden;20-29;M;109838;104921
Hovedstaden;30-39;K;106336;101652
Hovedstaden;30-39;M;104911;101199
Hovedstaden;40-49;K;109254;107237
Hovedstaden;40-49;M;106229;104348
Hovedstaden;50-59;K;112752;111646
Hovedstaden;50-59;M;111747;110633
Hovedstaden;60-69;K;89560;89103
Hovedstaden;60-69;M;84970;84503
Hovedstaden;70-79;K;83282;83034
Hovedstaden;70-79;M;70027;69835
Hovedstaden;80-89;K;38696;38564
Hovedstaden;80-89;M;26247;26167
Hovedstaden;90+;K;9075;9007
Hovedstaden;90+;M;3336;3318
Midtjylland;0-9;K;3;1
Midtjylland;0-9;M;4;0
Midtjylland;10-19;K;52799;50043
Midtjylland;10-19;M;54500;51390
Midtjylland;20-29;K;76902;73933
Midtjylland;20-29;M;78518;74999
Midtjylland;30-39;K;65145;62386
Midtjylland;30-39;M;66788;64360
Midtjylland;40-49;K;75671;74632
Midtjylland;40-49;M;74457;73259
Midtjylland;50-59;K;83935;83368
Midtjylland;50-59;M;84401;83775
Midtjylland;60-69;K;74423;74154
Midtjylland;60-69;M;72807;72553
Midtjylland;70-79;K;65109;65009
Midtjylland;70-79;M;60657;60555
Midtjylland;80-89;K;29650;29577
Midtjylland;80-89;M;22892;22843
Midtjylland;90+;K;6695;6661
Midtjylland;90+;M;3029;3017
Nordjylland;0-9;K;2;0
Nordjylland;0-9;M;0;0
Nordjylland;10-19;K;21797;20644
Nordjylland;10-19;M;23002;21765
Nordjylland;20-29;K;30255;28960
Nordjylland;20-29;M;34013;32405
Nordjylland;30-39;K;26465;25354
Nordjylland;30-39;M;27640;26584
Nordjylland;40-49;K;31497;31097
Nordjylland;40-49;M;31554;31083
Nordjylland;50-59;K;37861;37586
Nordjylland;50-59;M;38191;37895
Nordjylland;60-69;K;35941;35799
Nordjylland;60-69;M;35280;35164
Nordjylland;70-79;K;32118;32067
Nordjylland;70-79;M;30360;30305
Nordjylland;80-89;K;14986;14954
Nordjylland;80-89;M;11760;11732
Nordjylland;90+;K;3425;3408
Nordjylland;90+;M;1606;1597
Sjælland;0-9;K;1;1
Sjælland;0-9;M;2;1
Sjælland;10-19;K;31850;30043
Sjælland;10-19;M;33653;31647
Sjælland;20-29;K;29033;27596
Sjælland;20-29;M;31967;30355
Sjælland;30-39;K;35037;33251
Sjælland;30-39;M;34137;32596
Sjælland;40-49;K;48696;47873
Sjælland;40-49;M;46301;45414
Sjælland;50-59;K;59341;58818
Sjælland;50-59;M;59599;59100
Sjælland;60-69;K;53001;52763
Sjælland;60-69;M;51369;51146
Sjælland;70-79;K;50073;49959
Sjælland;70-79;M;45725;45624
Sjælland;80-89;K;21461;21385
Sjælland;80-89;M;16633;16602
Sjælland;90+;K;4424;4405
Sjælland;90+;M;1955;1945
Syddanmark;0-9;K;3;1
Syddanmark;0-9;M;3;1
Syddanmark;10-19;K;47507;45045
Syddanmark;10-19;M;49029;46216
Syddanmark;20-29;K;54738;52122
Syddanmark;20-29;M;59021;56172
Syddanmark;30-39;K;54316;51672
Syddanmark;30-39;M;54935;52595
Syddanmark;40-49;K;68769;67651
Syddanmark;40-49;M;66687;65412
Syddanmark;50-59;K;80980;80360
Syddanmark;50-59;M;81886;81196
Syddanmark;60-69;K;73924;73616
Syddanmark;60-69;M;72674;72385
Syddanmark;70-79;K;65893;65765
Syddanmark;70-79;M;61109;60969
Syddanmark;80-89;K;31849;31780
Syddanmark;80-89;M;24355;24311
Syddanmark;90+;K;7133;7084
Syddanmark;90+;M;3173;3164
