"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;467753;458399;592021
Midtjylland;1048385;1026515;1341285
Syddanmark;957984;937517;1227841
Hovedstaden;1406988;1373390;1867795
Sjælland;654258;640524;843067
