"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;477344;464221;644738
Frederiksberg;81984;80240;103941
Ballerup;36591;35796;49209
Brøndby;24246;23568;35524
Dragør;11379;11153;14598
Gentofte;57759;56561;74189
Gladsaxe;51607;50525;69280
Glostrup;17208;16797;23476
Herlev;21183;20665;28845
Albertslund;19154;18489;27500
Hvidovre;38691;37751;53287
Høje-Taastrup;36835;35746;52882
Lyngby-Taarbæk;45139;44222;57874
Rødovre;29944;29179;41307
Ishøj;15136;14562;23158
Tårnby;31887;31198;42677
Vallensbæk;11699;11383;16519
Furesø;31604;31044;41391
Allerød;20466;20174;25888
Fredensborg;31401;30755;41144
Helsingør;48861;47776;63007
Hillerød;41194;40344;53080
Hørsholm;19988;19638;24786
Rudersdal;45171;44324;57290
Egedal;34539;33874;44341
Frederikssund;36483;35756;45752
Greve;38088;37259;50778
Køge;47537;46509;61773
Frederiksværk-Hundested;24727;24227;31330
Roskilde;70346;68962;89377
Solrød;18167;17795;23711
Gribskov;32451;31762;41088
Odsherred;26420;25947;32887
Holbæk;57053;55795;72771
Faxe;28617;28007;37085
Kalundborg;37648;36866;48453
Ringsted;26262;25730;35105
Slagelse;60985;59603;79637
Stevns;18319;17994;23390
Sorø;23510;23073;29972
Lejre;22249;21791;28615
Lolland;31225;30538;40177
Næstved;64970;63562;83687
Guldborgsund;47240;46220;60273
Vordingborg;35622;34873;45376
Bornholm;32317;31660;39694
Middelfart;31604;31085;39573
Assens;32804;32228;40937
Faaborg-Midtfyn;41263;40495;51829
Kerteminde;19260;18926;23972
Nyborg;25770;25324;32092
Odense;161998;158365;206135
Svendborg;47317;46364;59161
Nordfyns;23433;22975;29715
Langeland;10090;9923;12323
Ærø;5047;4979;6030
Haderslev;42862;41806;55391
Billund;20673;20234;26618
Sønderborg;57957;56782;73644
Tønder;28321;27644;36878
Esbjerg;89293;87548;115479
Fanø;2818;2782;3428
Varde;38399;37679;49656
Vejen;32387;31608;42657
Aabenraa;44456;43397;58600
Fredericia;40084;39234;51567
Horsens;71160;69421;94213
Kolding;71372;69598;93463
Vejle;90776;88541;118693
Herning;69516;67958;89245
Holstebro;46033;44966;58555
Lemvig;15675;15389;19394
Struer;16756;16434;20779
Syddjurs;34664;34132;43645
Norddjurs;29450;28962;36981
Favrskov;38111;37403;48815
Odder;18710;18428;23265
Randers;77225;75562;98880
Silkeborg;75042;73575;97164
Samsø;3099;3046;3725
Skanderborg;49559;48714;64185
Århus;278223;271899;355352
Ikast-Brande;31865;31151;41879
Ringkøbing-Skjern;43923;42966;56226
Hedensted;36882;36090;47059
Morsø;16080;15745;20078
Skive;36320;35691;45074
Thisted;34101;33422;43106
Viborg;76172;74728;96849
Brønderslev-Dronninglund;28204;27648;36153
Frederikshavn;47131;46373;58887
Vesthimmerlands;28194;27654;36351
Læsø;1465;1446;1774
Rebild;23529;23081;30626
Mariagerfjord;33136;32488;41674
Jammerbugt;29951;29420;38173
Ålborg;174958;171059;221315
Hjørring;51004;50063;63884
