"Vaccinedato";"Regionsnavn";"Kumulerede antal færdigvacc.";"Antal borgere";"Vaccinations dækning (%)"
2021-01-01;Hovedstaden;0;1867795;0.00
2021-01-04;Hovedstaden;0;1867795;0.00
2021-01-07;Hovedstaden;0;1867795;0.00
2021-01-08;Hovedstaden;1;1867795;0.00
2021-01-09;Hovedstaden;3;1867795;0.00
2021-01-12;Hovedstaden;3;1867795;0.00
2021-01-13;Hovedstaden;4;1867795;0.00
2021-01-14;Hovedstaden;5;1867795;0.00
2021-01-15;Hovedstaden;10;1867795;0.00
2021-01-16;Hovedstaden;11;1867795;0.00
2021-01-17;Hovedstaden;52;1867795;0.00
2021-01-18;Hovedstaden;189;1867795;0.01
2021-01-19;Hovedstaden;362;1867795;0.02
2021-01-20;Hovedstaden;495;1867795;0.03
2021-01-21;Hovedstaden;612;1867795;0.03
2021-01-22;Hovedstaden;694;1867795;0.04
2021-01-23;Hovedstaden;4571;1867795;0.24
2021-01-24;Hovedstaden;8286;1867795;0.44
2021-01-25;Hovedstaden;8521;1867795;0.46
2021-01-26;Hovedstaden;8658;1867795;0.46
2021-01-27;Hovedstaden;9282;1867795;0.50
2021-01-28;Hovedstaden;12991;1867795;0.70
2021-01-29;Hovedstaden;20218;1867795;1.08
2021-01-30;Hovedstaden;24558;1867795;1.31
2021-01-31;Hovedstaden;27030;1867795;1.45
2021-02-01;Hovedstaden;28914;1867795;1.55
2021-02-02;Hovedstaden;29027;1867795;1.55
2021-02-03;Hovedstaden;31898;1867795;1.71
2021-02-04;Hovedstaden;38194;1867795;2.04
2021-02-05;Hovedstaden;42956;1867795;2.30
2021-02-06;Hovedstaden;45899;1867795;2.46
2021-02-07;Hovedstaden;46468;1867795;2.49
2021-02-08;Hovedstaden;47599;1867795;2.55
2021-02-09;Hovedstaden;47642;1867795;2.55
2021-02-10;Hovedstaden;48569;1867795;2.60
2021-02-11;Hovedstaden;48810;1867795;2.61
2021-02-12;Hovedstaden;52948;1867795;2.83
2021-02-13;Hovedstaden;52960;1867795;2.84
2021-02-14;Hovedstaden;52973;1867795;2.84
2021-02-15;Hovedstaden;54343;1867795;2.91
2021-02-16;Hovedstaden;54751;1867795;2.93
2021-02-17;Hovedstaden;54786;1867795;2.93
2021-02-18;Hovedstaden;54865;1867795;2.94
2021-02-19;Hovedstaden;54917;1867795;2.94
2021-02-20;Hovedstaden;55019;1867795;2.95
2021-02-21;Hovedstaden;55123;1867795;2.95
2021-02-22;Hovedstaden;55269;1867795;2.96
2021-02-23;Hovedstaden;55429;1867795;2.97
2021-02-24;Hovedstaden;55506;1867795;2.97
2021-02-25;Hovedstaden;55547;1867795;2.97
2021-02-26;Hovedstaden;55614;1867795;2.98
2021-02-27;Hovedstaden;56666;1867795;3.03
2021-02-28;Hovedstaden;57749;1867795;3.09
2021-03-01;Hovedstaden;57972;1867795;3.10
2021-03-02;Hovedstaden;58224;1867795;3.12
2021-03-03;Hovedstaden;58272;1867795;3.12
2021-03-04;Hovedstaden;58470;1867795;3.13
2021-03-05;Hovedstaden;58739;1867795;3.14
2021-03-06;Hovedstaden;58833;1867795;3.15
2021-03-07;Hovedstaden;59151;1867795;3.17
2021-03-08;Hovedstaden;59392;1867795;3.18
2021-03-09;Hovedstaden;60796;1867795;3.25
2021-03-10;Hovedstaden;62452;1867795;3.34
2021-03-11;Hovedstaden;66700;1867795;3.57
2021-03-12;Hovedstaden;71398;1867795;3.82
2021-03-13;Hovedstaden;71488;1867795;3.83
2021-03-14;Hovedstaden;74675;1867795;4.00
2021-03-15;Hovedstaden;77378;1867795;4.14
2021-03-16;Hovedstaden;80828;1867795;4.33
2021-03-17;Hovedstaden;85133;1867795;4.56
2021-03-18;Hovedstaden;89450;1867795;4.79
2021-03-19;Hovedstaden;90599;1867795;4.85
2021-03-20;Hovedstaden;90689;1867795;4.86
2021-03-21;Hovedstaden;92744;1867795;4.97
2021-03-22;Hovedstaden;92829;1867795;4.97
2021-03-23;Hovedstaden;92948;1867795;4.98
2021-03-24;Hovedstaden;101380;1867795;5.43
2021-03-25;Hovedstaden;105822;1867795;5.67
2021-03-26;Hovedstaden;108457;1867795;5.81
2021-03-27;Hovedstaden;108501;1867795;5.81
2021-03-28;Hovedstaden;108540;1867795;5.81
2021-03-29;Hovedstaden;109087;1867795;5.84
2021-03-30;Hovedstaden;109364;1867795;5.86
2021-03-31;Hovedstaden;113090;1867795;6.05
2021-04-01;Hovedstaden;117716;1867795;6.30
2021-04-02;Hovedstaden;121379;1867795;6.50
2021-04-03;Hovedstaden;121479;1867795;6.50
2021-04-04;Hovedstaden;121528;1867795;6.51
2021-04-05;Hovedstaden;121573;1867795;6.51
2021-04-06;Hovedstaden;121778;1867795;6.52
2021-04-07;Hovedstaden;122363;1867795;6.55
2021-04-08;Hovedstaden;124017;1867795;6.64
2021-04-09;Hovedstaden;127377;1867795;6.82
2021-04-10;Hovedstaden;128661;1867795;6.89
2021-04-11;Hovedstaden;128802;1867795;6.90
2021-04-12;Hovedstaden;135610;1867795;7.26
2021-04-13;Hovedstaden;136685;1867795;7.32
2021-04-14;Hovedstaden;141197;1867795;7.56
2021-04-15;Hovedstaden;142755;1867795;7.64
2021-04-16;Hovedstaden;145744;1867795;7.80
2021-04-17;Hovedstaden;145955;1867795;7.81
2021-04-18;Hovedstaden;146140;1867795;7.82
2021-04-19;Hovedstaden;148203;1867795;7.93
2021-04-20;Hovedstaden;153174;1867795;8.20
2021-04-21;Hovedstaden;156906;1867795;8.40
2021-04-22;Hovedstaden;157054;1867795;8.41
2021-04-23;Hovedstaden;163972;1867795;8.78
2021-04-24;Hovedstaden;165955;1867795;8.89
2021-04-25;Hovedstaden;166279;1867795;8.90
2021-04-26;Hovedstaden;169429;1867795;9.07
2021-04-27;Hovedstaden;179069;1867795;9.59
2021-04-28;Hovedstaden;187208;1867795;10.0
2021-04-29;Hovedstaden;194365;1867795;10.4
2021-04-30;Hovedstaden;194596;1867795;10.4
2021-05-01;Hovedstaden;195078;1867795;10.4
2021-05-02;Hovedstaden;203611;1867795;10.9
2021-05-03;Hovedstaden;211572;1867795;11.3
2021-05-04;Hovedstaden;220176;1867795;11.8
2021-05-05;Hovedstaden;232127;1867795;12.4
2021-05-06;Hovedstaden;242129;1867795;13.0
2021-05-07;Hovedstaden;249666;1867795;13.4
2021-05-08;Hovedstaden;269286;1867795;14.4
2021-05-09;Hovedstaden;277441;1867795;14.9
2021-05-10;Hovedstaden;283008;1867795;15.2
2021-05-11;Hovedstaden;289165;1867795;15.5
2021-05-12;Hovedstaden;294751;1867795;15.8
2021-05-13;Hovedstaden;305352;1867795;16.3
2021-05-14;Hovedstaden;313140;1867795;16.8
2021-05-15;Hovedstaden;319990;1867795;17.1
2021-05-16;Hovedstaden;323448;1867795;17.3
2021-05-17;Hovedstaden;330574;1867795;17.7
2021-05-18;Hovedstaden;339479;1867795;18.2
2021-05-19;Hovedstaden;342249;1867795;18.3
2021-05-20;Hovedstaden;348138;1867795;18.6
2021-05-21;Hovedstaden;355000;1867795;19.0
2021-05-22;Hovedstaden;358006;1867795;19.2
2021-05-23;Hovedstaden;359270;1867795;19.2
2021-05-24;Hovedstaden;360274;1867795;19.3
2021-05-25;Hovedstaden;362561;1867795;19.4
2021-05-26;Hovedstaden;365377;1867795;19.6
2021-05-27;Hovedstaden;368425;1867795;19.7
2021-05-28;Hovedstaden;370090;1867795;19.8
2021-05-29;Hovedstaden;371881;1867795;19.9
2021-05-30;Hovedstaden;376047;1867795;20.1
2021-05-31;Hovedstaden;384753;1867795;20.6
2021-06-01;Hovedstaden;391618;1867795;21.0
2021-06-02;Hovedstaden;398447;1867795;21.3
2021-06-03;Hovedstaden;409679;1867795;21.9
2021-06-04;Hovedstaden;412387;1867795;22.1
2021-06-05;Hovedstaden;413560;1867795;22.1
2021-06-06;Hovedstaden;422274;1867795;22.6
2021-06-07;Hovedstaden;434092;1867795;23.2
2021-06-08;Hovedstaden;442342;1867795;23.7
2021-06-09;Hovedstaden;451571;1867795;24.2
2021-06-10;Hovedstaden;454017;1867795;24.3
2021-06-11;Hovedstaden;456485;1867795;24.4
2021-06-12;Hovedstaden;457941;1867795;24.5
2021-06-13;Hovedstaden;459823;1867795;24.6
2021-06-14;Hovedstaden;461925;1867795;24.7
2021-06-15;Hovedstaden;463525;1867795;24.8
2021-06-16;Hovedstaden;470929;1867795;25.2
2021-06-17;Hovedstaden;478256;1867795;25.6
2021-06-18;Hovedstaden;488061;1867795;26.1
2021-06-19;Hovedstaden;494911;1867795;26.5
2021-06-20;Hovedstaden;500356;1867795;26.8
2021-06-21;Hovedstaden;508038;1867795;27.2
2021-06-22;Hovedstaden;516094;1867795;27.6
2021-06-23;Hovedstaden;527749;1867795;28.3
2021-06-24;Hovedstaden;540159;1867795;28.9
2021-06-25;Hovedstaden;548313;1867795;29.4
2021-06-26;Hovedstaden;558883;1867795;29.9
2021-06-27;Hovedstaden;567803;1867795;30.4
2021-06-28;Hovedstaden;584114;1867795;31.3
2021-06-29;Hovedstaden;601034;1867795;32.2
2021-06-30;Hovedstaden;613308;1867795;32.8
2021-07-01;Hovedstaden;621735;1867795;33.3
2021-07-02;Hovedstaden;634364;1867795;34.0
2021-07-03;Hovedstaden;649984;1867795;34.8
2021-07-04;Hovedstaden;663345;1867795;35.5
2021-07-05;Hovedstaden;676513;1867795;36.2
