"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;499322;491114;591594
Midtjylland;1123507;1105459;1343729
Syddanmark;1024273;1008419;1229110
Hovedstaden;1501077;1470656;1870965
Sjælland;695283;684241;843877
