"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
00-02;K;7;2;90718;0.0;0.0
00-02;M;1;0;95644;0.0;0.0
03-05;K;9313;6618;93005;10.0;7.1
03-05;M;10122;7196;98424;10.3;7.3
06-11;K;92218;75868;181472;50.8;41.8
06-11;M;97267;80151;190743;51.0;42.0
12-15;K;120109;117239;146260;82.1;80.2
12-15;M;126184;123005;153927;82.0;79.9
16-19;K;124495;123022;137349;90.6;89.6
16-19;M;127234;125120;142480;89.3;87.8
20-39;K;624325;613403;735010;84.9;83.5
20-39;M;628166;615332;763572;82.3;80.6
40-64;K;891387;886886;952633;93.6;93.1
40-64;M;882492;877822;954769;92.4;91.9
65-79;K;448989;448256;462504;97.1;96.9
65-79;M;411521;410868;423443;97.2;97.0
80+;K;149548;149187;154584;96.7;96.5
80+;M;100084;99914;102738;97.4;97.3
