"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;00-02;K;2;0
Hovedstaden;00-02;M;0;0
Hovedstaden;03-05;K;2815;1881
Hovedstaden;03-05;M;3024;2043
Hovedstaden;06-11;K;26489;20781
Hovedstaden;06-11;M;27776;21826
Hovedstaden;12-15;K;34346;33327
Hovedstaden;12-15;M;36311;35162
Hovedstaden;16-19;K;36089;35491
Hovedstaden;16-19;M;36251;35492
Hovedstaden;20-39;K;233823;229546
Hovedstaden;20-39;M;224432;219683
Hovedstaden;40-64;K;272473;270699
Hovedstaden;40-64;M;267740;265935
Hovedstaden;65-79;K;124407;124117
Hovedstaden;65-79;M;106452;106221
Hovedstaden;80+;K;42838;42705
Hovedstaden;80+;M;25809;25747
Midtjylland;00-02;K;3;1
Midtjylland;00-02;M;1;0
Midtjylland;03-05;K;2380;1703
Midtjylland;03-05;M;2630;1876
Midtjylland;06-11;K;23766;19871
Midtjylland;06-11;M;25061;20970
Midtjylland;12-15;K;29465;28859
Midtjylland;12-15;M;30645;29975
Midtjylland;16-19;K;30466;30193
Midtjylland;16-19;M;30839;30463
Midtjylland;20-39;K;148294;146132
Midtjylland;20-39;M;150887;148258
Midtjylland;40-64;K;200541;199776
Midtjylland;40-64;M;199513;198696
Midtjylland;65-79;K;99922;99808
Midtjylland;65-79;M;94062;93948
Midtjylland;80+;K;32400;32333
Midtjylland;80+;M;22632;22597
Nordjylland;00-02;K;0;0
Nordjylland;00-02;M;0;0
Nordjylland;03-05;K;961;698
Nordjylland;03-05;M;1033;735
Nordjylland;06-11;K;9631;8025
Nordjylland;06-11;M;10021;8276
Nordjylland;12-15;K;12265;11962
Nordjylland;12-15;M;13064;12741
Nordjylland;16-19;K;12658;12543
Nordjylland;16-19;M;13130;12926
Nordjylland;20-39;K;59529;58529
Nordjylland;20-39;M;64201;62837
Nordjylland;40-64;K;89378;89006
Nordjylland;40-64;M;89705;89286
Nordjylland;65-79;K;48933;48851
Nordjylland;65-79;M;46763;46696
Nordjylland;80+;K;16412;16385
Nordjylland;80+;M;11638;11618
Sjælland;00-02;K;0;0
Sjælland;00-02;M;0;0
Sjælland;03-05;K;1217;875
Sjælland;03-05;M;1349;973
Sjælland;06-11;K;12194;10135
Sjælland;06-11;M;13006;10839
Sjælland;12-15;K;17820;17462
Sjælland;12-15;M;18766;18358
Sjælland;16-19;K;17864;17658
Sjælland;16-19;M;19154;18824
Sjælland;20-39;K;67794;66348
Sjælland;20-39;M;69350;67729
Sjælland;40-64;K;137925;137192
Sjælland;40-64;M;135447;134770
Sjælland;65-79;K;74923;74805
Sjælland;65-79;M;69362;69246
Sjælland;80+;K;23057;22993
Sjælland;80+;M;16055;16034
Syddanmark;00-02;K;2;1
Syddanmark;00-02;M;0;0
Syddanmark;03-05;K;1940;1461
Syddanmark;03-05;M;2086;1569
Syddanmark;06-11;K;20138;17056
Syddanmark;06-11;M;21403;18240
Syddanmark;12-15;K;26213;25629
Syddanmark;12-15;M;27398;26769
Syddanmark;16-19;K;27418;27137
Syddanmark;16-19;M;27860;27415
Syddanmark;20-39;K;114885;112848
Syddanmark;20-39;M;119296;116825
Syddanmark;40-64;K;191070;190213
Syddanmark;40-64;M;190087;189135
Syddanmark;65-79;K;100804;100675
Syddanmark;65-79;M;94882;94757
Syddanmark;80+;K;34841;34771
Syddanmark;80+;M;23950;23918
