"Kommunenavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
København;508103;497531;646576
Frederiksberg;86764;85207;103763
Ballerup;39059;38249;49316
Brøndby;25874;25168;35784
Dragør;12243;11967;14579
Gentofte;62211;61030;74267
Gladsaxe;55457;54268;69233
Glostrup;18258;17867;23477
Herlev;22620;22072;28773
Albertslund;20608;20003;27589
Hvidovre;41488;40446;53190
Høje-Taastrup;39881;38932;53387
Lyngby-Taarbæk;48595;47573;57893
Rødovre;32140;31377;41450
Ishøj;16200;15716;23252
Tårnby;34250;33550;42731
Vallensbæk;12535;12237;16494
Furesø;34215;33535;41413
Allerød;21992;21623;25846
Fredensborg;33571;32982;41255
Helsingør;51701;50801;62873
Hillerød;44067;43313;53313
Hørsholm;21100;20764;24723
Rudersdal;48421;47537;57252
Egedal;36972;36353;44491
Frederikssund;38508;37868;45828
Greve;40774;40013;50881
Køge;50453;49516;61679
Frederiksværk-Hundested;26018;25529;31370
Roskilde;75074;73861;89583
Solrød;19487;19147;23829
Gribskov;34190;33647;41203
Odsherred;27628;27263;32817
Holbæk;60743;59804;72969
Faxe;30447;29936;37166
Kalundborg;39780;39173;48356
Ringsted;28234;27771;35242
Slagelse;65051;63926;79703
Stevns;19527;19209;23581
Sorø;25159;24810;29987
Lejre;23723;23373;28580
Lolland;32776;32306;39992
Næstved;69313;68283;83980
Guldborgsund;49692;49020;60255
Vordingborg;37422;36830;45277
Bornholm;34036;33511;39644
Middelfart;33927;33450;39657
Assens;34942;34418;40916
Faaborg-Midtfyn;44246;43566;51889
Kerteminde;20486;20143;23970
Nyborg;27531;27121;32107
Odense;172267;169336;206219
Svendborg;50576;49848;59213
Nordfyns;24984;24576;29744
Langeland;10563;10443;12304
Ærø;5268;5184;6020
Haderslev;45612;44909;55288
Billund;22191;21859;26716
Sønderborg;61636;60728;73719
Tønder;29951;29507;36826
Esbjerg;95689;94228;115441
Fanø;2972;2937;3430
Varde;41175;40519;49688
Vejen;34933;34338;42592
Aabenraa;47224;46585;58709
Fredericia;43060;42389;51624
Horsens;77153;75956;94968
Kolding;76990;75829;93641
Vejle;98050;96506;119397
Herning;74675;73528;89326
Holstebro;49445;48655;58580
Lemvig;16541;16345;19378
Struer;17845;17580;20757
Syddjurs;36979;36447;43739
Norddjurs;31266;30810;36927
Favrskov;41415;40746;48966
Odder;19995;19708;23364
Randers;82557;81255;99073
Silkeborg;81022;79668;97675
Samsø;3245;3213;3710
Skanderborg;53940;52963;64458
Århus;295812;290469;355646
Ikast-Brande;34361;33868;41923
Ringkøbing-Skjern;46906;46215;56226
Hedensted;39575;39064;47132
Morsø;17046;16743;20064
Skive;38756;38212;45023
Thisted;36318;35760;43053
Viborg;82019;80757;96858
Brønderslev-Dronninglund;30530;30024;36274
Frederikshavn;50138;49426;58805
Vesthimmerlands;30022;29569;36232
Læsø;1537;1521;1784
Rebild;25469;25023;30683
Mariagerfjord;35241;34601;41647
Jammerbugt;32294;31726;38142
Ålborg;186285;183078;221149
Hjørring;54442;53643;63761
