"Regionsnavn";"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc."
Hovedstaden;00-02;K;2;0
Hovedstaden;00-02;M;0;0
Hovedstaden;03-05;K;2246;1482
Hovedstaden;03-05;M;2420;1623
Hovedstaden;06-11;K;25777;20099
Hovedstaden;06-11;M;26980;21020
Hovedstaden;12-15;K;30592;29412
Hovedstaden;12-15;M;32474;31229
Hovedstaden;16-19;K;34568;33992
Hovedstaden;16-19;M;35356;34606
Hovedstaden;20-39;K;233187;228889
Hovedstaden;20-39;M;223893;219108
Hovedstaden;40-64;K;271912;270114
Hovedstaden;40-64;M;267141;265299
Hovedstaden;65-79;K;126818;126517
Hovedstaden;65-79;M;109494;109252
Hovedstaden;80+;K;48180;48042
Hovedstaden;80+;M;30037;29972
Midtjylland;00-02;K;2;1
Midtjylland;00-02;M;1;0
Midtjylland;03-05;K;1903;1351
Midtjylland;03-05;M;2073;1464
Midtjylland;06-11;K;23012;19103
Midtjylland;06-11;M;24351;20243
Midtjylland;12-15;K;26167;25477
Midtjylland;12-15;M;27305;26541
Midtjylland;16-19;K;29604;29335
Midtjylland;16-19;M;30404;30039
Midtjylland;20-39;K;148788;146621
Midtjylland;20-39;M;151538;148886
Midtjylland;40-64;K;199158;198375
Midtjylland;40-64;M;197817;196984
Midtjylland;65-79;K;102006;101885
Midtjylland;65-79;M;96599;96481
Midtjylland;80+;K;36597;36528
Midtjylland;80+;M;26182;26145
Nordjylland;00-02;K;0;0
Nordjylland;00-02;M;0;0
Nordjylland;03-05;K;758;550
Nordjylland;03-05;M;823;580
Nordjylland;06-11;K;9324;7704
Nordjylland;06-11;M;9713;7963
Nordjylland;12-15;K;10908;10582
Nordjylland;12-15;M;11565;11204
Nordjylland;16-19;K;12319;12201
Nordjylland;16-19;M;12928;12737
Nordjylland;20-39;K;59643;58635
Nordjylland;20-39;M;64577;63201
Nordjylland;40-64;K;88433;88060
Nordjylland;40-64;M;88679;88253
Nordjylland;65-79;K;49824;49737
Nordjylland;65-79;M;47756;47683
Nordjylland;80+;K;18558;18530
Nordjylland;80+;M;13514;13494
Sjælland;00-02;K;0;0
Sjælland;00-02;M;0;0
Sjælland;03-05;K;973;706
Sjælland;03-05;M;1072;756
Sjælland;06-11;K;11791;9723
Sjælland;06-11;M;12572;10417
Sjælland;12-15;K;15679;15272
Sjælland;12-15;M;16648;16184
Sjælland;16-19;K;17885;17678
Sjælland;16-19;M;19079;18765
Sjælland;20-39;K;67643;66203
Sjælland;20-39;M;69784;68148
Sjælland;40-64;K;136279;135531
Sjælland;40-64;M;133663;132974
Sjælland;65-79;K;76280;76157
Sjælland;65-79;M;70888;70768
Sjælland;80+;K;26264;26198
Sjælland;80+;M;18783;18761
Syddanmark;00-02;K;2;1
Syddanmark;00-02;M;0;0
Syddanmark;03-05;K;1528;1136
Syddanmark;03-05;M;1634;1216
Syddanmark;06-11;K;19422;16361
Syddanmark;06-11;M;20666;17479
Syddanmark;12-15;K;23344;22680
Syddanmark;12-15;M;24504;23835
Syddanmark;16-19;K;26864;26575
Syddanmark;16-19;M;27438;27019
Syddanmark;20-39;K;115400;113356
Syddanmark;20-39;M;120145;117643
Syddanmark;40-64;K;188824;187966
Syddanmark;40-64;M;187729;186750
Syddanmark;65-79;K;102574;102435
Syddanmark;65-79;M;97006;96880
Syddanmark;80+;K;39353;39281
Syddanmark;80+;M;27840;27806
