"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,36280,17049,638618
Frederiksberg,7767,3521,103431
Ballerup,3841,1362,49121
Brøndby,2892,1035,35353
Dragør,1202,437,14540
Gentofte,6035,2821,74377
Gladsaxe,5673,2498,69190
Glostrup,2301,1122,23444
Herlev,2580,1119,28764
Albertslund,2210,1012,27238
Hvidovre,4826,2131,53339
Høje-Taastrup,4047,1909,52111
Lyngby-Taarbæk,4958,1962,56786
Rødovre,3203,1203,41172
Ishøj,1600,675,23047
Tårnby,3482,1397,42710
Vallensbæk,1380,564,16548
Furesø,3685,1479,40943
Allerød,2294,841,25861
Fredensborg,3557,1561,40932
Helsingør,5747,2309,63036
Hillerød,4915,2276,51712
Hørsholm,2454,997,24852
Rudersdal,5087,2001,56969
Egedal,3195,1204,43694
Frederikssund,4086,1550,45538
Greve,3660,1458,50555
Køge,4724,1891,61542
Frederiksværk-Hundested,2807,1106,31412
Roskilde,7369,2926,88771
Solrød,1685,691,23452
Gribskov,3770,1597,40971
Odsherred,2982,994,32903
Holbæk,6235,2325,71984
Faxe,2843,994,36751
Kalundborg,3849,1107,48399
Ringsted,2540,953,34891
Slagelse,7039,2510,79232
Stevns,1832,600,23142
Sorø,2586,905,29992
Lejre,2270,842,28276
Lolland,3460,1298,40441
Næstved,7262,2719,83285
Guldborgsund,5572,2064,60272
Vordingborg,3782,1266,45199
Bornholm,3383,1543,39722
Middelfart,3767,1500,39240
Assens,3199,1156,40854
Faaborg-Midtfyn,4293,1593,51613
Kerteminde,1956,725,23845
Nyborg,2682,908,31954
Odense,16005,6477,205148
Svendborg,6153,2943,58724
Nordfyns,2277,805,29532
Langeland,1252,543,12359
Ærø,656,306,5976
Haderslev,4197,1810,55333
Billund,1941,753,26526
Sønderborg,5694,2444,73792
Tønder,2894,1250,37045
Esbjerg,10569,3814,115538
Fanø,331,124,3446
Varde,4526,1449,49651
Vejen,3716,1305,42762
Aabenraa,4151,1711,58552
Fredericia,4435,1885,51321
Horsens,6927,2681,92529
Kolding,7217,2955,93096
Vejle,9121,3858,117395
Herning,7269,3173,89267
Holstebro,5020,1924,58687
Lemvig,1677,707,19582
Struer,1879,670,20816
Syddjurs,3519,1299,43243
Norddjurs,3313,1478,36957
Favrskov,3671,1433,48432
Odder,2112,866,22982
Randers,8483,3464,98299
Silkeborg,7496,3090,95865
Samsø,488,444,3681
Skanderborg,4484,1628,63429
Århus,26273,9184,352421
Ikast-Brande,2867,1139,41493
Ringkøbing-Skjern,4562,1874,56131
Hedensted,3548,1382,46813
Morsø,2257,1034,20053
Skive,3980,1620,45418
Thisted,3704,1387,43115
Viborg,8625,3569,96628
Brønderslev-Dronninglund,3080,1246,36108
Frederikshavn,4930,2006,58983
Vesthimmerlands,3335,1184,36361
Læsø,203,108,1774
Rebild,2382,938,30506
Mariagerfjord,3699,1171,41568
Jammerbugt,3036,1120,38112
Ålborg,17756,6846,219721
Hjørring,5876,2217,64120
