"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,50258,19257,590421
Midtjylland,106193,41625,1332673
Syddanmark,101032,40314,1223702
Hovedstaden,139257,60281,1855431
Sjælland,69690,25543,839087
