"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,50258,19257,8.5,3.3,590421
Midtjylland,106193,41625,8.0,3.1,1332673
Syddanmark,101032,40314,8.3,3.3,1223702
Hovedstaden,139257,60281,7.5,3.2,1855431
Sjælland,69690,25543,8.3,3.0,839087
