"dato","kommunenavn","sex","Paabegyndt vacc. idag","Faerdigvacc. idag","Paabegyndt vacc. igaar","Faerdigvacc. igaar","Paabegyndt vacc. difference","Faerdigvaccineret difference"
2021-03-03,København,K,23560,11548,22231,11503,1329,45
2021-03-03,København,M,12720,5501,12007,5478,713,23
2021-03-03,Frederiksberg,K,5066,2373,4878,2364,188,9
2021-03-03,Frederiksberg,M,2701,1148,2590,1147,111,1
2021-03-03,Ballerup,K,2563,957,2431,955,132,2
2021-03-03,Ballerup,M,1278,405,1214,404,64,1
2021-03-03,Brøndby,K,1937,730,1848,724,89,6
2021-03-03,Brøndby,M,955,305,901,303,54,2
2021-03-03,Dragør,K,759,305,738,304,21,1
2021-03-03,Dragør,M,443,132,428,133,15,-1
2021-03-03,Gentofte,K,4006,1933,3841,1930,165,3
2021-03-03,Gentofte,M,2029,888,1940,884,89,4
2021-03-03,Gladsaxe,K,3918,1788,3726,1783,192,5
2021-03-03,Gladsaxe,M,1755,710,1679,709,76,1
2021-03-03,Glostrup,K,1531,736,1477,728,54,8
2021-03-03,Glostrup,M,770,386,744,385,26,1
2021-03-03,Herlev,K,1849,844,1758,840,91,4
2021-03-03,Herlev,M,731,275,701,274,30,1
2021-03-03,Albertslund,K,1433,677,1384,674,49,3
2021-03-03,Albertslund,M,777,335,748,333,29,2
2021-03-03,Hvidovre,K,3234,1502,3066,1496,168,6
2021-03-03,Hvidovre,M,1592,629,1528,623,64,6
2021-03-03,Høje Tåstrup,K,2570,1197,2467,1180,103,17
2021-03-03,Høje Tåstrup,M,1477,712,1442,697,35,15
2021-03-03,Lyngby-Taarbæk,K,3395,1365,3259,1361,136,4
2021-03-03,Lyngby-Taarbæk,M,1563,597,1497,595,66,2
2021-03-03,Rødovre,K,2247,874,2154,870,93,4
2021-03-03,Rødovre,M,956,329,917,328,39,1
2021-03-03,Ishøj,K,1058,458,1009,457,49,1
2021-03-03,Ishøj,M,542,217,521,216,21,1
2021-03-03,Tårnby,K,2331,1026,2156,1014,175,12
2021-03-03,Tårnby,M,1151,371,1081,369,70,2
2021-03-03,Vallensbæk,K,860,345,824,344,36,1
2021-03-03,Vallensbæk,M,520,219,507,217,13,2
2021-03-03,Furesø,K,2478,1029,2385,1025,93,4
2021-03-03,Furesø,M,1207,450,1169,446,38,4
2021-03-03,Allerød,K,1494,577,1427,576,67,1
2021-03-03,Allerød,M,800,264,785,261,15,3
2021-03-03,Fredensborg,K,2344,1092,2218,1088,126,4
2021-03-03,Fredensborg,M,1213,469,1171,468,42,1
2021-03-03,Helsingør,K,3779,1582,3563,1577,216,5
2021-03-03,Helsingør,M,1968,727,1881,726,87,1
2021-03-03,Hillerød,K,3299,1610,3099,1601,200,9
2021-03-03,Hillerød,M,1616,666,1556,662,60,4
2021-03-03,Hørsholm,K,1575,679,1505,676,70,3
2021-03-03,Hørsholm,M,879,318,843,318,36,0
2021-03-03,Rudersdal,K,3296,1371,3145,1372,151,-1
2021-03-03,Rudersdal,M,1791,630,1724,629,67,1
2021-03-03,Egedal,K,2190,895,2092,892,98,3
2021-03-03,Egedal,M,1005,309,964,306,41,3
2021-03-03,Frederikssund,K,2794,1077,2671,1065,123,12
2021-03-03,Frederikssund,M,1292,473,1256,455,36,18
2021-03-03,Greve,K,2396,1064,2287,1058,109,6
2021-03-03,Greve,M,1264,394,1220,384,44,10
2021-03-03,Køge,K,3229,1421,3142,1402,87,19
2021-03-03,Køge,M,1495,470,1458,459,37,11
2021-03-03,Halsnæs,K,1849,776,1685,773,164,3
2021-03-03,Halsnæs,M,958,330,910,328,48,2
2021-03-03,Roskilde,K,5011,2160,4895,2134,116,26
2021-03-03,Roskilde,M,2358,766,2293,757,65,9
2021-03-03,Solrød,K,1097,509,1069,501,28,8
2021-03-03,Solrød,M,588,182,572,181,16,1
2021-03-03,Gribskov,K,2432,1073,2282,1056,150,17
2021-03-03,Gribskov,M,1338,524,1289,520,49,4
2021-03-03,Odsherred,K,1937,667,1916,653,21,14
2021-03-03,Odsherred,M,1045,327,1034,317,11,10
2021-03-03,Holbæk,K,4294,1711,4246,1685,48,26
2021-03-03,Holbæk,M,1941,614,1914,593,27,21
2021-03-03,Faxe,K,1894,744,1843,742,51,2
2021-03-03,Faxe,M,949,250,917,247,32,3
2021-03-03,Kalundborg,K,2650,807,2621,789,29,18
2021-03-03,Kalundborg,M,1199,300,1174,292,25,8
2021-03-03,Ringsted,K,1773,708,1747,701,26,7
2021-03-03,Ringsted,M,767,245,747,244,20,1
2021-03-03,Slagelse,K,4913,1864,4848,1818,65,46
2021-03-03,Slagelse,M,2126,646,2079,628,47,18
2021-03-03,Stevns,K,1213,468,1187,466,26,2
2021-03-03,Stevns,M,619,132,598,132,21,0
2021-03-03,Sorø,K,1786,668,1765,656,21,12
2021-03-03,Sorø,M,800,237,782,234,18,3
