"Vaccinedato","geo","Antal påbegyndt vacc. personer","Antal borgere","Påbegyndtvacc. (%)","Kumuleret antal påbegyndt vacc."
2020-12-17,Nationalt,1,5849123,0.00,1
2020-12-19,Nationalt,1,5849123,0.00,2
2020-12-21,Nationalt,1,5849123,0.00,3
2020-12-22,Nationalt,1,5849123,0.00,4
2020-12-23,Nationalt,3,5849123,0.00,7
2020-12-24,Nationalt,1,5849123,0.00,8
2020-12-26,Nationalt,1,5849123,0.00,9
2020-12-27,Nationalt,6275,5849123,0.11,6284
2020-12-28,Nationalt,2001,5849123,0.14,8285
2020-12-29,Nationalt,8709,5849123,0.29,16994
2020-12-30,Nationalt,11139,5849123,0.48,28133
2020-12-31,Nationalt,5958,5849123,0.58,34091
2021-01-01,Nationalt,2270,5849123,0.62,36361
2021-01-02,Nationalt,8552,5849123,0.77,44913
2021-01-03,Nationalt,5762,5849123,0.87,50675
2021-01-04,Nationalt,2397,5849123,0.91,53072
2021-01-05,Nationalt,13108,5849123,1.13,66180
2021-01-06,Nationalt,19124,5849123,1.46,85304
2021-01-07,Nationalt,16952,5849123,1.75,102256
2021-01-08,Nationalt,8199,5849123,1.89,110455
2021-01-09,Nationalt,1876,5849123,1.92,112331
2021-01-10,Nationalt,817,5849123,1.93,113148
2021-01-11,Nationalt,659,5849123,1.95,113807
2021-01-12,Nationalt,459,5849123,1.95,114266
2021-01-13,Nationalt,12548,5849123,2.17,126814
2021-01-14,Nationalt,17595,5849123,2.47,144409
2021-01-15,Nationalt,14915,5849123,2.72,159324
2021-01-16,Nationalt,4515,5849123,2.80,163839
2021-01-17,Nationalt,2443,5849123,2.84,166282
2021-01-18,Nationalt,3777,5849123,2.91,170059
2021-01-19,Nationalt,2429,5849123,2.95,172488
2021-01-20,Nationalt,1481,5849123,2.97,173969
2021-01-21,Nationalt,1491,5849123,3.00,175460
2021-01-22,Nationalt,654,5849123,3.01,176114
2021-01-23,Nationalt,725,5849123,3.02,176839
2021-01-24,Nationalt,591,5849123,3.03,177430
2021-01-25,Nationalt,274,5849123,3.04,177704
2021-01-26,Nationalt,209,5849123,3.04,177913
2021-01-27,Nationalt,200,5849123,3.05,178113
2021-01-28,Nationalt,216,5849123,3.05,178329
2021-01-29,Nationalt,1086,5849123,3.07,179415
2021-01-30,Nationalt,1180,5849123,3.09,180595
2021-01-31,Nationalt,1186,5849123,3.11,181781
2021-02-01,Nationalt,746,5849123,3.12,182527
2021-02-02,Nationalt,1986,5849123,3.15,184513
2021-02-03,Nationalt,1504,5849123,3.18,186017
2021-02-04,Nationalt,1400,5849123,3.20,187417
2021-02-05,Nationalt,1558,5849123,3.23,188975
2021-02-06,Nationalt,1001,5849123,3.25,189976
2021-02-07,Nationalt,1872,5849123,3.28,191848
2021-02-08,Nationalt,2503,5849123,3.32,194351
2021-02-09,Nationalt,3511,5849123,3.38,197862
2021-02-10,Nationalt,3261,5849123,3.44,201123
2021-02-11,Nationalt,5674,5849123,3.54,206797
2021-02-12,Nationalt,12058,5849123,3.74,218855
2021-02-13,Nationalt,6524,5849123,3.85,225379
2021-02-14,Nationalt,6196,5849123,3.96,231575
2021-02-15,Nationalt,13736,5849123,4.19,245311
2021-02-16,Nationalt,13165,5849123,4.42,258476
2021-02-17,Nationalt,10405,5849123,4.60,268881
2021-02-18,Nationalt,11439,5849123,4.79,280320
2021-02-19,Nationalt,13826,5849123,5.03,294146
2021-02-20,Nationalt,10427,5849123,5.21,304573
2021-02-21,Nationalt,10729,5849123,5.39,315302
2021-02-22,Nationalt,13458,5849123,5.62,328760
2021-02-23,Nationalt,14332,5849123,5.87,343092
2021-02-24,Nationalt,13660,5849123,6.10,356752
2021-02-25,Nationalt,14503,5849123,6.35,371255
2021-02-26,Nationalt,35944,5849123,6.96,407199
2021-02-27,Nationalt,6635,5849123,7.08,413834
2021-02-28,Nationalt,10923,5849123,7.26,424757
2021-03-01,Nationalt,19682,5849123,7.60,444439
2021-03-02,Nationalt,16679,5849123,7.88,461118
2021-03-03,Nationalt,12972,5849123,8.11,474090
2021-03-04,Nationalt,17420,5849123,8.40,491510
2021-03-05,Nationalt,16569,5849123,8.69,508079
2021-03-06,Nationalt,14591,5849123,8.94,522670
2021-03-07,Nationalt,12003,5849123,9.14,534673
2021-03-08,Nationalt,9578,5849123,9.30,544251
2021-03-09,Nationalt,10888,5849123,9.49,555139
2021-03-10,Nationalt,12050,5849123,9.70,567189
2021-03-11,Nationalt,4561,5849123,9.77,571750
2021-03-12,Nationalt,3347,5849123,9.83,575097
2021-03-13,Nationalt,4516,5849123,9.91,579613
2021-03-14,Nationalt,1231,5849123,9.93,580844
2021-03-15,Nationalt,2821,5849123,9.98,583665
2021-03-16,Nationalt,6813,5849123,10.1,590478
2021-03-17,Nationalt,10753,5849123,10.3,601231
2021-03-18,Nationalt,14677,5849123,10.5,615908
2021-03-19,Nationalt,7842,5849123,10.7,623750
2021-03-20,Nationalt,2964,5849123,10.7,626714
2021-03-21,Nationalt,4973,5849123,10.8,631687
2021-03-22,Nationalt,4102,5849123,10.9,635789
2021-03-23,Nationalt,6135,5849123,11.0,641924
2021-03-24,Nationalt,9881,5849123,11.1,651805
2021-03-25,Nationalt,7754,5849123,11.3,659559
2021-03-26,Nationalt,6179,5849123,11.4,665738
2021-03-27,Nationalt,9998,5849123,11.6,675736
2021-03-28,Nationalt,10798,5849123,11.7,686534
2021-03-29,Nationalt,18012,5849123,12.0,704546
2021-03-30,Nationalt,21688,5849123,12.4,726234
2021-03-31,Nationalt,13116,5849123,12.6,739350
2021-04-01,Nationalt,4208,5849123,12.7,743558
2021-04-02,Nationalt,4901,5849123,12.8,748459
2021-04-03,Nationalt,12135,5849123,13.0,760594
2021-04-04,Nationalt,11695,5849123,13.2,772289
2021-04-05,Nationalt,12332,5849123,13.4,784621
2021-04-06,Nationalt,16027,5849123,13.7,800648
2021-04-07,Nationalt,16650,5849123,14.0,817298
2021-04-08,Nationalt,13753,5849123,14.2,831051
2021-04-09,Nationalt,16499,5849123,14.5,847550
2021-04-10,Nationalt,16781,5849123,14.8,864331
2021-04-11,Nationalt,14901,5849123,15.0,879232
2021-04-12,Nationalt,94148,5849123,16.6,973380
2021-04-13,Nationalt,18534,5849123,17.0,991914
2021-04-14,Nationalt,11441,5849123,17.2,1003355
2021-04-15,Nationalt,15317,5849123,17.4,1018672
2021-04-16,Nationalt,17442,5849123,17.7,1036114
2021-04-17,Nationalt,18821,5849123,18.0,1054935
2021-04-18,Nationalt,14504,5849123,18.3,1069439
2021-04-19,Nationalt,24829,5849123,18.7,1094268
2021-04-20,Nationalt,22039,5849123,19.1,1116307
2021-04-21,Nationalt,22516,5849123,19.5,1138823
2021-04-22,Nationalt,28232,5849123,20.0,1167055
2021-04-23,Nationalt,22182,5849123,20.3,1189237
2021-04-24,Nationalt,14922,5849123,20.6,1204159
2021-04-25,Nationalt,15214,5849123,20.8,1219373
2021-04-26,Nationalt,31515,5849123,21.4,1250888
2021-04-27,Nationalt,26601,5849123,21.8,1277489
2021-04-28,Nationalt,24142,5849123,22.3,1301631
2021-04-29,Nationalt,25935,5849123,22.7,1327566
2021-04-30,Nationalt,13435,5849123,22.9,1341001
2021-05-01,Nationalt,7298,5849123,23.1,1348299
2021-05-02,Nationalt,16667,5849123,23.3,1364966
2021-05-03,Nationalt,20456,5849123,23.7,1385422
2021-05-04,Nationalt,27650,5849123,24.2,1413072
2021-05-05,Nationalt,26827,5849123,24.6,1439899
2021-05-06,Nationalt,21533,5849123,25.0,1461432
2021-05-07,Nationalt,16491,5849123,25.3,1477923
2021-05-08,Nationalt,9445,5849123,25.4,1487368
2021-05-09,Nationalt,15911,5849123,25.7,1503279
2021-05-10,Nationalt,26557,5849123,26.2,1529836
