"Vaccinenavn";"Regionsnavn";"Antal første vacc.";"Antal faerdigvacc."
AstraZeneca Covid-19 vaccine;Nordjylland;17039;106
AstraZeneca Covid-19 vaccine;Midtjylland;34065;259
AstraZeneca Covid-19 vaccine;Syddanmark;30852;495
AstraZeneca Covid-19 vaccine;Hovedstaden;46541;1191
AstraZeneca Covid-19 vaccine;Sjælland;24019;469
Janssen COVID-19 vaccine;Nordjylland;3697;3697
Janssen COVID-19 vaccine;Midtjylland;9921;9921
Janssen COVID-19 vaccine;Syddanmark;7681;7681
Janssen COVID-19 vaccine;Hovedstaden;22874;22874
Janssen COVID-19 vaccine;Sjælland;2865;2865
Moderna Covid-19 Vaccine;Nordjylland;71578;70890
Moderna Covid-19 Vaccine;Midtjylland;127743;126438
Moderna Covid-19 Vaccine;Syddanmark;136497;163765
Moderna Covid-19 Vaccine;Hovedstaden;153532;151644
Moderna Covid-19 Vaccine;Sjælland;85326;106280
Pfizer BioNTech Covid-19 vacc;Nordjylland;407532;415257
Pfizer BioNTech Covid-19 vacc;Midtjylland;952413;966227
Pfizer BioNTech Covid-19 vacc;Syddanmark;849982;834141
Pfizer BioNTech Covid-19 vacc;Hovedstaden;1278562;1290110
Pfizer BioNTech Covid-19 vacc;Sjælland;583290;572258
