"Kommunenavn";"Antal første vacc.";"Antal faerdigvacc.";"Antal 1. revacc.";"Vacc.dækning foerste vacc. (%)";"Vacc.dækning faerdigvacc. (%)";"Vacc.dækning 1. revacc. (%)";"Antal borgere"
København;508060;495699;350722;78.7;76.8;54.4;645271
Frederiksberg;86819;85021;64042;83.8;82.1;61.8;103601
Ballerup;39017;38085;28509;79.3;77.4;57.9;49216
Brøndby;25887;25088;17967;72.4;70.1;50.2;35777
Dragør;12282;11968;9093;84.0;81.8;62.2;14622
Gentofte;62252;60858;45775;83.8;81.9;61.6;74267
Gladsaxe;55551;54111;39223;80.2;78.1;56.6;69283
Glostrup;18251;17779;12893;77.8;75.8;55.0;23452
Herlev;22679;22024;16179;78.6;76.4;56.1;28839
Albertslund;20659;19980;13856;74.7;72.3;50.1;27650
Hvidovre;41531;40295;29023;78.0;75.7;54.5;53230
Høje Tåstrup;39708;38587;27433;74.8;72.7;51.7;53101
Lyngby-Taarbæk;48670;47497;35624;84.3;82.2;61.7;57752
Rødovre;32164;31245;22609;77.6;75.4;54.5;41463
Ishøj;16163;15653;10520;69.6;67.4;45.3;23230
Tårnby;34253;33408;24611;80.2;78.2;57.6;42704
Vallensbæk;12568;12219;8721;76.1;74.0;52.8;16522
Furesø;34254;33451;25217;82.8;80.8;60.9;41378
Allerød;22003;21573;16494;85.2;83.5;63.8;25835
Fredensborg;33569;32850;24967;81.4;79.7;60.6;41228
Helsingør;51720;50654;39019;82.3;80.6;62.1;62846
Hillerød;44084;43196;32564;82.7;81.0;61.1;53305
Hørsholm;21136;20725;16226;85.4;83.8;65.6;24736
Rudersdal;48496;47462;36398;84.7;82.9;63.6;57245
Egedal;36957;36200;26886;83.2;81.5;60.5;44411
Frederikssund;38546;37773;29023;84.1;82.4;63.3;45820
Greve;40773;39861;29709;80.2;78.4;58.5;50820
Køge;50459;49264;37159;81.8;79.9;60.3;61652
Halsnæs;25997;25452;19859;83.0;81.3;63.4;31325
Roskilde;75084;73598;55770;83.9;82.2;62.3;89498
Solrød;19507;19097;14235;81.9;80.2;59.8;23821
Gribskov;34175;33533;26319;83.0;81.5;64.0;41153
Odsherred;27657;27214;21703;84.2;82.9;66.1;32828
Holbæk;60696;59539;45041;83.3;81.7;61.8;72883
Faxe;30451;29811;22774;81.9;80.2;61.3;37166
Kalundborg;39816;39073;30216;82.3;80.8;62.5;48365
Ringsted;28212;27626;20721;80.3;78.6;58.9;35153
Slagelse;65040;63665;48584;81.6;79.9;60.9;79723
Stevns;19485;19081;14867;82.9;81.2;63.3;23499
Sorø;25204;24775;18932;84.0;82.6;63.1;29998
Lejre;23735;23306;17874;83.1;81.6;62.5;28576
Lolland;32865;32280;25383;82.0;80.5;63.3;40087
Næstved;69291;68009;51768;82.6;81.1;61.7;83891
Guldborgsund;49761;48917;38271;82.5;81.1;63.5;60298
Vordingborg;37464;36756;28590;82.7;81.1;63.1;45310
Bornholm;34058;33433;26914;85.9;84.4;67.9;39628
Middelfart;33945;33353;26149;85.6;84.1;66.0;39649
Assens;35017;34359;26504;85.6;84.0;64.8;40919
Faaborg-Midtfyn;44257;43421;33378;85.4;83.8;64.4;51824
Kerteminde;20532;20137;15635;85.5;83.8;65.1;24016
Nyborg;27568;27080;20882;85.8;84.3;65.0;32125
Odense;172369;168893;126135;83.7;82.0;61.2;206005
Svendborg;50594;49738;38188;85.5;84.0;64.5;59196
Nordfyn;25004;24486;18773;84.1;82.4;63.1;29733
Langeland;10577;10424;8521;85.9;84.6;69.2;12319
Ærø;5287;5192;4345;87.7;86.1;72.1;6029
Haderslev;45664;44815;33858;82.6;81.1;61.2;55287
Billund;22205;21820;16657;83.3;81.8;62.5;26672
Sønderborg;61693;60599;46737;83.7;82.2;63.4;73749
Tønder;29965;29403;22422;81.4;79.9;60.9;36811
Esbjerg;95803;94084;70831;82.9;81.5;61.3;115510
Fanø;2965;2926;2383;86.7;85.6;69.7;3418
Varde;41219;40441;31119;83.0;81.4;62.7;49670
Vejen;35012;34295;25706;82.2;80.5;60.3;42595
Aabenraa;47297;46516;35488;80.6;79.3;60.5;58684
Fredericia;43084;42294;32489;83.5;81.9;62.9;51615
Horsens;77023;75556;56183;81.4;79.9;59.4;94601
Kolding;77000;75653;55777;82.3;80.9;59.6;93545
Vejle;97955;96153;71114;82.2;80.7;59.7;119174
Herning;74697;73353;54775;83.7;82.2;61.4;89269
