"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,59440,29992,9.3,4.7,638784
Frederiksberg,13205,6938,12.8,6.7,103293
Ballerup,6916,3523,14.1,7.2,49074
Brøndby,4993,2787,14.1,7.9,35413
Dragør,2118,1179,14.5,8.1,14562
Gentofte,10403,5877,14.0,7.9,74368
Gladsaxe,8984,5029,13.0,7.3,69168
Glostrup,3539,2181,15.1,9.3,23480
Herlev,4245,2370,14.7,8.2,28827
Albertslund,3623,2074,13.3,7.6,27175
Hvidovre,7421,4467,13.9,8.4,53335
Høje Tåstrup,6807,3713,13.0,7.1,52186
Lyngby-Taarbæk,7894,4536,13.9,8.0,56926
Rødovre,5419,2956,13.2,7.2,41208
Ishøj,2658,1419,11.5,6.1,23081
Tårnby,5630,3168,13.2,7.4,42698
Vallensbæk,2344,1267,14.2,7.7,16540
Furesø,6021,3434,14.7,8.4,40947
Allerød,3666,2099,14.2,8.1,25876
Fredensborg,5889,3444,14.4,8.4,41028
Helsingør,9581,5268,15.2,8.4,63050
Hillerød,8034,4355,15.5,8.4,51710
Hørsholm,4019,2431,16.2,9.8,24824
Rudersdal,8586,4931,15.1,8.6,57027
Egedal,5561,2742,12.7,6.3,43689
Frederikssund,7119,3753,15.6,8.2,45612
Greve,6387,3314,12.6,6.6,50549
Køge,7964,4049,12.9,6.6,61543
Halsnæs,5142,2539,16.4,8.1,31447
Roskilde,12270,6347,13.8,7.2,88765
Solrød,2862,1541,12.2,6.6,23463
Gribskov,6494,3396,15.8,8.3,41029
Odsherred,5337,2465,16.2,7.5,32911
Holbæk,10362,4921,14.4,6.8,72041
Faxe,4901,2459,13.3,6.7,36776
Kalundborg,6837,3138,14.1,6.5,48438
Ringsted,4225,2027,12.1,5.8,34987
Slagelse,12362,5235,15.6,6.6,79278
Stevns,3419,1601,14.7,6.9,23206
Sorø,4614,1994,15.4,6.7,29944
Lejre,4006,1970,14.1,6.9,28352
Lolland,6277,2891,15.5,7.2,40390
Næstved,12163,5893,14.6,7.1,83316
Guldborgsund,10089,4654,16.7,7.7,60338
Vordingborg,6889,3113,15.2,6.9,45220
Bornholm,6827,3288,17.2,8.3,39734
Middelfart,5716,3380,14.6,8.6,39284
Assens,5301,2732,13.0,6.7,40883
Faaborg-Midtfyn,6838,3640,13.2,7.0,51645
Kerteminde,3413,1732,14.3,7.3,23838
Nyborg,4642,2115,14.5,6.6,31959
Odense,26492,13494,12.9,6.6,205023
Svendborg,8951,5206,15.2,8.8,58834
Nordfyn,3873,2018,13.1,6.8,29525
Langeland,2024,1066,16.4,8.6,12360
Ærø,963,566,16.1,9.4,5997
Haderslev,6202,3809,11.2,6.9,55318
Billund,3104,1873,11.7,7.1,26501
Sønderborg,9187,5556,12.4,7.5,73810
Tønder,4080,2685,11.0,7.3,37020
Esbjerg,16124,9034,14.0,7.8,115566
Fanø,469,306,13.6,8.9,3447
Varde,6613,4002,13.3,8.1,49678
Vejen,5380,3390,12.6,7.9,42790
Aabenraa,6000,3674,10.2,6.3,58578
Fredericia,6895,4223,13.4,8.2,51375
Horsens,11033,5545,11.9,6.0,92596
Kolding,10779,6740,11.6,7.2,93105
Vejle,14722,8378,12.5,7.1,117531
Herning,12317,6699,13.8,7.5,89301
Holstebro,8540,4462,14.6,7.6,58690
Lemvig,3062,1659,15.7,8.5,19562
Struer,3274,1814,15.7,8.7,20816
Syddjurs,5963,3200,13.8,7.4,43302
Norddjurs,5490,3127,14.8,8.5,36983
Favrskov,5995,3186,12.4,6.6,48500
Odder,3389,1884,14.7,8.2,23027
Randers,13097,7073,13.3,7.2,98327
Silkeborg,12911,6666,13.5,6.9,95961
Samsø,711,465,19.3,12.6,3692
Skanderborg,7632,3780,12.0,6.0,63467
Århus,40760,20043,11.6,5.7,352427
Ikast-Brande,5322,2755,12.8,6.6,41554
Ringkøbing-Skjern,8099,4320,14.4,7.7,56144
Hedensted,6012,3155,12.8,6.7,46878
Morsø,3191,2005,15.9,10.0,20071
Skive,6830,3896,15.0,8.6,45411
Thisted,5646,3130,13.1,7.3,43131
Viborg,13805,7763,14.3,8.0,96677
Brønderslev,5035,2566,13.9,7.1,36141
Frederikshavn,8220,4575,13.9,7.8,58954
Vesthimmerland,5370,2701,14.8,7.4,36355
Læsø,403,188,22.7,10.6,1777
Rebild,3724,1965,12.2,6.4,30520
Mariagerfjord,5694,3136,13.7,7.5,41584
Jammerbugt,5005,2493,13.1,6.5,38165
Aalborg,27825,14429,12.7,6.6,219635
Hjørring,9714,4900,15.1,7.6,64122
