"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,59440,29992,638784
Frederiksberg,13205,6938,103293
Ballerup,6916,3523,49074
Brøndby,4993,2787,35413
Dragør,2118,1179,14562
Gentofte,10403,5877,74368
Gladsaxe,8984,5029,69168
Glostrup,3539,2181,23480
Herlev,4245,2370,28827
Albertslund,3623,2074,27175
Hvidovre,7421,4467,53335
Høje-Taastrup,6807,3713,52186
Lyngby-Taarbæk,7894,4536,56926
Rødovre,5419,2956,41208
Ishøj,2658,1419,23081
Tårnby,5630,3168,42698
Vallensbæk,2344,1267,16540
Furesø,6021,3434,40947
Allerød,3666,2099,25876
Fredensborg,5889,3444,41028
Helsingør,9581,5268,63050
Hillerød,8034,4355,51710
Hørsholm,4019,2431,24824
Rudersdal,8586,4931,57027
Egedal,5561,2742,43689
Frederikssund,7119,3753,45612
Greve,6387,3314,50549
Køge,7964,4049,61543
Frederiksværk-Hundested,5142,2539,31447
Roskilde,12270,6347,88765
Solrød,2862,1541,23463
Gribskov,6494,3396,41029
Odsherred,5337,2465,32911
Holbæk,10362,4921,72041
Faxe,4901,2459,36776
Kalundborg,6837,3138,48438
Ringsted,4225,2027,34987
Slagelse,12362,5235,79278
Stevns,3419,1601,23206
Sorø,4614,1994,29944
Lejre,4006,1970,28352
Lolland,6277,2891,40390
Næstved,12163,5893,83316
Guldborgsund,10089,4654,60338
Vordingborg,6889,3113,45220
Bornholm,6827,3288,39734
Middelfart,5716,3380,39284
Assens,5301,2732,40883
Faaborg-Midtfyn,6838,3640,51645
Kerteminde,3413,1732,23838
Nyborg,4642,2115,31959
Odense,26492,13494,205023
Svendborg,8951,5206,58834
Nordfyns,3873,2018,29525
Langeland,2024,1066,12360
Ærø,963,566,5997
Haderslev,6202,3809,55318
Billund,3104,1873,26501
Sønderborg,9187,5556,73810
Tønder,4080,2685,37020
Esbjerg,16124,9034,115566
Fanø,469,306,3447
Varde,6613,4002,49678
Vejen,5380,3390,42790
Aabenraa,6000,3674,58578
Fredericia,6895,4223,51375
Horsens,11033,5545,92596
Kolding,10779,6740,93105
Vejle,14722,8378,117531
Herning,12317,6699,89301
Holstebro,8540,4462,58690
Lemvig,3062,1659,19562
Struer,3274,1814,20816
Syddjurs,5963,3200,43302
Norddjurs,5490,3127,36983
Favrskov,5995,3186,48500
Odder,3389,1884,23027
Randers,13097,7073,98327
Silkeborg,12911,6666,95961
Samsø,711,465,3692
Skanderborg,7632,3780,63467
Århus,40760,20043,352427
Ikast-Brande,5322,2755,41554
Ringkøbing-Skjern,8099,4320,56144
Hedensted,6012,3155,46878
Morsø,3191,2005,20071
Skive,6830,3896,45411
Thisted,5646,3130,43131
Viborg,13805,7763,96677
Brønderslev-Dronninglund,5035,2566,36141
Frederikshavn,8220,4575,58954
Vesthimmerlands,5370,2701,36355
Læsø,403,188,1777
Rebild,3724,1965,30520
Mariagerfjord,5694,3136,41584
Jammerbugt,5005,2493,38165
Ålborg,27825,14429,219635
Hjørring,9714,4900,64122
