"Regionsnavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
Nordjylland,146977,80719,590280
Midtjylland,313795,167123,1334053
Syddanmark,301583,142937,1224519
Hovedstaden,442257,224492,1856380
Sjælland,210505,124913,840328
