"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,146977,80719,24.9,13.7,590280
Midtjylland,313795,167123,23.5,12.5,1334053
Syddanmark,301583,142937,24.6,11.7,1224519
Hovedstaden,442257,224492,23.8,12.1,1856380
Sjælland,210505,124913,25.1,14.9,840328
