"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,105529,51584,638604
Frederiksberg,24286,12669,103194
Ballerup,13134,6791,49045
Brøndby,9171,5149,35386
Dragør,4467,2355,14574
Gentofte,20183,10509,74253
Gladsaxe,16647,8348,68953
Glostrup,6126,3438,23495
Herlev,7740,3943,28748
Albertslund,6722,3735,27181
Hvidovre,13188,7343,53273
Høje-Taastrup,12462,7281,52261
Lyngby-Taarbæk,14844,7722,57061
Rødovre,10161,5170,41186
Ishøj,5213,2828,23061
Tårnby,11080,5655,42720
Vallensbæk,4264,2558,16567
Furesø,11739,6009,41081
Allerød,7279,3630,25923
Fredensborg,12569,5817,41002
Helsingør,20336,9345,63116
Hillerød,14705,7518,51829
Hørsholm,8443,4260,24854
Rudersdal,16340,8687,57061
Egedal,11342,5711,43940
Frederikssund,14320,7856,45696
Greve,12391,6810,50623
Køge,14106,7920,61555
Frederiksværk-Hundested,11013,5381,31485
Roskilde,20897,12322,88798
Solrød,5410,2985,23491
Gribskov,14528,6477,41081
Odsherred,10466,5898,32908
Holbæk,17996,10528,72222
Faxe,8738,5022,36844
Kalundborg,12205,7415,48399
Ringsted,7015,4164,35022
Slagelse,20123,12180,79403
Stevns,6121,3454,23253
Sorø,7421,4549,29935
Lejre,7340,4179,28461
Lolland,11001,6741,40359
Næstved,19931,12497,83421
Guldborgsund,17075,10512,60400
Vordingborg,12269,7737,45234
Bornholm,14426,6723,39750
Middelfart,10704,4990,39352
Assens,10921,4638,40873
Faaborg-Midtfyn,13878,6049,51714
Kerteminde,6813,3162,23863
Nyborg,8559,3932,32029
Odense,47592,22821,204881
Svendborg,15995,7779,58829
Nordfyns,7782,3518,29543
Langeland,3972,1754,12346
Ærø,2040,1001,6007
Haderslev,12930,5340,55365
Billund,6178,3186,26520
Sønderborg,18398,8321,73779
Tønder,8789,3706,37007
Esbjerg,29209,16094,115611
Fanø,1213,659,3443
Varde,12580,6895,49724
Vejen,9769,5353,42814
Aabenraa,14042,5101,58563
Fredericia,12607,6139,51422
Horsens,20397,10386,92746
Kolding,20701,9843,93090
Vejle,26911,12656,117744
Herning,21494,12625,89368
Holstebro,14793,8421,58684
Lemvig,5606,3332,19519
Struer,6158,3448,20827
Syddjurs,12365,5728,43409
Norddjurs,10986,5077,36981
Favrskov,11326,5670,48527
Odder,6183,3356,23062
Randers,23943,12256,98405
Silkeborg,22952,12272,96076
Samsø,1182,655,3712
Skanderborg,14113,7414,63598
Århus,68180,36730,352311
Ikast-Brande,10074,5656,41601
Ringkøbing-Skjern,14493,7615,56223
Hedensted,11393,5752,46955
Morsø,5757,3446,20082
Skive,12890,7316,45347
Thisted,11680,6399,43144
Viborg,25267,13414,96702
Brønderslev-Dronninglund,8689,4736,36076
Frederikshavn,16720,9286,58948
Vesthimmerlands,10137,6144,36371
Læsø,840,392,1777
Rebild,6994,3836,30505
Mariagerfjord,11200,6368,41587
Jammerbugt,9410,4916,38173
Ålborg,48490,26240,219537
Hjørring,17060,8956,64080
