"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,94743,42020,14.8,6.6,638142
Frederiksberg,22008,10495,21.3,10.2,103164
Ballerup,11958,5581,24.4,11.4,49046
Brøndby,8427,4123,23.9,11.7,35311
Dragør,4073,1843,28.0,12.7,14542
Gentofte,18210,8810,24.5,11.9,74250
Gladsaxe,15119,6963,21.9,10.1,68949
Glostrup,5653,2870,24.1,12.2,23486
Herlev,7003,3317,24.3,11.5,28788
Albertslund,6201,2998,22.8,11.0,27216
Hvidovre,12067,6085,22.6,11.4,53282
Høje Tåstrup,11500,5682,22.0,10.9,52176
Lyngby-Taarbæk,13456,6530,23.6,11.5,57017
Rødovre,9036,4321,22.0,10.5,41136
Ishøj,4782,2148,20.7,9.3,23051
Tårnby,9960,4590,23.3,10.8,42686
Vallensbæk,4003,1966,24.2,11.9,16544
Furesø,10730,5001,26.2,12.2,41019
Allerød,6592,2975,25.5,11.5,25869
Fredensborg,11453,4875,28.0,11.9,40975
Helsingør,18376,7760,29.1,12.3,63046
Hillerød,13398,6261,25.9,12.1,51782
Hørsholm,7812,3547,31.5,14.3,24806
Rudersdal,15059,7307,26.4,12.8,56964
Egedal,10274,4314,23.5,9.9,43796
Frederikssund,12898,5924,28.3,13.0,45619
Greve,11276,5422,22.3,10.7,50569
Køge,12762,6621,20.8,10.8,61488
Halsnæs,9836,4181,31.3,13.3,31446
Roskilde,19286,9932,21.8,11.2,88670
Solrød,4858,2413,20.7,10.3,23477
Gribskov,12971,5202,31.6,12.7,41009
Odsherred,9522,4352,28.9,13.2,32913
Holbæk,16432,8411,22.8,11.7,72053
Faxe,7682,4047,20.9,11.0,36776
Kalundborg,11147,5646,23.0,11.7,48384
Ringsted,6390,3347,18.3,9.6,34969
Slagelse,18133,9873,22.9,12.4,79302
Stevns,5506,2890,23.7,12.4,23235
Sorø,6728,3620,22.5,12.1,29928
Lejre,6536,3279,23.0,11.5,28415
Lolland,9923,5280,24.6,13.1,40349
Næstved,18278,10004,22.0,12.0,83268
Guldborgsund,15388,8410,25.5,13.9,60337
Vordingborg,11266,5713,24.9,12.6,45232
Bornholm,13151,5430,33.1,13.7,39714
Middelfart,9628,4486,24.5,11.4,39287
Assens,9653,4101,23.6,10.0,40854
Faaborg-Midtfyn,12696,5288,24.6,10.2,51650
Kerteminde,6105,2777,25.6,11.7,23830
Nyborg,7775,3475,24.3,10.9,31977
Odense,42061,19243,20.5,9.4,204712
Svendborg,15086,6993,25.7,11.9,58793
Nordfyn,6813,3057,23.1,10.4,29519
Langeland,3595,1608,29.1,13.0,12346
Ærø,1773,780,29.6,13.0,6000
Haderslev,11520,4837,20.8,8.7,55333
Billund,5309,2662,20.0,10.0,26495
Sønderborg,16074,7586,21.8,10.3,73724
Tønder,7714,3305,20.9,8.9,36994
Esbjerg,27250,12790,23.6,11.1,115525
Fanø,1103,389,32.1,11.3,3434
Varde,11461,5416,23.1,10.9,49675
Vejen,8760,4394,20.5,10.3,42775
Aabenraa,11921,4741,20.4,8.1,58563
Fredericia,11278,5461,22.0,10.6,51330
Horsens,17768,8398,19.2,9.1,92635
Kolding,18773,8617,20.2,9.3,93065
Vejle,24125,11009,20.5,9.4,117583
Herning,19690,10121,22.0,11.3,89308
Holstebro,13768,6674,23.5,11.4,58595
Lemvig,5155,2548,26.4,13.0,19527
Struer,5404,2951,25.9,14.2,20825
Syddjurs,10942,4928,25.2,11.4,43378
Norddjurs,9536,4683,25.8,12.7,36918
Favrskov,10408,4622,21.5,9.5,48479
Odder,5655,2739,24.5,11.9,23040
Randers,21757,10246,22.1,10.4,98308
Silkeborg,20801,10326,21.7,10.8,95940
Samsø,981,638,26.5,17.2,3704
Skanderborg,12989,6021,20.4,9.5,63521
Århus,63329,29846,18.0,8.5,352004
Ikast-Brande,8658,4305,20.8,10.4,41546
Ringkøbing-Skjern,13019,6629,23.2,11.8,56166
Hedensted,10149,4824,21.7,10.3,46872
Morsø,5314,2800,26.5,13.9,20076
Skive,11584,5950,25.6,13.1,45324
Thisted,10120,4830,23.5,11.2,43125
Viborg,22665,11387,23.5,11.8,96630
Brønderslev,8229,3986,22.8,11.0,36092
Frederikshavn,15043,7486,25.5,12.7,58928
Vesthimmerland,9312,4468,25.6,12.3,36333
Læsø,841,393,47.3,22.1,1777
Rebild,6338,2974,20.8,9.8,30476
Mariagerfjord,9638,4822,23.2,11.6,41549
Jammerbugt,8888,3868,23.3,10.1,38169
Aalborg,43913,20993,20.0,9.6,219337
Hjørring,15927,7550,24.9,11.8,64022
