"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,133563,64170,22.6,10.9,589884
Midtjylland,284258,137836,21.3,10.3,1332720
Syddanmark,270473,123015,22.1,10.1,1223464
Hovedstaden,400749,183119,21.6,9.9,1854831
Sjælland,191113,99260,22.8,11.8,839365
