"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,86693,37607,13.6,5.9,638790
Frederiksberg,20328,9110,19.7,8.8,103250
Ballerup,11057,4757,22.5,9.7,49094
Brøndby,7614,3593,21.5,10.2,35370
Dragør,3669,1598,25.2,11.0,14557
Gentofte,16836,7650,22.7,10.3,74311
Gladsaxe,13875,6316,20.1,9.2,68991
Glostrup,5227,2597,22.2,11.1,23499
Herlev,6436,2927,22.3,10.2,28798
Albertslund,5792,2617,21.3,9.6,27227
Hvidovre,10999,5462,20.6,10.2,53307
Høje Tåstrup,10490,4946,20.1,9.5,52231
Lyngby-Taarbæk,12357,5739,21.7,10.1,57048
Rødovre,8321,3858,20.2,9.4,41183
Ishøj,4326,1861,18.8,8.1,23070
Tårnby,8883,4012,20.8,9.4,42716
Vallensbæk,3691,1710,22.3,10.3,16550
Furesø,9877,4470,24.1,10.9,41035
Allerød,6089,2668,23.5,10.3,25885
Fredensborg,10445,4281,25.5,10.4,41012
Helsingør,16719,6702,26.5,10.6,63084
Hillerød,12316,5527,23.8,10.7,51828
Hørsholm,7256,3167,29.2,12.8,24834
Rudersdal,14016,6512,24.6,11.4,57002
Egedal,9416,3669,21.5,8.4,43850
Frederikssund,11879,4934,26.0,10.8,45648
Greve,10361,4796,20.5,9.5,50600
Køge,11773,5988,19.1,9.7,61554
Halsnæs,8776,3615,27.9,11.5,31469
Roskilde,17871,9047,20.1,10.2,88736
Solrød,4447,2184,18.9,9.3,23492
Gribskov,11615,4534,28.3,11.0,41035
Odsherred,8818,3864,26.8,11.7,32927
Holbæk,15435,7439,21.4,10.3,72108
Faxe,7119,3740,19.3,10.2,36814
Kalundborg,10600,5005,21.9,10.3,48443
Ringsted,6008,3076,17.2,8.8,34991
Slagelse,17524,8239,22.1,10.4,79347
Stevns,4902,2701,21.1,11.6,23248
Sorø,6593,3233,22.0,10.8,29949
Lejre,6092,3017,21.4,10.6,28448
Lolland,9537,4763,23.6,11.8,40362
Næstved,17149,8826,20.6,10.6,83333
Guldborgsund,14732,7182,24.4,11.9,60376
Vordingborg,10556,5002,23.3,11.1,45263
Bornholm,12369,4650,31.1,11.7,39739
Middelfart,8708,4282,22.1,10.9,39318
Assens,8334,3775,20.4,9.2,40902
Faaborg-Midtfyn,10986,4951,21.3,9.6,51696
Kerteminde,5414,2533,22.7,10.6,23843
Nyborg,7054,3291,22.0,10.3,31999
Odense,37476,17463,18.3,8.5,204877
Svendborg,13138,6787,22.3,11.5,58833
Nordfyn,6172,2750,20.9,9.3,29540
Langeland,3071,1556,24.9,12.6,12352
Ærø,1503,776,25.0,12.9,6005
Haderslev,10439,4724,18.8,8.5,55383
Billund,5066,2451,19.1,9.2,26518
Sønderborg,14208,7346,19.3,10.0,73775
Tønder,6950,3228,18.8,8.7,37027
Esbjerg,25405,11059,22.0,9.6,115602
Fanø,955,348,27.8,10.1,3439
Varde,10866,4937,21.9,9.9,49709
Vejen,8201,4089,19.2,9.6,42798
Aabenraa,10672,4671,18.2,8.0,58603
Fredericia,10314,5238,20.1,10.2,51383
Horsens,16387,7886,17.7,8.5,92708
Kolding,16426,8141,17.6,8.7,93118
Vejle,21932,10603,18.6,9.0,117638
Herning,17601,9843,19.7,11.0,89370
Holstebro,12226,6452,20.8,11.0,58643
Lemvig,4664,2534,23.9,13.0,19544
Struer,5080,2633,24.4,12.6,20831
Syddjurs,9805,4778,22.6,11.0,43406
Norddjurs,8569,4379,23.2,11.9,36951
Favrskov,9432,4433,19.4,9.1,48517
Odder,5106,2584,22.1,11.2,23053
Randers,20069,9839,20.4,10.0,98380
Silkeborg,19215,9758,20.0,10.2,96009
Samsø,975,632,26.3,17.0,3707
Skanderborg,11806,5599,18.6,8.8,63553
Århus,58310,28161,16.6,8.0,352294
Ikast-Brande,7959,4260,19.1,10.2,41601
Ringkøbing-Skjern,11651,6595,20.7,11.7,56213
Hedensted,8851,4552,18.9,9.7,46888
Morsø,4981,2642,24.8,13.2,20084
Skive,10936,5700,24.1,12.6,45367
Thisted,9259,4134,21.5,9.6,43156
Viborg,21319,10636,22.0,11.0,96710
Brønderslev,7536,3762,20.9,10.4,36120
Frederikshavn,13719,5989,23.3,10.2,58971
Vesthimmerland,8146,3968,22.4,10.9,36358
Læsø,841,392,47.3,22.0,1779
Rebild,5654,2813,18.5,9.2,30498
Mariagerfjord,8929,4513,21.5,10.9,41574
Jammerbugt,8008,3653,21.0,9.6,38189
Aalborg,38447,20221,17.5,9.2,219541
Hjørring,14515,7121,22.7,11.1,64070
