"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,120035,59208,20.3,10.0,590340
Midtjylland,259961,131254,19.5,9.8,1333745
Syddanmark,243290,114999,19.9,9.4,1224358
Hovedstaden,367367,161089,19.8,8.7,1856413
Sjælland,179517,88102,21.4,10.5,839991
