"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,86693,37607,638790
Frederiksberg,20328,9110,103250
Ballerup,11057,4757,49094
Brøndby,7614,3593,35370
Dragør,3669,1598,14557
Gentofte,16836,7650,74311
Gladsaxe,13875,6316,68991
Glostrup,5227,2597,23499
Herlev,6436,2927,28798
Albertslund,5792,2617,27227
Hvidovre,10999,5462,53307
Høje-Taastrup,10490,4946,52231
Lyngby-Taarbæk,12357,5739,57048
Rødovre,8321,3858,41183
Ishøj,4326,1861,23070
Tårnby,8883,4012,42716
Vallensbæk,3691,1710,16550
Furesø,9877,4470,41035
Allerød,6089,2668,25885
Fredensborg,10445,4281,41012
Helsingør,16719,6702,63084
Hillerød,12316,5527,51828
Hørsholm,7256,3167,24834
Rudersdal,14016,6512,57002
Egedal,9416,3669,43850
Frederikssund,11879,4934,45648
Greve,10361,4796,50600
Køge,11773,5988,61554
Frederiksværk-Hundested,8776,3615,31469
Roskilde,17871,9047,88736
Solrød,4447,2184,23492
Gribskov,11615,4534,41035
Odsherred,8818,3864,32927
Holbæk,15435,7439,72108
Faxe,7119,3740,36814
Kalundborg,10600,5005,48443
Ringsted,6008,3076,34991
Slagelse,17524,8239,79347
Stevns,4902,2701,23248
Sorø,6593,3233,29949
Lejre,6092,3017,28448
Lolland,9537,4763,40362
Næstved,17149,8826,83333
Guldborgsund,14732,7182,60376
Vordingborg,10556,5002,45263
Bornholm,12369,4650,39739
Middelfart,8708,4282,39318
Assens,8334,3775,40902
Faaborg-Midtfyn,10986,4951,51696
Kerteminde,5414,2533,23843
Nyborg,7054,3291,31999
Odense,37476,17463,204877
Svendborg,13138,6787,58833
Nordfyns,6172,2750,29540
Langeland,3071,1556,12352
Ærø,1503,776,6005
Haderslev,10439,4724,55383
Billund,5066,2451,26518
Sønderborg,14208,7346,73775
Tønder,6950,3228,37027
Esbjerg,25405,11059,115602
Fanø,955,348,3439
Varde,10866,4937,49709
Vejen,8201,4089,42798
Aabenraa,10672,4671,58603
Fredericia,10314,5238,51383
Horsens,16387,7886,92708
Kolding,16426,8141,93118
Vejle,21932,10603,117638
Herning,17601,9843,89370
Holstebro,12226,6452,58643
Lemvig,4664,2534,19544
Struer,5080,2633,20831
Syddjurs,9805,4778,43406
Norddjurs,8569,4379,36951
Favrskov,9432,4433,48517
Odder,5106,2584,23053
Randers,20069,9839,98380
Silkeborg,19215,9758,96009
Samsø,975,632,3707
Skanderborg,11806,5599,63553
Århus,58310,28161,352294
Ikast-Brande,7959,4260,41601
Ringkøbing-Skjern,11651,6595,56213
Hedensted,8851,4552,46888
Morsø,4981,2642,20084
Skive,10936,5700,45367
Thisted,9259,4134,43156
Viborg,21319,10636,96710
Brønderslev-Dronninglund,7536,3762,36120
Frederikshavn,13719,5989,58971
Vesthimmerlands,8146,3968,36358
Læsø,841,392,1779
Rebild,5654,2813,30498
Mariagerfjord,8929,4513,41574
Jammerbugt,8008,3653,38189
Ålborg,38447,20221,219541
Hjørring,14515,7121,64070
