"Kommunenavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
København,25411,16412,4.0,2.6,638568
Frederiksberg,5623,3355,5.4,3.2,103480
Ballerup,2636,1304,5.4,2.7,49167
Brøndby,2000,994,5.7,2.8,35312
Dragør,934,427,6.4,2.9,14565
Gentofte,4392,2716,5.9,3.6,74442
Gladsaxe,3945,2392,5.7,3.5,69258
Glostrup,1835,1059,7.8,4.5,23428
Herlev,1838,1069,6.4,3.7,28806
Albertslund,1705,967,6.2,3.5,27296
Hvidovre,3377,2076,6.3,3.9,53378
Høje Tåstrup,3168,1756,6.1,3.4,52024
Lyngby-Taarbæk,3536,1866,6.2,3.3,56731
Rødovre,2217,1128,5.4,2.7,41167
Ishøj,1221,652,5.3,2.8,23063
Tårnby,2306,1300,5.4,3.0,42702
Vallensbæk,1022,537,6.2,3.3,16522
Furesø,2651,1417,6.5,3.5,40962
Allerød,1503,804,5.8,3.1,25863
Fredensborg,2558,1461,6.2,3.6,41009
Helsingør,4076,2210,6.5,3.5,63025
Hillerød,3647,2200,7.1,4.3,51711
Hørsholm,1772,965,7.1,3.9,24859
Rudersdal,3687,1953,6.5,3.4,56963
Egedal,2060,1158,4.7,2.6,43699
Frederikssund,2875,1429,6.3,3.1,45488
Greve,2809,1261,5.6,2.5,50567
Køge,3961,1733,6.4,2.8,61482
Halsnæs,1876,1035,6.0,3.3,31379
Roskilde,6090,2712,6.9,3.1,88768
Solrød,1341,644,5.7,2.7,23447
Gribskov,2729,1494,6.7,3.7,40926
Odsherred,2329,813,7.1,2.5,32899
Holbæk,5046,2203,7.0,3.1,71958
Faxe,2227,955,6.1,2.6,36722
Kalundborg,3135,993,6.5,2.1,48417
Ringsted,2129,818,6.1,2.3,34860
Slagelse,5690,2199,7.2,2.8,79196
Stevns,1444,547,6.2,2.4,23109
Sorø,2032,869,6.8,2.9,30009
Lejre,1841,802,6.5,2.8,28248
Lolland,2918,917,7.2,2.3,40432
Næstved,5721,2501,6.9,3.0,83236
Guldborgsund,4762,1913,7.9,3.2,60272
Vordingborg,2963,1048,6.5,2.3,45244
Bornholm,2464,1461,6.2,3.7,39722
Middelfart,2865,1463,7.3,3.7,39198
Assens,2336,987,5.7,2.4,40849
Faaborg-Midtfyn,3192,1324,6.2,2.6,51604
Kerteminde,1429,620,6.0,2.6,23870
Nyborg,1960,762,6.1,2.4,31943
Odense,11932,6195,5.8,3.0,205078
Svendborg,5130,2681,8.7,4.6,58714
Nordfyn,1571,691,5.3,2.3,29541
Langeland,976,437,7.9,3.5,12343
Ærø,509,194,8.5,3.3,5964
Haderslev,3078,1806,5.6,3.3,55327
Billund,1465,747,5.5,2.8,26540
Sønderborg,4205,2444,5.7,3.3,73805
Tønder,2186,1247,5.9,3.4,37042
Esbjerg,8302,3742,7.2,3.2,115554
Fanø,236,122,6.8,3.5,3446
Varde,3464,1434,7.0,2.9,49657
Vejen,2762,1290,6.5,3.0,42739
Aabenraa,3073,1709,5.2,2.9,58537
Fredericia,3139,1832,6.1,3.6,51343
Horsens,5387,2614,5.8,2.8,92470
Kolding,5113,2877,5.5,3.1,93117
Vejle,6606,3676,5.6,3.1,117275
Herning,5751,3056,6.4,3.4,89237
Holstebro,3883,1849,6.6,3.2,58697
Lemvig,1217,700,6.2,3.6,19589
Struer,1358,651,6.5,3.1,20803
Syddjurs,2594,1272,6.0,2.9,43194
Norddjurs,2595,1413,7.0,3.8,36934
Favrskov,2708,1410,5.6,2.9,48414
Odder,1592,845,6.9,3.7,22984
Randers,6232,3394,6.3,3.5,98265
Silkeborg,5785,3029,6.0,3.2,95765
Samsø,478,444,13.0,12.0,3686
Skanderborg,3049,1584,4.8,2.5,63450
Århus,20000,8912,5.7,2.5,352572
Ikast-Brande,2209,1121,5.3,2.7,41539
Ringkøbing-Skjern,3418,1840,6.1,3.3,56126
Hedensted,2906,1325,6.2,2.8,46764
Morsø,1727,1029,8.6,5.1,20055
Skive,3010,1598,6.6,3.5,45417
Thisted,2599,1374,6.0,3.2,43125
Viborg,6446,3502,6.7,3.6,96605
Brønderslev,2319,1233,6.4,3.4,36127
Frederikshavn,3886,1980,6.6,3.4,58982
Vesthimmerland,2356,1183,6.5,3.3,36366
Læsø,199,102,11.2,5.8,1772
Rebild,1743,932,5.7,3.1,30526
Mariagerfjord,2513,1151,6.0,2.8,41560
Jammerbugt,2118,1120,5.6,2.9,38103
Aalborg,12825,6804,5.8,3.1,219679
Hjørring,4399,2161,6.9,3.4,64119
