"Regionsnavn","Antal første vacc.","Antal faerdigvacc.","Vacc.dækning foerste vacc. (%)","Vacc.dækning faerdigvacc. (%)","Antal borgere"
Nordjylland,36684,19069,6.2,3.2,590414
Midtjylland,80618,40559,6.1,3.0,1332511
Syddanmark,75529,38280,6.2,3.1,1223486
Hovedstaden,99064,57597,5.3,3.1,1855515
Sjælland,56438,22928,6.7,2.7,838866
