"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,3598,0
AstraZeneca Covid-19 vaccine,Midtjylland,11046,0
AstraZeneca Covid-19 vaccine,Syddanmark,11709,0
AstraZeneca Covid-19 vaccine,Hovedstaden,9522,0
AstraZeneca Covid-19 vaccine,Sjælland,11493,0
Moderna Covid-19 Vaccine,Nordjylland,3230,1
Moderna Covid-19 Vaccine,Midtjylland,1949,182
Moderna Covid-19 Vaccine,Syddanmark,4352,2144
Moderna Covid-19 Vaccine,Hovedstaden,2174,3
Moderna Covid-19 Vaccine,Sjælland,1188,3
Pfizer BioNTech Covid-19 vacc,Nordjylland,29856,19068
Pfizer BioNTech Covid-19 vacc,Midtjylland,67623,40377
Pfizer BioNTech Covid-19 vacc,Syddanmark,59468,36136
Pfizer BioNTech Covid-19 vacc,Hovedstaden,87368,57594
Pfizer BioNTech Covid-19 vacc,Sjælland,43757,22925
