"Kommunenavn","Antal første vacc. personer","Antal faerdigvacc. personer","Antal borgere"
København,25411,16412,638568
Frederiksberg,5623,3355,103480
Ballerup,2636,1304,49167
Brøndby,2000,994,35312
Dragør,934,427,14565
Gentofte,4392,2716,74442
Gladsaxe,3945,2392,69258
Glostrup,1835,1059,23428
Herlev,1838,1069,28806
Albertslund,1705,967,27296
Hvidovre,3377,2076,53378
Høje-Taastrup,3168,1756,52024
Lyngby-Taarbæk,3536,1866,56731
Rødovre,2217,1128,41167
Ishøj,1221,652,23063
Tårnby,2306,1300,42702
Vallensbæk,1022,537,16522
Furesø,2651,1417,40962
Allerød,1503,804,25863
Fredensborg,2558,1461,41009
Helsingør,4076,2210,63025
Hillerød,3647,2200,51711
Hørsholm,1772,965,24859
Rudersdal,3687,1953,56963
Egedal,2060,1158,43699
Frederikssund,2875,1429,45488
Greve,2809,1261,50567
Køge,3961,1733,61482
Frederiksværk-Hundested,1876,1035,31379
Roskilde,6090,2712,88768
Solrød,1341,644,23447
Gribskov,2729,1494,40926
Odsherred,2329,813,32899
Holbæk,5046,2203,71958
Faxe,2227,955,36722
Kalundborg,3135,993,48417
Ringsted,2129,818,34860
Slagelse,5690,2199,79196
Stevns,1444,547,23109
Sorø,2032,869,30009
Lejre,1841,802,28248
Lolland,2918,917,40432
Næstved,5721,2501,83236
Guldborgsund,4762,1913,60272
Vordingborg,2963,1048,45244
Bornholm,2464,1461,39722
Middelfart,2865,1463,39198
Assens,2336,987,40849
Faaborg-Midtfyn,3192,1324,51604
Kerteminde,1429,620,23870
Nyborg,1960,762,31943
Odense,11932,6195,205078
Svendborg,5130,2681,58714
Nordfyns,1571,691,29541
Langeland,976,437,12343
Ærø,509,194,5964
Haderslev,3078,1806,55327
Billund,1465,747,26540
Sønderborg,4205,2444,73805
Tønder,2186,1247,37042
Esbjerg,8302,3742,115554
Fanø,236,122,3446
Varde,3464,1434,49657
Vejen,2762,1290,42739
Aabenraa,3073,1709,58537
Fredericia,3139,1832,51343
Horsens,5387,2614,92470
Kolding,5113,2877,93117
Vejle,6606,3676,117275
Herning,5751,3056,89237
Holstebro,3883,1849,58697
Lemvig,1217,700,19589
Struer,1358,651,20803
Syddjurs,2594,1272,43194
Norddjurs,2595,1413,36934
Favrskov,2708,1410,48414
Odder,1592,845,22984
Randers,6232,3394,98265
Silkeborg,5785,3029,95765
Samsø,478,444,3686
Skanderborg,3049,1584,63450
Århus,20000,8912,352572
Ikast-Brande,2209,1121,41539
Ringkøbing-Skjern,3418,1840,56126
Hedensted,2906,1325,46764
Morsø,1727,1029,20055
Skive,3010,1598,45417
Thisted,2599,1374,43125
Viborg,6446,3502,96605
Brønderslev-Dronninglund,2319,1233,36127
Frederikshavn,3886,1980,58982
Vesthimmerlands,2356,1183,36366
Læsø,199,102,1772
Rebild,1743,932,30526
Mariagerfjord,2513,1151,41560
Jammerbugt,2118,1120,38103
Ålborg,12825,6804,219679
Hjørring,4399,2161,64119
