"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;8;0
Hovedstaden;0-9;M;4;1
Hovedstaden;10-19;K;62604;60116
Hovedstaden;10-19;M;64468;61622
Hovedstaden;20-29;K;114357;110734
Hovedstaden;20-29;M;108444;104364
Hovedstaden;30-39;K;103915;100380
Hovedstaden;30-39;M;102808;100037
Hovedstaden;40-49;K;109909;108311
Hovedstaden;40-49;M;106835;105445
Hovedstaden;50-59;K;112009;111130
Hovedstaden;50-59;M;111029;110173
Hovedstaden;60-69;K;88616;88217
Hovedstaden;60-69;M;84058;83677
Hovedstaden;70-79;K;82292;82071
Hovedstaden;70-79;M;68640;68466
Hovedstaden;80-89;K;36502;36377
Hovedstaden;80-89;M;24122;24043
Hovedstaden;90+;K;7749;7682
Hovedstaden;90+;M;2765;2748
Midtjylland;0-9;K;3;1
Midtjylland;0-9;M;4;0
Midtjylland;10-19;K;53903;52312
Midtjylland;10-19;M;55225;53331
Midtjylland;20-29;K;74611;72587
Midtjylland;20-29;M;76492;73899
Midtjylland;30-39;K;63773;61952
Midtjylland;30-39;M;65299;63700
Midtjylland;40-49;K;76324;75641
Midtjylland;40-49;M;75177;74385
Midtjylland;50-59;K;83726;83296
Midtjylland;50-59;M;84084;83687
Midtjylland;60-69;K;74162;73960
Midtjylland;60-69;M;72719;72546
Midtjylland;70-79;K;64004;63941
Midtjylland;70-79;M;59299;59227
Midtjylland;80-89;K;27930;27864
Midtjylland;80-89;M;21165;21125
Midtjylland;90+;K;5674;5640
Midtjylland;90+;M;2451;2441
Nordjylland;0-9;K;2;0
Nordjylland;0-9;M;1;0
Nordjylland;10-19;K;22400;21661
Nordjylland;10-19;M;23614;22671
Nordjylland;20-29;K;29353;28393
Nordjylland;20-29;M;33142;31886
Nordjylland;30-39;K;26102;25288
Nordjylland;30-39;M;27064;26290
Nordjylland;40-49;K;31810;31518
Nordjylland;40-49;M;31832;31473
Nordjylland;50-59;K;38081;37878
Nordjylland;50-59;M;38464;38252
Nordjylland;60-69;K;35699;35590
Nordjylland;60-69;M;35165;35076
Nordjylland;70-79;K;31721;31676
Nordjylland;70-79;M;29879;29830
Nordjylland;80-89;K;14166;14135
Nordjylland;80-89;M;10832;10808
Nordjylland;90+;K;2854;2843
Nordjylland;90+;M;1275;1267
Sjælland;0-9;K;1;1
Sjælland;0-9;M;2;1
Sjælland;10-19;K;32235;31234
Sjælland;10-19;M;34024;32851
Sjælland;20-29;K;27765;26779
Sjælland;20-29;M;30566;29464
Sjælland;30-39;K;34457;33360
Sjælland;30-39;M;33518;32542
Sjælland;40-49;K;49324;48790
Sjælland;40-49;M;47000;46481
Sjælland;50-59;K;59259;58877
Sjælland;50-59;M;59358;59038
Sjælland;60-69;K;52591;52422
Sjælland;60-69;M;51127;50976
Sjælland;70-79;K;49474;49390
Sjælland;70-79;M;45090;45011
Sjælland;80-89;K;20123;20058
Sjælland;80-89;M;15242;15221
Sjælland;90+;K;3704;3683
Sjælland;90+;M;1537;1528
Syddanmark;0-9;K;4;2
Syddanmark;0-9;M;3;1
Syddanmark;10-19;K;48397;46998
Syddanmark;10-19;M;49704;47981
Syddanmark;20-29;K;52601;50889
Syddanmark;20-29;M;56891;54846
Syddanmark;30-39;K;53007;51375
Syddanmark;30-39;M;53617;52184
Syddanmark;40-49;K;69503;68780
Syddanmark;40-49;M;67481;66701
Syddanmark;50-59;K;81060;80637
Syddanmark;50-59;M;81731;81259
Syddanmark;60-69;K;73269;73065
Syddanmark;60-69;M;72315;72133
Syddanmark;70-79;K;65316;65221
Syddanmark;70-79;M;60281;60194
Syddanmark;80-89;K;30007;29946
Syddanmark;80-89;M;22434;22397
Syddanmark;90+;K;6073;6026
Syddanmark;90+;M;2551;2543
