"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-9;K;18;4;297586;0.0;0.0
0-9;M;14;3;314033;0.0;0.0
10-19;K;219539;212321;341811;64.2;62.1
10-19;M;227035;218456;357555;63.5;61.1
20-29;K;298687;289382;381233;78.3;75.9
20-29;M;305535;294459;397713;76.8;74.0
30-39;K;281254;272355;350267;80.3;77.8
30-39;M;282306;274753;362191;77.9;75.9
40-49;K;336870;333040;374519;89.9;88.9
40-49;M;328325;324485;375176;87.5;86.5
50-59;K;374135;371818;401566;93.2;92.6
50-59;M;374666;372409;405021;92.5;91.9
60-69;K;324337;323254;339775;95.5;95.1
60-69;M;315384;314408;330596;95.4;95.1
70-79;K;292807;292299;301797;97.0;96.9
70-79;M;263189;262728;271094;97.1;96.9
80-89;K;128728;128380;133279;96.6;96.3
80-89;M;93795;93594;96619;97.1;96.9
90+;K;26054;25874;27635;94.3;93.6
90+;M;10579;10527;11039;95.8;95.4
