"dato";"kommunenavn";"sex";"Paabegyndt vacc. idag";"Faerdigvacc. idag";"Revacc. 1 idag";"Paabegyndt vacc. igaar";"Faerdigvacc. igaar";"Revacc. 1 igaar";"Paabegyndt vacc. difference";"Faerdigvaccineret difference";"Revacc. 1 difference"
2021-11-02;København;K;241834;236366;14853;241734;236279;14293;100;87;560
2021-11-02;København;M;229699;224370;12446;229573;224272;12007;126;98;439
2021-11-02;Frederiksberg;K;43276;42567;3240;43240;42538;3115;36;29;125
2021-11-02;Frederiksberg;M;37809;37147;2517;37786;37127;2444;23;20;73
2021-11-02;Ballerup;K;18816;18497;1758;18806;18491;1656;10;6;102
2021-11-02;Ballerup;M;17408;17114;1051;17404;17116;1011;4;-2;40
2021-11-02;Brøndby;K;12455;12174;1233;12444;12168;1041;11;6;192
2021-11-02;Brøndby;M;11509;11247;770;11505;11232;661;4;15;109
2021-11-02;Dragør;K;5841;5763;524;5834;5761;473;7;2;51
2021-11-02;Dragør;M;5427;5352;377;5416;5344;344;11;8;33
2021-11-02;Gentofte;K;30220;29770;2844;30205;29764;2747;15;6;97
2021-11-02;Gentofte;M;27003;26600;1854;26989;26589;1786;14;11;68
2021-11-02;Gladsaxe;K;26075;25635;2480;26072;25630;2367;3;5;113
2021-11-02;Gladsaxe;M;25036;24598;1357;25031;24596;1297;5;2;60
2021-11-02;Glostrup;K;8733;8577;977;8724;8567;939;9;10;38
2021-11-02;Glostrup;M;8311;8169;589;8308;8167;571;3;2;18
2021-11-02;Herlev;K;10969;10755;1192;10957;10746;1143;12;9;49
2021-11-02;Herlev;M;10033;9842;603;10026;9838;575;7;4;28
2021-11-02;Albertslund;K;9658;9410;847;9639;9401;768;19;9;79
2021-11-02;Albertslund;M;9216;8955;594;9193;8938;556;23;17;38
2021-11-02;Hvidovre;K;19693;19290;1829;19682;19287;1778;11;3;51
2021-11-02;Hvidovre;M;18622;18267;1133;18617;18267;1103;5;0;30
2021-11-02;Høje Tåstrup;K;18326;17960;1788;18319;17957;1717;7;3;71
2021-11-02;Høje Tåstrup;M;17907;17532;1166;17886;17516;1129;21;16;37
2021-11-02;Lyngby-Taarbæk;K;22947;22642;2189;22948;22647;2129;-1;-5;60
2021-11-02;Lyngby-Taarbæk;M;21660;21322;1304;21656;21319;1276;4;3;28
2021-11-02;Rødovre;K;15382;15138;1534;15375;15136;1489;7;2;45
2021-11-02;Rødovre;M;14138;13867;826;14128;13860;808;10;7;18
2021-11-02;Ishøj;K;7601;7384;637;7590;7380;579;11;4;58
2021-11-02;Ishøj;M;7274;7067;414;7269;7062;377;5;5;37
2021-11-02;Tårnby;K;16272;16014;1470;16270;16019;1434;2;-5;36
2021-11-02;Tårnby;M;15316;15057;892;15315;15061;872;1;-4;20
2021-11-02;Vallensbæk;K;5870;5748;584;5866;5749;534;4;-1;50
2021-11-02;Vallensbæk;M;5682;5568;437;5682;5567;417;0;1;20
2021-11-02;Furesø;K;16231;16037;1751;16225;16034;1576;6;3;175
2021-11-02;Furesø;M;15065;14867;1046;15057;14864;963;8;3;83
2021-11-02;Allerød;K;10431;10321;956;10429;10320;948;2;1;8
2021-11-02;Allerød;M;9858;9751;646;9857;9749;638;1;2;8
2021-11-02;Fredensborg;K;16252;16023;1534;16238;16009;1528;14;14;6
2021-11-02;Fredensborg;M;14804;14588;931;14793;14576;928;11;12;3
2021-11-02;Helsingør;K;25293;24895;2149;25297;24897;2143;-4;-2;6
2021-11-02;Helsingør;M;23044;22692;1421;23050;22698;1417;-6;-6;4
2021-11-02;Hillerød;K;20937;20664;1976;20930;20659;1961;7;5;15
2021-11-02;Hillerød;M;19718;19440;1316;19720;19442;1309;-2;-2;7
2021-11-02;Hørsholm;K;10639;10524;1130;10641;10525;1128;-2;-1;2
2021-11-02;Hørsholm;M;9129;9022;762;9127;9021;757;2;1;5
2021-11-02;Rudersdal;K;23174;22885;2310;23165;22880;2269;9;5;41
2021-11-02;Rudersdal;M;21595;21302;1539;21592;21303;1522;3;-1;17
2021-11-02;Egedal;K;17409;17183;1419;17394;17179;1351;15;4;68
2021-11-02;Egedal;M;16751;16534;846;16749;16529;804;2;5;42
2021-11-02;Frederikssund;K;18568;18327;1791;18551;18316;1694;17;11;97
2021-11-02;Frederikssund;M;17616;17361;1089;17599;17354;1033;17;7;56
2021-11-02;Greve;K;19341;19062;1613;19327;19055;1565;14;7;48
2021-11-02;Greve;M;18293;18015;1087;18278;18011;1059;15;4;28
2021-11-02;Køge;K;23944;23611;2280;23941;23604;2203;3;7;77
2021-11-02;Køge;M;22934;22626;1455;22934;22626;1413;0;0;42
2021-11-02;Halsnæs;K;12497;12330;1186;12499;12333;1148;-2;-3;38
2021-11-02;Halsnæs;M;11986;11831;818;11985;11832;787;1;-1;31
2021-11-02;Roskilde;K;35903;35450;3505;35881;35434;3357;22;16;148
2021-11-02;Roskilde;M;33602;33152;2336;33576;33135;2243;26;17;93
2021-11-02;Solrød;K;9249;9124;794;9244;9124;769;5;0;25
2021-11-02;Solrød;M;8692;8576;548;8694;8581;540;-2;-5;8
2021-11-02;Gribskov;K;16286;16065;1504;16290;16069;1500;-4;-4;4
2021-11-02;Gribskov;M;15880;15657;1033;15884;15661;1030;-4;-4;3
2021-11-02;Odsherred;K;13181;13030;1144;13179;13023;1121;2;7;23
2021-11-02;Odsherred;M;12980;12808;817;12982;12809;806;-2;-1;11
2021-11-02;Holbæk;K;28712;28295;2919;28706;28292;2808;6;3;111
2021-11-02;Holbæk;M;27614;27229;1753;27605;27220;1704;9;9;49
2021-11-02;Faxe;K;14107;13937;1104;14105;13939;1069;2;-2;35
2021-11-02;Faxe;M;14080;13897;758;14072;13893;740;8;4;18
2021-11-02;Kalundborg;K;18749;18507;1448;18743;18502;1399;6;5;49
2021-11-02;Kalundborg;M;18474;18223;970;18466;18219;945;8;4;25
2021-11-02;Ringsted;K;13167;13003;903;13163;13002;882;4;1;21
2021-11-02;Ringsted;M;12808;12627;540;12810;12627;529;-2;0;11
2021-11-02;Slagelse;K;30698;30256;3021;30689;30252;2907;9;4;114
2021-11-02;Slagelse;M;29554;29104;1743;29531;29093;1680;23;11;63
2021-11-02;Stevns;K;9068;8981;788;9066;8980;767;2;1;21
2021-11-02;Stevns;M;9062;8951;488;9052;8947;480;10;4;8
2021-11-02;Sorø;K;11791;11657;1001;11788;11652;964;3;5;37
2021-11-02;Sorø;M;11466;11320;650;11464;11320;633;2;0;17
2021-11-02;Lejre;K;11131;10994;988;11132;10996;948;-1;-2;40
2021-11-02;Lejre;M;10863;10753;694;10870;10758;666;-7;-5;28
2021-11-02;Lolland;K;15513;15305;1492;15507;15300;1433;6;5;59
2021-11-02;Lolland;M;15315;15097;994;15311;15093;954;4;4;40
2021-11-02;Næstved;K;32810;32349;3295;32794;32340;3175;16;9;120
