"Aldersgruppe";"Køn";"Antal første vacc.";"Antal færdigvacc.";"Antal borgere";"Andel første vacc.";"Andel færdigvacc."
0-2;K;8;2;90371;0.0;0.0
0-2;M;2;0;95269;0.0;0.0
3-5;K;3;1;91098;0.0;0.0
3-5;M;4;2;96282;0.0;0.0
6-11;K;19;8;179639;0.0;0.0
6-11;M;20;10;189013;0.0;0.0
12-15;K;100621;95559;141415;71.2;67.6
12-15;M;106098;100690;148854;71.3;67.6
16-19;K;118906;116755;136873;86.9;85.3
16-19;M;120925;117757;142170;85.1;82.8
20-39;K;579941;561737;731500;79.3;76.8
20-39;M;587841;569212;759904;77.4;74.9
40-64;K;878183;871387;952203;92.2;91.5
40-64;M;868026;861307;954236;91.0;90.3
65-79;K;449966;449024;465454;96.7;96.5
65-79;M;413538;412723;427651;96.7;96.5
80+;K;154782;154254;160915;96.2;95.9
80+;M;104374;104121;107658;96.9;96.7
