"Regionsnavn";"Antal første vacc. personer";"Antal faerdigvacc. personer";"Antal borgere"
Nordjylland;463456;456535;591894
Midtjylland;1036025;1021535;1341065
Syddanmark;946245;933178;1227469
Hovedstaden;1391134;1365594;1867213
Sjælland;646397;637707;842864
