"Regionsnavn";"Aldersgruppe";"sex";"Antal første vacc.";"Antal faerdigvacc."
Hovedstaden;0-9;K;6;0
Hovedstaden;0-9;M;4;1
Hovedstaden;10-19;K;59050;56639
Hovedstaden;10-19;M;61208;58444
Hovedstaden;20-29;K;114042;110434
Hovedstaden;20-29;M;107929;103847
Hovedstaden;30-39;K;103835;100241
Hovedstaden;30-39;M;103026;100216
Hovedstaden;40-49;K;108473;106867
Hovedstaden;40-49;M;105473;104063
Hovedstaden;50-59;K;112280;111398
Hovedstaden;50-59;M;111226;110360
Hovedstaden;60-69;K;89324;88915
Hovedstaden;60-69;M;84743;84357
Hovedstaden;70-79;K;83216;82987
Hovedstaden;70-79;M;70005;69830
Hovedstaden;80-89;K;38661;38533
Hovedstaden;80-89;M;26220;26139
Hovedstaden;90+;K;9074;9004
Hovedstaden;90+;M;3339;3319
Midtjylland;0-9;K;3;1
Midtjylland;0-9;M;4;0
Midtjylland;10-19;K;51097;49545
Midtjylland;10-19;M;52630;50785
Midtjylland;20-29;K;75135;73106
Midtjylland;20-29;M;76833;74224
Midtjylland;30-39;K;63412;61577
Midtjylland;30-39;M;65346;63736
Midtjylland;40-49;K;75161;74470
Midtjylland;40-49;M;73896;73094
Midtjylland;50-59;K;83629;83194
Midtjylland;50-59;M;84073;83671
Midtjylland;60-69;K;74341;74137
Midtjylland;60-69;M;72701;72526
Midtjylland;70-79;K;64984;64918
Midtjylland;70-79;M;60560;60486
Midtjylland;80-89;K;29621;29556
Midtjylland;80-89;M;22839;22798
Midtjylland;90+;K;6727;6690
Midtjylland;90+;M;3033;3021
Nordjylland;0-9;K;2;0
Nordjylland;0-9;M;1;0
Nordjylland;10-19;K;21204;20486
Nordjylland;10-19;M;22444;21536
Nordjylland;20-29;K;29625;28667
Nordjylland;20-29;M;33373;32096
Nordjylland;30-39;K;25912;25081
Nordjylland;30-39;M;27088;26308
Nordjylland;40-49;K;31344;31054
Nordjylland;40-49;M;31393;31030
Nordjylland;50-59;K;37723;37517
Nordjylland;50-59;M;38079;37864
Nordjylland;60-69;K;35896;35784
Nordjylland;60-69;M;35218;35129
Nordjylland;70-79;K;32074;32028
Nordjylland;70-79;M;30327;30277
Nordjylland;80-89;K;14976;14946
Nordjylland;80-89;M;11749;11726
Nordjylland;90+;K;3432;3419
Nordjylland;90+;M;1596;1587
Sjælland;0-9;K;1;1
Sjælland;0-9;M;2;1
Sjælland;10-19;K;30751;29765
Sjælland;10-19;M;32515;31364
Sjælland;20-29;K;28205;27233
Sjælland;20-29;M;31110;30003
Sjælland;30-39;K;33919;32805
Sjælland;30-39;M;33189;32203
Sjælland;40-49;K;48279;47745
Sjælland;40-49;M;45847;45336
Sjælland;50-59;K;59035;58649
Sjælland;50-59;M;59307;58975
Sjælland;60-69;K;52898;52728
Sjælland;60-69;M;51223;51070
Sjælland;70-79;K;50000;49910
Sjælland;70-79;M;45715;45637
Sjælland;80-89;K;21423;21358
Sjælland;80-89;M;16607;16584
Sjælland;90+;K;4422;4400
Sjælland;90+;M;1949;1940
Syddanmark;0-9;K;3;1
Syddanmark;0-9;M;3;1
Syddanmark;10-19;K;46050;44672
Syddanmark;10-19;M;47439;45759
Syddanmark;20-29;K;53167;51466
Syddanmark;20-29;M;57438;55388
Syddanmark;30-39;K;52624;50977
Syddanmark;30-39;M;53545;52092
Syddanmark;40-49;K;68200;67473
Syddanmark;40-49;M;65991;65211
Syddanmark;50-59;K;80701;80275
Syddanmark;50-59;M;81567;81087
Syddanmark;60-69;K;73684;73472
Syddanmark;60-69;M;72497;72307
Syddanmark;70-79;K;65833;65739
Syddanmark;70-79;M;61031;60944
Syddanmark;80-89;K;31811;31751
Syddanmark;80-89;M;24314;24277
Syddanmark;90+;K;7164;7113
Syddanmark;90+;M;3183;3173
